InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,net Correction,Coverage Depth,Ratio,Alpha,DudeWin
0,0.05,6,-1.0,1447,704,2049,0.486,0.471,30,-1,12,0
0,0.05,5,-1.0,1447,908,2382,0.627,0.495,30,-1,12,0
0,0.05,9,-1.0,4997,1693,4923,0.339,0.339,105,-1,8,0
0,0.05,8,-1.0,4997,1959,5695,0.392,0.392,105,-1,8,0
0,0.05,7,-1.0,4997,2273,6569,0.455,0.454,105,-1,8,0
0,0.05,6,-1.0,4997,2632,7454,0.527,0.511,105,-1,8,0
0,0.05,5,-1.0,4997,3408,8543,0.682,0.529,105,-1,8,0
0,0.05,9,-1.0,3790,1221,3535,0.322,0.322,80,-1,8,0
0,0.05,8,-1.0,3790,1410,4105,0.372,0.372,80,-1,8,0
0,0.05,7,-1.0,3790,1627,4698,0.429,0.428,80,-1,8,0
0,0.05,6,-1.0,3790,1908,5446,0.503,0.49,80,-1,8,0
0,0.05,5,-1.0,3790,2523,6263,0.666,0.5,80,-1,8,0
0,0.05,9,-1.0,2515,845,2407,0.336,0.336,55,-1,8,0
0,0.05,8,-1.0,2515,989,2852,0.393,0.393,55,-1,8,0
0,0.05,7,-1.0,2515,1154,3332,0.459,0.456,55,-1,8,0
0,0.05,6,-1.0,2515,1330,3788,0.529,0.511,55,-1,8,0
0,0.05,5,-1.0,2515,1699,4315,0.675,0.523,55,-1,8,0
0,0.05,9,-1.0,1443,481,1372,0.333,0.334,30,-1,8,0
0,0.05,8,-1.0,1443,543,1564,0.376,0.377,30,-1,8,0
0,0.05,7,-1.0,1443,629,1817,0.436,0.436,30,-1,8,0
0,0.05,6,-1.0,1443,727,2076,0.503,0.49,30,-1,8,0
0,0.05,5,-1.0,1443,933,2394,0.646,0.515,30,-1,8,0
0,0.05,9,-1.0,4988,1857,5102,0.372,0.372,105,-1,4,0
0,0.05,8,-1.0,4988,2186,6036,0.438,0.438,105,-1,4,0
0,0.05,7,-1.0,4988,2555,7028,0.512,0.512,105,-1,4,0
0,0.05,6,-1.0,4988,2997,8060,0.601,0.577,105,-1,4,0
0,0.05,5,-1.0,4988,4013,9174,0.804,0.551,105,-1,4,0
0,0.05,9,-1.0,3874,1344,3716,0.347,0.347,80,-1,4,0
0,0.05,8,-1.0,3874,1542,4299,0.398,0.398,80,-1,4,0
0,0.05,7,-1.0,3874,1826,5085,0.471,0.471,80,-1,4,0
0,0.05,6,-1.0,3874,2178,5930,0.562,0.539,80,-1,4,0
0,0.05,5,-1.0,3874,2946,6781,0.76,0.507,80,-1,4,0
0,0.05,9,-1.0,2596,878,2405,0.338,0.338,55,-1,4,0
0,0.05,8,-1.0,2596,1023,2836,0.394,0.394,55,-1,4,0
0,0.05,7,-1.0,2596,1182,3287,0.455,0.455,55,-1,4,0
0,0.05,6,-1.0,2596,1398,3775,0.538,0.512,55,-1,4,0
0,0.05,5,-1.0,2596,1938,4386,0.746,0.47,55,-1,4,0
0,0.05,9,-1.0,1410,480,1295,0.34,0.341,30,-1,4,0
0,0.05,8,-1.0,1410,550,1499,0.39,0.391,30,-1,4,0
0,0.05,7,-1.0,1410,618,1701,0.438,0.436,30,-1,4,0
0,0.05,6,-1.0,1410,733,1950,0.519,0.486,30,-1,4,0
0,0.05,5,-1.0,1410,1054,2242,0.747,0.4,30,-1,4,0
0,0.05,9,-1.0,4881,2881,6282,0.59,0.471,105,-1,0,0
0,0.05,8,-1.0,4881,3150,7109,0.645,0.533,105,-1,0,0
0,0.05,7,-1.0,4881,3438,7877,0.704,0.592,105,-1,0,0
0,0.05,6,-1.0,4881,4110,8862,0.842,0.596,105,-1,0,0
0,0.05,5,-1.0,4881,7446,9796,1.525,0.07,105,-1,0,0
0,0.05,9,-1.0,3729,1931,3975,0.518,0.394,80,-1,0,0
0,0.05,8,-1.0,3729,2147,4592,0.576,0.451,80,-1,0,0
0,0.05,7,-1.0,3729,2427,5349,0.651,0.519,80,-1,0,0
0,0.05,6,-1.0,3729,2951,6046,0.791,0.528,80,-1,0,0
0,0.05,5,-1.0,3729,5711,6715,1.531,-0.045,80,-1,0,0
0,0.05,9,-1.0,2574,1143,2194,0.444,0.339,55,-1,0,0
0,0.05,8,-1.0,2574,1300,2671,0.505,0.402,55,-1,0,0
0,0.05,7,-1.0,2574,1496,3120,0.581,0.442,55,-1,0,0
0,0.05,6,-1.0,2574,1871,3528,0.727,0.435,55,-1,0,0
0,0.05,5,-1.0,2574,4004,3918,1.555,-0.214,55,-1,0,0
0,0.05,9,-1.0,1431,531,1008,0.371,0.334,30,-1,0,0
0,0.05,8,-1.0,1431,600,1148,0.419,0.383,30,-1,0,0
0,0.05,7,-1.0,1431,696,1302,0.486,0.425,30,-1,0,0
0,0.05,6,-1.0,1431,931,1488,0.65,0.395,30,-1,0,0
0,0.05,5,-1.0,1431,2521,1679,1.76,-0.551,30,-1,0,0
0,0.05,9,-1.0,4877,1541,4625,0.316,0.316,105,-1,28,0
0,0.05,8,-1.0,4877,1775,5325,0.364,0.364,105,-1,28,0
0,0.05,7,-1.0,4877,2033,6099,0.417,0.417,105,-1,28,0
0,0.05,6,-1.0,4877,2311,6942,0.474,0.474,105,-1,28,0
0,0.05,5,-1.0,4877,2687,7996,0.551,0.542,105,-1,28,0
0,0.05,9,-1.0,3815,1246,3739,0.327,0.327,80,-1,28,0
0,0.05,8,-1.0,3815,1417,4252,0.371,0.372,80,-1,28,0
0,0.05,7,-1.0,3815,1602,4807,0.42,0.42,80,-1,28,0
0,0.05,6,-1.0,3815,1814,5442,0.475,0.475,80,-1,28,0
0,0.05,5,-1.0,3815,2105,6268,0.552,0.544,80,-1,28,0
0,0.05,9,-1.0,2598,866,2599,0.333,0.334,55,-1,28,0
0,0.05,8,-1.0,2598,985,2955,0.379,0.379,55,-1,28,0
0,0.05,7,-1.0,2598,1116,3349,0.429,0.43,55,-1,28,0
0,0.05,6,-1.0,2598,1266,3795,0.487,0.487,55,-1,28,0
0,0.05,5,-1.0,2598,1422,4225,0.547,0.537,55,-1,28,0
0,0.05,9,-1.0,1389,443,1329,0.319,0.319,30,-1,28,0
0,0.05,8,-1.0,1389,499,1499,0.359,0.36,30,-1,28,0
0,0.05,7,-1.0,1389,589,1770,0.424,0.424,30,-1,28,0
0,0.05,6,-1.0,1389,672,2017,0.483,0.484,30,-1,28,0
0,0.05,5,-1.0,1389,767,2282,0.552,0.544,30,-1,28,0
0,0.05,9,-1.0,4827,1568,4696,0.325,0.325,105,-1,24,0
0,0.05,8,-1.0,4827,1783,5340,0.369,0.37,105,-1,24,0
0,0.05,7,-1.0,4827,2027,6069,0.42,0.42,105,-1,24,0
0,0.05,6,-1.0,4827,2290,6834,0.474,0.473,105,-1,24,0
0,0.05,5,-1.0,4827,2659,7848,0.551,0.54,105,-1,24,0
0,0.05,9,-1.0,3845,1254,3755,0.326,0.326,80,-1,24,0
0,0.05,8,-1.0,3845,1405,4213,0.365,0.366,80,-1,24,0
0,0.05,7,-1.0,3845,1607,4814,0.418,0.418,80,-1,24,0
0,0.05,6,-1.0,3845,1825,5452,0.475,0.473,80,-1,24,0
0,0.05,5,-1.0,3845,2122,6252,0.552,0.54,80,-1,24,0
0,0.05,9,-1.0,2698,795,2377,0.295,0.295,55,-1,24,0
0,0.05,8,-1.0,2698,923,2760,0.342,0.342,55,-1,24,0
0,0.05,7,-1.0,2698,1093,3275,0.405,0.405,55,-1,24,0
0,0.05,6,-1.0,2698,1246,3721,0.462,0.46,55,-1,24,0
0,0.05,5,-1.0,2698,1430,4224,0.53,0.52,55,-1,24,0
0,0.05,9,-1.0,1414,457,1369,0.323,0.324,30,-1,24,0
0,0.05,8,-1.0,1414,514,1541,0.363,0.364,30,-1,24,0
0,0.05,7,-1.0,1414,590,1769,0.417,0.418,30,-1,24,0
0,0.05,6,-1.0,1414,655,1956,0.463,0.461,30,-1,24,0
0,0.05,5,-1.0,1414,763,2259,0.539,0.53,30,-1,24,0
0,0.05,9,-1.0,4901,1679,5014,0.343,0.343,105,-1,20,0
0,0.05,8,-1.0,4901,1915,5722,0.391,0.391,105,-1,20,0
0,0.05,7,-1.0,4901,2166,6475,0.442,0.442,105,-1,20,0
0,0.05,6,-1.0,4901,2474,7343,0.505,0.502,105,-1,20,0
0,0.05,5,-1.0,4901,2873,8330,0.586,0.563,105,-1,20,0
0,0.05,9,-1.0,3864,1190,3555,0.308,0.308,80,-1,20,0
0,0.05,8,-1.0,3864,1348,4035,0.349,0.349,80,-1,20,0
0,0.05,7,-1.0,3864,1532,4586,0.396,0.397,80,-1,20,0
0,0.05,6,-1.0,3864,1813,5402,0.469,0.468,80,-1,20,0
0,0.05,5,-1.0,3864,2121,6232,0.549,0.538,80,-1,20,0
0,0.05,9,-1.0,2572,840,2504,0.326,0.327,55,-1,20,0
0,0.05,8,-1.0,2572,958,2863,0.372,0.373,55,-1,20,0
0,0.05,7,-1.0,2572,1086,3250,0.422,0.422,55,-1,20,0
0,0.05,6,-1.0,2572,1226,3646,0.476,0.473,55,-1,20,0
0,0.05,5,-1.0,2572,1430,4187,0.556,0.539,55,-1,20,0
0,0.05,9,-1.0,1417,476,1419,0.336,0.336,30,-1,20,0
0,0.05,8,-1.0,1417,542,1621,0.382,0.383,30,-1,20,0
0,0.05,7,-1.0,1417,612,1831,0.432,0.432,30,-1,20,0
0,0.05,6,-1.0,1417,673,2014,0.475,0.475,30,-1,20,0
0,0.05,5,-1.0,1417,785,2316,0.554,0.542,30,-1,20,0
0,0.05,9,-1.0,5046,1671,4993,0.331,0.331,105,-1,16,0
0,0.05,8,-1.0,5046,1893,5645,0.375,0.375,105,-1,16,0
0,0.05,7,-1.0,5046,2134,6358,0.423,0.423,105,-1,16,0
0,0.05,6,-1.0,5046,2463,7284,0.488,0.486,105,-1,16,0
0,0.05,5,-1.0,5046,2915,8397,0.578,0.555,105,-1,16,0
0,0.05,9,-1.0,3895,1217,3625,0.312,0.313,80,-1,16,0
0,0.05,8,-1.0,3895,1390,4140,0.357,0.357,80,-1,16,0
0,0.05,7,-1.0,3895,1582,4704,0.406,0.406,80,-1,16,0
0,0.05,6,-1.0,3895,1849,5473,0.475,0.471,80,-1,16,0
0,0.05,5,-1.0,3895,2192,6393,0.563,0.546,80,-1,16,0
0,0.05,9,-1.0,2596,874,2604,0.337,0.337,55,-1,16,0
0,0.05,8,-1.0,2596,978,2914,0.377,0.377,55,-1,16,0
0,0.05,7,-1.0,2596,1091,3248,0.42,0.42,55,-1,16,0
0,0.05,6,-1.0,2596,1249,3706,0.481,0.477,55,-1,16,0
0,0.05,5,-1.0,2596,1478,4290,0.569,0.547,55,-1,16,0
0,0.05,9,-1.0,1434,478,1417,0.333,0.334,30,-1,16,0
0,0.05,8,-1.0,1434,540,1607,0.376,0.377,30,-1,16,0
0,0.05,7,-1.0,1434,610,1817,0.425,0.426,30,-1,16,0
0,0.05,6,-1.0,1434,681,2022,0.475,0.471,30,-1,16,0
0,0.05,5,-1.0,1434,775,2264,0.54,0.527,30,-1,16,0
0,0.05,9,-1.0,4982,1622,4804,0.326,0.326,105,-1,12,0
0,0.05,8,-1.0,4982,1865,5509,0.374,0.374,105,-1,12,0
0,0.05,7,-1.0,4982,2121,6263,0.426,0.426,105,-1,12,0
0,0.05,6,-1.0,4982,2467,7187,0.495,0.492,105,-1,12,0
0,0.05,5,-1.0,4982,2996,8454,0.601,0.571,105,-1,12,0
0,0.05,9,-1.0,3784,1262,3721,0.333,0.334,80,-1,12,0
0,0.05,8,-1.0,3784,1456,4303,0.385,0.385,80,-1,12,0
0,0.05,7,-1.0,3784,1665,4934,0.44,0.44,80,-1,12,0
0,0.05,6,-1.0,3784,1919,5633,0.507,0.504,80,-1,12,0
0,0.05,5,-1.0,3784,2266,6506,0.599,0.574,80,-1,12,0
0,0.05,9,-1.0,2598,843,2484,0.324,0.325,55,-1,12,0
0,0.05,8,-1.0,2598,960,2841,0.369,0.37,55,-1,12,0
0,0.05,7,-1.0,2598,1079,3197,0.415,0.416,55,-1,12,0
0,0.05,6,-1.0,2598,1255,3706,0.483,0.482,55,-1,12,0
0,0.05,5,-1.0,2598,1468,4251,0.565,0.548,55,-1,12,0
0,0.05,9,-1.0,1380,448,1320,0.324,0.325,30,-1,12,0
0,0.05,8,-1.0,1380,517,1531,0.374,0.375,30,-1,12,0
0,0.05,7,-1.0,1380,596,1766,0.432,0.432,30,-1,12,0
0,0.05,6,-1.0,1380,675,1995,0.489,0.485,30,-1,12,0
0,0.05,5,-1.0,1380,781,2276,0.566,0.553,30,-1,12,0
0,0.05,9,-1.0,4957,1700,4972,0.343,0.343,105,-1,8,0
0,0.05,8,-1.0,4957,1950,5644,0.393,0.394,105,-1,8,0
0,0.05,7,-1.0,4957,2301,6621,0.464,0.464,105,-1,8,0
0,0.05,6,-1.0,4957,2690,7678,0.543,0.537,105,-1,8,0
0,0.05,5,-1.0,4957,3251,8972,0.656,0.616,105,-1,8,0
0,0.05,9,-1.0,3860,1201,3505,0.311,0.311,80,-1,8,0
0,0.05,8,-1.0,3860,1406,4107,0.364,0.364,80,-1,8,0
0,0.05,7,-1.0,3860,1654,4811,0.428,0.429,80,-1,8,0
0,0.05,6,-1.0,3860,1958,5673,0.507,0.505,80,-1,8,0
0,0.05,5,-1.0,3860,2328,6581,0.603,0.579,80,-1,8,0
0,0.05,9,-1.0,2588,878,2545,0.339,0.34,55,-1,8,0
0,0.05,8,-1.0,2588,1017,2953,0.393,0.393,55,-1,8,0
0,0.05,7,-1.0,2588,1175,3410,0.454,0.454,55,-1,8,0
0,0.05,6,-1.0,2588,1344,3909,0.519,0.516,55,-1,8,0
0,0.05,5,-1.0,2588,1562,4484,0.603,0.588,55,-1,8,0
0,0.05,9,-1.0,1402,468,1330,0.334,0.334,30,-1,8,0
0,0.05,8,-1.0,1402,545,1575,0.388,0.389,30,-1,8,0
0,0.05,7,-1.0,1402,608,1760,0.433,0.434,30,-1,8,0
0,0.05,6,-1.0,1402,692,2010,0.493,0.491,30,-1,8,0
0,0.05,5,-1.0,1402,814,2283,0.58,0.541,30,-1,8,0
0,0.05,9,-1.0,4943,1830,5058,0.37,0.37,105,-1,4,0
0,0.05,8,-1.0,4943,2126,5870,0.43,0.43,105,-1,4,0
0,0.05,7,-1.0,4943,2488,6854,0.503,0.502,105,-1,4,0
0,0.05,6,-1.0,4943,2936,7990,0.594,0.583,105,-1,4,0
0,0.05,5,-1.0,4943,3486,9118,0.705,0.636,105,-1,4,0
0,0.05,9,-1.0,3802,1267,3483,0.333,0.333,80,-1,4,0
0,0.05,8,-1.0,3802,1464,4061,0.385,0.385,80,-1,4,0
0,0.05,7,-1.0,3802,1705,4730,0.448,0.449,80,-1,4,0
0,0.05,6,-1.0,3802,2030,5601,0.534,0.526,80,-1,4,0
0,0.05,5,-1.0,3802,2451,6562,0.644,0.595,80,-1,4,0
0,0.05,9,-1.0,2524,858,2360,0.34,0.34,55,-1,4,0
0,0.05,8,-1.0,2524,987,2752,0.391,0.391,55,-1,4,0
0,0.05,7,-1.0,2524,1152,3187,0.456,0.457,55,-1,4,0
0,0.05,6,-1.0,2524,1308,3654,0.518,0.515,55,-1,4,0
0,0.05,5,-1.0,2524,1568,4253,0.621,0.588,55,-1,4,0
0,0.05,9,-1.0,1405,478,1302,0.34,0.341,30,-1,4,0
0,0.05,8,-1.0,1405,546,1480,0.388,0.389,30,-1,4,0
0,0.05,7,-1.0,1405,616,1706,0.438,0.439,30,-1,4,0
0,0.05,6,-1.0,1405,718,1976,0.511,0.51,30,-1,4,0
0,0.05,5,-1.0,1405,834,2288,0.593,0.574,30,-1,4,0
0,0.05,9,-1.0,4902,2845,6143,0.58,0.456,105,-1,0,0
0,0.05,8,-1.0,4902,3192,7075,0.651,0.516,105,-1,0,0
0,0.05,7,-1.0,4902,3483,7957,0.71,0.596,105,-1,0,0
0,0.05,6,-1.0,4902,3869,8902,0.789,0.658,105,-1,0,0
0,0.05,5,-1.0,4902,4792,9888,0.977,0.619,105,-1,0,0
0,0.05,9,-1.0,3766,1989,4105,0.528,0.411,80,-1,0,0
0,0.05,8,-1.0,3766,2193,4760,0.582,0.473,80,-1,0,0
0,0.05,7,-1.0,3766,2484,5572,0.659,0.552,80,-1,0,0
0,0.05,6,-1.0,3766,2785,6196,0.739,0.606,80,-1,0,0
0,0.05,5,-1.0,3766,3399,6995,0.902,0.585,80,-1,0,0
0,0.05,9,-1.0,2639,1109,2144,0.42,0.331,55,-1,0,0
0,0.05,8,-1.0,2639,1269,2623,0.481,0.378,55,-1,0,0
0,0.05,7,-1.0,2639,1445,3116,0.547,0.434,55,-1,0,0
0,0.05,6,-1.0,2639,1671,3584,0.633,0.492,55,-1,0,0
0,0.05,5,-1.0,2639,2063,3993,0.781,0.492,55,-1,0,0
0,0.05,9,-1.0,1497,544,1036,0.363,0.329,30,-1,0,0
0,0.05,8,-1.0,1497,625,1172,0.417,0.366,30,-1,0,0
0,0.05,7,-1.0,1497,712,1342,0.475,0.421,30,-1,0,0
0,0.05,6,-1.0,1497,812,1526,0.542,0.479,30,-1,0,0
0,0.05,5,-1.0,1497,953,1722,0.636,0.517,30,-1,0,0
