InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,fraction of right changes,Ratio
100000,0.05,3,0.97,4907,3781,3561,0.771,0.726,0.85
100000,0.05,2,0.97,4907,3228,3066,0.658,0.625,0.85
100000,0.05,1,0.97,4907,0,0,0,0,0.85
100000,0.05,11,0.97,4975,2129,2100,0.428,0.422,0.825
100000,0.05,10,0.97,4975,2351,2325,0.473,0.467,0.825
100000,0.05,9,0.97,4975,2616,2582,0.526,0.519,0.825
100000,0.05,8,0.97,4975,2895,2844,0.582,0.572,0.825
100000,0.05,7,0.97,4975,3138,3085,0.631,0.62,0.825
100000,0.05,6,0.97,4975,3395,3324,0.682,0.668,0.825
100000,0.05,5,0.97,4975,3640,3534,0.732,0.71,0.825
100000,0.05,4,0.97,4975,3730,3595,0.75,0.722,0.825
100000,0.05,3,0.97,4975,3697,3484,0.743,0.7,0.825
100000,0.05,2,0.97,4975,3275,3080,0.658,0.619,0.825
100000,0.05,1,0.97,4975,0,0,0,0,0.825
100000,0.05,11,0.97,4941,2122,2091,0.429,0.423,0.8
100000,0.05,10,0.97,4941,2340,2302,0.474,0.466,0.8
100000,0.05,9,0.97,4941,2555,2511,0.517,0.508,0.8
100000,0.05,8,0.97,4941,2827,2764,0.572,0.559,0.8
100000,0.05,7,0.97,4941,3090,3016,0.625,0.61,0.8
100000,0.05,6,0.97,4941,3342,3242,0.676,0.656,0.8
100000,0.05,5,0.97,4941,3547,3418,0.718,0.692,0.8
100000,0.05,4,0.97,4941,3643,3474,0.737,0.703,0.8
100000,0.05,3,0.97,4941,3637,3342,0.736,0.676,0.8
100000,0.05,2,0.97,4941,3259,2999,0.66,0.607,0.8
100000,0.05,1,0.97,4941,0,0,0,0,0.8
100000,0.05,11,0.97,4926,2007,1959,0.407,0.398,0.775
100000,0.05,10,0.97,4926,2216,2171,0.45,0.441,0.775
100000,0.05,9,0.97,4926,2445,2388,0.496,0.485,0.775
100000,0.05,8,0.97,4926,2695,2638,0.547,0.535,0.775
100000,0.05,7,0.97,4926,2957,2888,0.6,0.586,0.775
100000,0.05,6,0.97,4926,3179,3086,0.645,0.626,0.775
100000,0.05,5,0.97,4926,3390,3273,0.688,0.664,0.775
100000,0.05,4,0.97,4926,3498,3320,0.71,0.674,0.775
100000,0.05,3,0.97,4926,3451,3174,0.701,0.644,0.775
100000,0.05,2,0.97,4926,3133,2847,0.636,0.578,0.775
100000,0.05,1,0.97,4926,0,0,0,0,0.775
100000,0.05,11,0.97,4832,1842,1817,0.381,0.376,0.75
100000,0.05,10,0.97,4832,2019,1989,0.418,0.412,0.75
100000,0.05,9,0.97,4832,2245,2207,0.465,0.457,0.75
100000,0.05,8,0.97,4832,2468,2426,0.511,0.502,0.75
100000,0.05,7,0.97,4832,2706,2656,0.56,0.55,0.75
100000,0.05,6,0.97,4832,2950,2883,0.611,0.597,0.75
100000,0.05,5,0.97,4832,3154,3057,0.653,0.633,0.75
100000,0.05,4,0.97,4832,3288,3147,0.68,0.651,0.75
100000,0.05,3,0.97,4832,3240,2982,0.671,0.617,0.75
100000,0.05,2,0.97,4832,2991,2734,0.619,0.566,0.75
100000,0.05,1,0.97,4832,0,0,0,0,0.75
100000,0.05,11,0.97,5029,1779,1744,0.354,0.347,0.725
100000,0.05,10,0.97,5029,1995,1953,0.397,0.388,0.725
100000,0.05,9,0.97,5029,2194,2142,0.436,0.426,0.725
100000,0.05,8,0.97,5029,2382,2327,0.474,0.463,0.725
100000,0.05,7,0.97,5029,2626,2566,0.522,0.51,0.725
100000,0.05,6,0.97,5029,2872,2786,0.571,0.554,0.725
100000,0.05,5,0.97,5029,3109,3000,0.618,0.596,0.725
100000,0.05,4,0.97,5029,3235,3085,0.643,0.613,0.725
100000,0.05,3,0.97,5029,3081,2829,0.613,0.562,0.725
100000,0.05,2,0.97,5029,2939,2629,0.584,0.523,0.725
100000,0.05,1,0.97,5029,0,0,0,0,0.725
100000,0.05,11,0.97,4997,1776,1747,0.355,0.35,0.7
100000,0.05,10,0.97,4997,1946,1912,0.389,0.383,0.7
100000,0.05,9,0.97,4997,2146,2111,0.429,0.422,0.7
100000,0.05,8,0.97,4997,2337,2291,0.468,0.458,0.7
100000,0.05,7,0.97,4997,2524,2470,0.505,0.494,0.7
100000,0.05,6,0.97,4997,2777,2710,0.556,0.542,0.7
100000,0.05,5,0.97,4997,2982,2889,0.597,0.578,0.7
100000,0.05,4,0.97,4997,3168,3011,0.634,0.602,0.7
100000,0.05,3,0.97,4997,2909,2672,0.582,0.535,0.7
100000,0.05,2,0.97,4997,2912,2538,0.583,0.508,0.7
100000,0.05,1,0.97,4997,0,0,0,0,0.7
100000,0.05,11,0.97,4858,1658,1639,0.341,0.337,0.675
100000,0.05,10,0.97,4858,1840,1814,0.379,0.373,0.675
100000,0.05,9,0.97,4858,2041,2013,0.42,0.414,0.675
100000,0.05,8,0.97,4858,2246,2203,0.462,0.453,0.675
100000,0.05,7,0.97,4858,2431,2394,0.5,0.493,0.675
100000,0.05,6,0.97,4858,2624,2565,0.54,0.528,0.675
100000,0.05,5,0.97,4858,2814,2731,0.579,0.562,0.675
100000,0.05,4,0.97,4858,2974,2829,0.612,0.582,0.675
100000,0.05,3,0.97,4858,2759,2533,0.568,0.521,0.675
100000,0.05,2,0.97,4858,2834,2437,0.583,0.502,0.675
100000,0.05,1,0.97,4858,0,0,0,0,0.675
100000,0.05,11,0.97,5013,1584,1546,0.316,0.308,0.65
100000,0.05,10,0.97,5013,1761,1720,0.351,0.343,0.65
100000,0.05,9,0.97,5013,1974,1932,0.394,0.385,0.65
100000,0.05,8,0.97,5013,2172,2126,0.433,0.424,0.65
100000,0.05,7,0.97,5013,2369,2318,0.473,0.462,0.65
100000,0.05,6,0.97,5013,2573,2515,0.513,0.502,0.65
100000,0.05,5,0.97,5013,2778,2682,0.554,0.535,0.65
100000,0.05,4,0.97,5013,2959,2797,0.59,0.558,0.65
100000,0.05,3,0.97,5013,2659,2396,0.53,0.478,0.65
100000,0.05,2,0.97,5013,2837,2385,0.566,0.476,0.65
100000,0.05,1,0.97,5013,0,0,0,0,0.65
100000,0.05,11,0.97,5068,1518,1481,0.3,0.292,0.625
100000,0.05,10,0.97,5068,1668,1635,0.329,0.323,0.625
100000,0.05,9,0.97,5068,1869,1835,0.369,0.362,0.625
100000,0.05,8,0.97,5068,2049,2012,0.404,0.397,0.625
100000,0.05,7,0.97,5068,2233,2183,0.441,0.431,0.625
100000,0.05,6,0.97,5068,2449,2390,0.483,0.471,0.625
100000,0.05,5,0.97,5068,2653,2565,0.523,0.506,0.625
100000,0.05,4,0.97,5068,2860,2687,0.564,0.53,0.625
100000,0.05,3,0.97,5068,2553,2317,0.504,0.457,0.625
100000,0.05,2,0.97,5068,2755,2310,0.544,0.456,0.625
100000,0.05,1,0.97,5068,0,0,0,0,0.625
100000,0.05,11,0.97,5053,1412,1384,0.279,0.274,0.6
100000,0.05,10,0.97,5053,1578,1553,0.312,0.307,0.6
100000,0.05,9,0.97,5053,1794,1763,0.355,0.349,0.6
100000,0.05,8,0.97,5053,1980,1942,0.392,0.384,0.6
100000,0.05,7,0.97,5053,2169,2120,0.429,0.419,0.6
100000,0.05,6,0.97,5053,2344,2290,0.464,0.453,0.6
100000,0.05,5,0.97,5053,2534,2469,0.501,0.489,0.6
100000,0.05,4,0.97,5053,2710,2573,0.536,0.509,0.6
100000,0.05,3,0.97,5053,2357,2152,0.466,0.426,0.6
100000,0.05,2,0.97,5053,2668,2195,0.528,0.434,0.6
100000,0.05,1,0.97,5053,0,0,0,0,0.6
100000,0.05,11,0.97,5013,1438,1417,0.287,0.283,0.575
100000,0.05,10,0.97,5013,1596,1562,0.318,0.312,0.575
100000,0.05,9,0.97,5013,1734,1697,0.346,0.338,0.575
100000,0.05,8,0.97,5013,1899,1863,0.379,0.372,0.575
100000,0.05,7,0.97,5013,2080,2037,0.415,0.406,0.575
100000,0.05,6,0.97,5013,2240,2184,0.447,0.436,0.575
100000,0.05,5,0.97,5013,2447,2383,0.488,0.475,0.575
100000,0.05,4,0.97,5013,2669,2533,0.532,0.505,0.575
100000,0.05,3,0.97,5013,2320,2109,0.463,0.421,0.575
100000,0.05,2,0.97,5013,2682,2187,0.535,0.436,0.575
100000,0.05,1,0.97,5013,0,0,0,0,0.575
100000,0.05,11,0.97,4957,1317,1294,0.266,0.261,0.55
100000,0.05,10,0.97,4957,1469,1444,0.296,0.291,0.55
100000,0.05,9,0.97,4957,1630,1611,0.329,0.325,0.55
100000,0.05,8,0.97,4957,1818,1789,0.367,0.361,0.55
100000,0.05,7,0.97,4957,1965,1932,0.396,0.39,0.55
100000,0.05,6,0.97,4957,2133,2095,0.43,0.423,0.55
100000,0.05,5,0.97,4957,2307,2258,0.465,0.455,0.55
100000,0.05,4,0.97,4957,2517,2390,0.508,0.482,0.55
100000,0.05,3,0.97,4957,2165,1958,0.437,0.395,0.55
100000,0.05,2,0.97,4957,2584,2054,0.521,0.414,0.55
100000,0.05,1,0.97,4957,0,0,0,0,0.55
100000,0.05,11,0.97,5097,1285,1254,0.252,0.246,0.525
100000,0.05,10,0.97,5097,1414,1383,0.277,0.271,0.525
100000,0.05,9,0.97,5097,1583,1552,0.311,0.304,0.525
100000,0.05,8,0.97,5097,1742,1708,0.342,0.335,0.525
100000,0.05,7,0.97,5097,1902,1857,0.373,0.364,0.525
100000,0.05,6,0.97,5097,2031,1979,0.398,0.388,0.525
100000,0.05,5,0.97,5097,2204,2141,0.432,0.42,0.525
100000,0.05,4,0.97,5097,2425,2282,0.476,0.448,0.525
100000,0.05,3,0.97,5097,2023,1850,0.397,0.363,0.525
100000,0.05,2,0.97,5097,2538,1991,0.498,0.391,0.525
100000,0.05,1,0.97,5097,0,0,0,0,0.525
100000,0.05,11,0.97,4893,1123,1108,0.23,0.226,0.5
100000,0.05,10,0.97,4893,1258,1235,0.257,0.252,0.5
100000,0.05,9,0.97,4893,1410,1384,0.288,0.283,0.5
100000,0.05,8,0.97,4893,1573,1535,0.321,0.314,0.5
100000,0.05,7,0.97,4893,1730,1692,0.354,0.346,0.5
100000,0.05,6,0.97,4893,1867,1821,0.382,0.372,0.5
100000,0.05,5,0.97,4893,2016,1954,0.412,0.399,0.5
100000,0.05,4,0.97,4893,2175,2048,0.445,0.418,0.5
100000,0.05,3,0.97,4893,1866,1684,0.381,0.344,0.5
100000,0.05,2,0.97,4893,2415,1833,0.494,0.375,0.5
100000,0.05,1,0.97,4893,0,0,0,0,0.5
100000,0.05,11,0.97,4939,1023,1005,0.207,0.203,0.475
100000,0.05,10,0.97,4939,1165,1148,0.236,0.232,0.475
100000,0.05,9,0.97,4939,1348,1325,0.273,0.268,0.475
100000,0.05,8,0.97,4939,1504,1473,0.305,0.298,0.475
100000,0.05,7,0.97,4939,1644,1609,0.333,0.326,0.475
100000,0.05,6,0.97,4939,1806,1764,0.366,0.357,0.475
100000,0.05,5,0.97,4939,1949,1896,0.395,0.384,0.475
100000,0.05,4,0.97,4939,2096,1980,0.424,0.401,0.475
100000,0.05,3,0.97,4939,1759,1616,0.356,0.327,0.475
100000,0.05,2,0.97,4939,2407,1794,0.487,0.363,0.475
100000,0.05,1,0.97,4939,0,0,0,0,0.475
100000,0.05,11,0.97,5078,878,872,0.173,0.172,0.45
100000,0.05,10,0.97,5078,1039,1026,0.205,0.202,0.45
100000,0.05,9,0.97,5078,1183,1166,0.233,0.23,0.45
100000,0.05,8,0.97,5078,1330,1312,0.262,0.258,0.45
100000,0.05,7,0.97,5078,1493,1472,0.294,0.29,0.45
100000,0.05,6,0.97,5078,1645,1613,0.324,0.318,0.45
100000,0.05,5,0.97,5078,1795,1760,0.353,0.347,0.45
100000,0.05,4,0.97,5078,1943,1849,0.383,0.364,0.45
100000,0.05,3,0.97,5078,1653,1490,0.326,0.293,0.45
100000,0.05,2,0.97,5078,2321,1653,0.457,0.325,0.45
100000,0.05,1,0.97,5078,0,0,0,0,0.45
100000,0.05,11,0.97,4947,750,740,0.152,0.15,0.425
100000,0.05,10,0.97,4947,873,862,0.176,0.174,0.425
100000,0.05,9,0.97,4947,994,984,0.201,0.199,0.425
100000,0.05,8,0.97,4947,1139,1123,0.23,0.227,0.425
100000,0.05,7,0.97,4947,1284,1266,0.26,0.256,0.425
100000,0.05,6,0.97,4947,1455,1431,0.294,0.289,0.425
100000,0.05,5,0.97,4947,1624,1586,0.328,0.321,0.425
100000,0.05,4,0.97,4947,1772,1674,0.358,0.338,0.425
100000,0.05,3,0.97,4947,1563,1398,0.316,0.283,0.425
100000,0.05,2,0.97,4947,2223,1556,0.449,0.314,0.425
100000,0.05,1,0.97,4947,0,0,0,0,0.425
100000,0.05,11,0.97,5138,508,502,0.099,0.098,0.4
100000,0.05,10,0.97,5138,646,640,0.126,0.125,0.4
100000,0.05,9,0.97,5138,748,738,0.146,0.144,0.4
100000,0.05,8,0.97,5138,870,859,0.169,0.167,0.4
100000,0.05,7,0.97,5138,1036,1024,0.202,0.199,0.4
100000,0.05,6,0.97,5138,1234,1215,0.24,0.236,0.4
100000,0.05,5,0.97,5138,1368,1346,0.266,0.262,0.4
100000,0.05,4,0.97,5138,1594,1508,0.31,0.293,0.4
100000,0.05,3,0.97,5138,1597,1383,0.311,0.269,0.4
100000,0.05,2,0.97,5138,2267,1546,0.441,0.301,0.4
100000,0.05,1,0.97,5138,0,0,0,0,0.4
