InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,net Correction,Coverage Depth,Ratio,Alpha,DudeWin
0,0.05,6,-1.0,1453,737,2075,0.507,0.457,30,-1,20,0
0,0.05,5,-1.0,1453,1058,2118,0.728,0.288,30,-1,20,0
0,0.05,9,-1.0,4939,1643,4889,0.333,0.332,105,-1,16,0
0,0.05,8,-1.0,4939,1845,5493,0.373,0.373,105,-1,16,0
0,0.05,7,-1.0,4939,2122,6245,0.43,0.422,105,-1,16,0
0,0.05,6,-1.0,4939,2720,7185,0.551,0.445,105,-1,16,0
0,0.05,5,-1.0,4939,3888,7537,0.787,0.303,105,-1,16,0
0,0.05,9,-1.0,3765,1214,3614,0.322,0.323,80,-1,16,0
0,0.05,8,-1.0,3765,1386,4137,0.368,0.368,80,-1,16,0
0,0.05,7,-1.0,3765,1633,4816,0.434,0.424,80,-1,16,0
0,0.05,6,-1.0,3765,2062,5503,0.548,0.444,80,-1,16,0
0,0.05,5,-1.0,3765,3017,5736,0.801,0.285,80,-1,16,0
0,0.05,9,-1.0,2652,857,2542,0.323,0.323,55,-1,16,0
0,0.05,8,-1.0,2652,981,2914,0.37,0.37,55,-1,16,0
0,0.05,7,-1.0,2652,1104,3248,0.416,0.407,55,-1,16,0
0,0.05,6,-1.0,2652,1395,3726,0.526,0.428,55,-1,16,0
0,0.05,5,-1.0,2652,2015,3882,0.76,0.282,55,-1,16,0
0,0.05,9,-1.0,1400,430,1276,0.307,0.308,30,-1,16,0
0,0.05,8,-1.0,1400,500,1483,0.357,0.356,30,-1,16,0
0,0.05,7,-1.0,1400,586,1716,0.418,0.406,30,-1,16,0
0,0.05,6,-1.0,1400,766,2031,0.547,0.44,30,-1,16,0
0,0.05,5,-1.0,1400,1123,2158,0.802,0.283,30,-1,16,0
0,0.05,9,-1.0,4958,1664,4902,0.336,0.335,105,-1,12,0
0,0.05,8,-1.0,4958,1907,5623,0.385,0.383,105,-1,12,0
0,0.05,7,-1.0,4958,2260,6547,0.456,0.442,105,-1,12,0
0,0.05,6,-1.0,4958,2928,7417,0.59,0.445,105,-1,12,0
0,0.05,5,-1.0,4958,4529,7819,0.913,0.238,105,-1,12,0
0,0.05,9,-1.0,3872,1235,3646,0.319,0.319,80,-1,12,0
0,0.05,8,-1.0,3872,1452,4292,0.375,0.374,80,-1,12,0
0,0.05,7,-1.0,3872,1701,4907,0.439,0.421,80,-1,12,0
0,0.05,6,-1.0,3872,2200,5541,0.568,0.417,80,-1,12,0
0,0.05,5,-1.0,3872,3433,5939,0.886,0.238,80,-1,12,0
0,0.05,9,-1.0,2501,854,2505,0.341,0.342,55,-1,12,0
0,0.05,8,-1.0,2501,969,2862,0.387,0.388,55,-1,12,0
0,0.05,7,-1.0,2501,1102,3208,0.44,0.428,55,-1,12,0
0,0.05,6,-1.0,2501,1465,3662,0.586,0.417,55,-1,12,0
0,0.05,5,-1.0,2501,2255,3877,0.901,0.219,55,-1,12,0
0,0.05,9,-1.0,1429,453,1331,0.317,0.317,30,-1,12,0
0,0.05,8,-1.0,1429,507,1502,0.355,0.355,30,-1,12,0
0,0.05,7,-1.0,1429,575,1682,0.402,0.393,30,-1,12,0
0,0.05,6,-1.0,1429,776,1970,0.543,0.399,30,-1,12,0
0,0.05,5,-1.0,1429,1228,2048,0.859,0.185,30,-1,12,0
0,0.05,9,-1.0,4863,1736,5015,0.357,0.357,105,-1,8,0
0,0.05,8,-1.0,4863,1998,5764,0.411,0.408,105,-1,8,0
0,0.05,7,-1.0,4863,2372,6654,0.488,0.461,105,-1,8,0
0,0.05,6,-1.0,4863,3206,7643,0.659,0.449,105,-1,8,0
0,0.05,5,-1.0,4863,5592,7973,1.15,0.084,105,-1,8,0
0,0.05,9,-1.0,3717,1275,3685,0.343,0.343,80,-1,8,0
0,0.05,8,-1.0,3717,1445,4190,0.389,0.388,80,-1,8,0
0,0.05,7,-1.0,3717,1685,4815,0.453,0.442,80,-1,8,0
0,0.05,6,-1.0,3717,2350,5621,0.632,0.429,80,-1,8,0
0,0.05,5,-1.0,3717,4187,5943,1.126,0.076,80,-1,8,0
0,0.05,9,-1.0,2691,809,2319,0.301,0.301,55,-1,8,0
0,0.05,8,-1.0,2691,934,2689,0.347,0.345,55,-1,8,0
0,0.05,7,-1.0,2691,1115,3132,0.414,0.395,55,-1,8,0
0,0.05,6,-1.0,2691,1534,3614,0.57,0.376,55,-1,8,0
0,0.05,5,-1.0,2691,2944,3899,1.094,0.019,55,-1,8,0
0,0.05,9,-1.0,1416,462,1326,0.326,0.327,30,-1,8,0
0,0.05,8,-1.0,1416,533,1532,0.376,0.374,30,-1,8,0
0,0.05,7,-1.0,1416,629,1773,0.444,0.419,30,-1,8,0
0,0.05,6,-1.0,1416,826,1994,0.583,0.397,30,-1,8,0
0,0.05,5,-1.0,1416,1589,2130,1.121,0.016,30,-1,8,0
0,0.05,9,-1.0,5083,1864,5125,0.367,0.366,105,-1,4,0
0,0.05,8,-1.0,5083,2240,6105,0.441,0.437,105,-1,4,0
0,0.05,7,-1.0,5083,2683,7064,0.528,0.493,105,-1,4,0
0,0.05,6,-1.0,5083,3834,8093,0.754,0.425,105,-1,4,0
0,0.05,5,-1.0,5083,9079,8232,1.786,-0.477,105,-1,4,0
0,0.05,9,-1.0,3847,1327,3652,0.345,0.345,80,-1,4,0
0,0.05,8,-1.0,3847,1532,4213,0.398,0.395,80,-1,4,0
0,0.05,7,-1.0,3847,1848,4993,0.48,0.455,80,-1,4,0
0,0.05,6,-1.0,3847,2776,5664,0.721,0.359,80,-1,4,0
0,0.05,5,-1.0,3847,7131,5941,1.853,-0.581,80,-1,4,0
0,0.05,9,-1.0,2597,919,2506,0.354,0.354,55,-1,4,0
0,0.05,8,-1.0,2597,1059,2901,0.408,0.405,55,-1,4,0
0,0.05,7,-1.0,2597,1264,3364,0.487,0.454,55,-1,4,0
0,0.05,6,-1.0,2597,1936,3845,0.745,0.351,55,-1,4,0
0,0.05,5,-1.0,2597,5546,4049,2.135,-0.836,55,-1,4,0
0,0.05,9,-1.0,1362,452,1216,0.332,0.331,30,-1,4,0
0,0.05,8,-1.0,1362,524,1428,0.384,0.382,30,-1,4,0
0,0.05,7,-1.0,1362,632,1650,0.464,0.417,30,-1,4,0
0,0.05,6,-1.0,1362,1016,1854,0.745,0.264,30,-1,4,0
0,0.05,5,-1.0,1362,3043,1973,2.233,-0.996,30,-1,4,0
0,0.05,9,-1.0,4928,2937,6286,0.596,0.465,105,-1,0,0
0,0.05,8,-1.0,4928,3287,7212,0.667,0.538,105,-1,0,0
0,0.05,7,-1.0,4928,4124,8083,0.837,0.504,105,-1,0,0
0,0.05,6,-1.0,4928,9000,8853,1.826,-0.34,105,-1,0,0
0,0.05,5,-1.0,4928,26666,8324,5.41,-3.805,105,-1,0,0
0,0.05,9,-1.0,3820,1993,4082,0.522,0.393,80,-1,0,0
0,0.05,8,-1.0,3820,2298,4797,0.601,0.452,80,-1,0,0
0,0.05,7,-1.0,3820,2966,5395,0.776,0.402,80,-1,0,0
0,0.05,6,-1.0,3820,7485,6026,1.959,-0.6,80,-1,0,0
0,0.05,5,-1.0,3820,21874,5843,5.725,-4.184,80,-1,0,0
0,0.05,9,-1.0,2625,1155,2195,0.44,0.332,55,-1,0,0
0,0.05,8,-1.0,2625,1363,2652,0.519,0.383,55,-1,0,0
0,0.05,7,-1.0,2625,1879,3152,0.716,0.327,55,-1,0,0
0,0.05,6,-1.0,2625,5369,3581,2.045,-0.808,55,-1,0,0
0,0.05,5,-1.0,2625,16163,3578,6.155,-4.68,55,-1,0,0
0,0.05,9,-1.0,1471,581,1076,0.395,0.338,30,-1,0,0
0,0.05,8,-1.0,1471,672,1200,0.457,0.364,30,-1,0,0
0,0.05,7,-1.0,1471,1012,1350,0.688,0.238,30,-1,0,0
0,0.05,6,-1.0,1471,3567,1532,2.423,-1.31,30,-1,0,0
0,0.05,5,-1.0,1471,12583,1522,8.548,-7.247,30,-1,0,0
0,0.05,9,-1.0,5048,1638,4919,0.324,0.325,105,-1,28,0
0,0.05,8,-1.0,5048,1867,5601,0.37,0.37,105,-1,28,0
0,0.05,7,-1.0,5048,2110,6327,0.418,0.417,105,-1,28,0
0,0.05,6,-1.0,5048,2450,7239,0.485,0.469,105,-1,28,0
0,0.05,5,-1.0,5048,2873,7565,0.569,0.428,105,-1,28,0
0,0.05,9,-1.0,3747,1194,3583,0.319,0.319,80,-1,28,0
0,0.05,8,-1.0,3747,1358,4074,0.362,0.363,80,-1,28,0
0,0.05,7,-1.0,3747,1565,4696,0.418,0.418,80,-1,28,0
0,0.05,6,-1.0,3747,1814,5356,0.484,0.468,80,-1,28,0
0,0.05,5,-1.0,3747,2147,5538,0.573,0.411,80,-1,28,0
0,0.05,9,-1.0,2605,836,2511,0.321,0.321,55,-1,28,0
0,0.05,8,-1.0,2605,947,2844,0.363,0.364,55,-1,28,0
0,0.05,7,-1.0,2605,1062,3190,0.408,0.408,55,-1,28,0
0,0.05,6,-1.0,2605,1219,3567,0.468,0.445,55,-1,28,0
0,0.05,5,-1.0,2605,1479,3705,0.568,0.383,55,-1,28,0
0,0.05,9,-1.0,1408,450,1350,0.319,0.32,30,-1,28,0
0,0.05,8,-1.0,1408,499,1498,0.354,0.355,30,-1,28,0
0,0.05,7,-1.0,1408,582,1746,0.413,0.414,30,-1,28,0
0,0.05,6,-1.0,1408,658,1947,0.467,0.456,30,-1,28,0
0,0.05,5,-1.0,1408,763,1939,0.542,0.378,30,-1,28,0
0,0.05,9,-1.0,4930,1645,4925,0.334,0.334,105,-1,24,0
0,0.05,8,-1.0,4930,1869,5601,0.379,0.379,105,-1,24,0
0,0.05,7,-1.0,4930,2091,6249,0.424,0.422,105,-1,24,0
0,0.05,6,-1.0,4930,2408,7016,0.488,0.466,105,-1,24,0
0,0.05,5,-1.0,4930,3163,7372,0.641,0.38,105,-1,24,0
0,0.05,9,-1.0,3769,1279,3835,0.339,0.34,80,-1,24,0
0,0.05,8,-1.0,3769,1453,4357,0.385,0.386,80,-1,24,0
0,0.05,7,-1.0,3769,1635,4886,0.434,0.432,80,-1,24,0
0,0.05,6,-1.0,3769,1880,5492,0.499,0.477,80,-1,24,0
0,0.05,5,-1.0,3769,2449,5663,0.65,0.381,80,-1,24,0
0,0.05,9,-1.0,2573,870,2606,0.338,0.338,55,-1,24,0
0,0.05,8,-1.0,2573,984,2949,0.382,0.383,55,-1,24,0
0,0.05,7,-1.0,2573,1120,3353,0.435,0.435,55,-1,24,0
0,0.05,6,-1.0,2573,1268,3711,0.493,0.472,55,-1,24,0
0,0.05,5,-1.0,2573,1681,3900,0.653,0.379,55,-1,24,0
0,0.05,9,-1.0,1444,458,1373,0.317,0.318,30,-1,24,0
0,0.05,8,-1.0,1444,526,1575,0.364,0.365,30,-1,24,0
0,0.05,7,-1.0,1444,590,1765,0.408,0.408,30,-1,24,0
0,0.05,6,-1.0,1444,696,2007,0.482,0.45,30,-1,24,0
0,0.05,5,-1.0,1444,892,2061,0.617,0.356,30,-1,24,0
0,0.05,9,-1.0,4917,1543,4620,0.314,0.314,105,-1,20,0
0,0.05,8,-1.0,4917,1730,5175,0.352,0.352,105,-1,20,0
0,0.05,7,-1.0,4917,1998,5957,0.406,0.405,105,-1,20,0
0,0.05,6,-1.0,4917,2432,6855,0.495,0.445,105,-1,20,0
0,0.05,5,-1.0,4917,3518,7307,0.715,0.319,105,-1,20,0
0,0.05,9,-1.0,3794,1265,3785,0.333,0.334,80,-1,20,0
0,0.05,8,-1.0,3794,1428,4269,0.376,0.377,80,-1,20,0
0,0.05,7,-1.0,3794,1617,4821,0.426,0.423,80,-1,20,0
0,0.05,6,-1.0,3794,1914,5403,0.504,0.453,80,-1,20,0
0,0.05,5,-1.0,3794,2764,5827,0.728,0.335,80,-1,20,0
0,0.05,9,-1.0,2566,871,2605,0.339,0.34,55,-1,20,0
0,0.05,8,-1.0,2566,971,2898,0.378,0.378,55,-1,20,0
0,0.05,7,-1.0,2566,1099,3281,0.428,0.426,55,-1,20,0
0,0.05,6,-1.0,2566,1330,3762,0.518,0.466,55,-1,20,0
0,0.05,5,-1.0,2566,1855,3993,0.723,0.348,55,-1,20,0
0,0.05,9,-1.0,1494,473,1412,0.316,0.317,30,-1,20,0
0,0.05,8,-1.0,1494,536,1598,0.359,0.359,30,-1,20,0
0,0.05,7,-1.0,1494,611,1817,0.409,0.407,30,-1,20,0
0,0.05,6,-1.0,1494,729,2070,0.488,0.441,30,-1,20,0
0,0.05,5,-1.0,1494,1027,2146,0.687,0.32,30,-1,20,0
0,0.05,9,-1.0,4978,1631,4870,0.328,0.328,105,-1,16,0
0,0.05,8,-1.0,4978,1852,5527,0.372,0.372,105,-1,16,0
0,0.05,7,-1.0,4978,2165,6384,0.435,0.428,105,-1,16,0
0,0.05,6,-1.0,4978,2733,7388,0.549,0.46,105,-1,16,0
0,0.05,5,-1.0,4978,4118,8025,0.827,0.314,105,-1,16,0
0,0.05,9,-1.0,3779,1237,3685,0.327,0.328,80,-1,16,0
0,0.05,8,-1.0,3779,1403,4181,0.371,0.371,80,-1,16,0
0,0.05,7,-1.0,3779,1589,4692,0.42,0.413,80,-1,16,0
0,0.05,6,-1.0,3779,1987,5411,0.526,0.444,80,-1,16,0
0,0.05,5,-1.0,3779,2989,5827,0.791,0.302,80,-1,16,0
0,0.05,9,-1.0,2559,798,2368,0.312,0.312,55,-1,16,0
0,0.05,8,-1.0,2559,918,2720,0.359,0.359,55,-1,16,0
0,0.05,7,-1.0,2559,1055,3119,0.412,0.407,55,-1,16,0
0,0.05,6,-1.0,2559,1354,3649,0.529,0.436,55,-1,16,0
0,0.05,5,-1.0,2559,2029,3964,0.793,0.303,55,-1,16,0
0,0.05,9,-1.0,1470,450,1332,0.306,0.307,30,-1,16,0
0,0.05,8,-1.0,1470,504,1495,0.343,0.343,30,-1,16,0
0,0.05,7,-1.0,1470,596,1752,0.405,0.399,30,-1,16,0
0,0.05,6,-1.0,1470,732,2006,0.498,0.43,30,-1,16,0
0,0.05,5,-1.0,1470,1132,2109,0.77,0.245,30,-1,16,0
0,0.05,9,-1.0,5057,1617,4795,0.32,0.32,105,-1,12,0
0,0.05,8,-1.0,5057,1879,5554,0.371,0.371,105,-1,12,0
0,0.05,7,-1.0,5057,2229,6490,0.441,0.43,105,-1,12,0
0,0.05,6,-1.0,5057,2905,7496,0.574,0.451,105,-1,12,0
0,0.05,5,-1.0,5057,4573,8057,0.904,0.251,105,-1,12,0
0,0.05,9,-1.0,3779,1203,3545,0.318,0.319,80,-1,12,0
0,0.05,8,-1.0,3779,1378,4060,0.365,0.365,80,-1,12,0
0,0.05,7,-1.0,3779,1619,4722,0.428,0.419,80,-1,12,0
0,0.05,6,-1.0,3779,2126,5481,0.562,0.436,80,-1,12,0
0,0.05,5,-1.0,3779,3459,6016,0.915,0.242,80,-1,12,0
0,0.05,9,-1.0,2673,854,2511,0.319,0.32,55,-1,12,0
0,0.05,8,-1.0,2673,992,2920,0.371,0.371,55,-1,12,0
0,0.05,7,-1.0,2673,1130,3274,0.423,0.41,55,-1,12,0
0,0.05,6,-1.0,2673,1449,3745,0.542,0.42,55,-1,12,0
0,0.05,5,-1.0,2673,2366,4031,0.885,0.217,55,-1,12,0
0,0.05,9,-1.0,1470,452,1329,0.307,0.308,30,-1,12,0
0,0.05,8,-1.0,1470,527,1553,0.358,0.359,30,-1,12,0
0,0.05,7,-1.0,1470,614,1759,0.417,0.399,30,-1,12,0
0,0.05,6,-1.0,1470,810,2074,0.551,0.413,30,-1,12,0
0,0.05,5,-1.0,1470,1283,2212,0.872,0.226,30,-1,12,0
0,0.05,9,-1.0,4870,1656,4804,0.34,0.34,105,-1,8,0
0,0.05,8,-1.0,4870,1916,5531,0.393,0.393,105,-1,8,0
0,0.05,7,-1.0,4870,2253,6370,0.463,0.446,105,-1,8,0
0,0.05,6,-1.0,4870,3081,7398,0.633,0.437,105,-1,8,0
0,0.05,5,-1.0,4870,5535,7883,1.136,0.084,105,-1,8,0
0,0.05,9,-1.0,3681,1280,3712,0.348,0.348,80,-1,8,0
0,0.05,8,-1.0,3681,1465,4251,0.398,0.397,80,-1,8,0
0,0.05,7,-1.0,3681,1683,4793,0.457,0.439,80,-1,8,0
0,0.05,6,-1.0,3681,2273,5481,0.617,0.428,80,-1,8,0
0,0.05,5,-1.0,3681,4149,5879,1.127,0.082,80,-1,8,0
0,0.05,9,-1.0,2560,847,2439,0.331,0.331,55,-1,8,0
0,0.05,8,-1.0,2560,994,2875,0.388,0.387,55,-1,8,0
0,0.05,7,-1.0,2560,1153,3272,0.45,0.433,55,-1,8,0
0,0.05,6,-1.0,2560,1557,3804,0.608,0.426,55,-1,8,0
0,0.05,5,-1.0,2560,2943,4016,1.149,0.049,55,-1,8,0
0,0.05,9,-1.0,1451,505,1460,0.348,0.348,30,-1,8,0
0,0.05,8,-1.0,1451,568,1636,0.391,0.39,30,-1,8,0
0,0.05,7,-1.0,1451,637,1812,0.439,0.422,30,-1,8,0
0,0.05,6,-1.0,1451,862,2065,0.594,0.402,30,-1,8,0
0,0.05,5,-1.0,1451,1635,2187,1.126,0.031,30,-1,8,0
0,0.05,9,-1.0,5009,1791,4915,0.357,0.358,105,-1,4,0
0,0.05,8,-1.0,5009,2119,5789,0.423,0.422,105,-1,4,0
0,0.05,7,-1.0,5009,2565,6850,0.512,0.489,105,-1,4,0
0,0.05,6,-1.0,5009,3628,7936,0.724,0.441,105,-1,4,0
0,0.05,5,-1.0,5009,8655,8070,1.728,-0.425,105,-1,4,0
0,0.05,9,-1.0,3726,1332,3678,0.357,0.357,80,-1,4,0
0,0.05,8,-1.0,3726,1536,4247,0.412,0.41,80,-1,4,0
0,0.05,7,-1.0,3726,1822,4893,0.489,0.459,80,-1,4,0
0,0.05,6,-1.0,3726,2631,5574,0.706,0.386,80,-1,4,0
0,0.05,5,-1.0,3726,6889,5725,1.848,-0.572,80,-1,4,0
0,0.05,9,-1.0,2703,900,2467,0.333,0.333,55,-1,4,0
0,0.05,8,-1.0,2703,1052,2876,0.389,0.386,55,-1,4,0
0,0.05,7,-1.0,2703,1247,3332,0.461,0.43,55,-1,4,0
0,0.05,6,-1.0,2703,1990,3883,0.736,0.32,55,-1,4,0
0,0.05,5,-1.0,2703,5389,4012,1.993,-0.741,55,-1,4,0
0,0.05,9,-1.0,1456,470,1277,0.323,0.323,30,-1,4,0
0,0.05,8,-1.0,1456,532,1444,0.365,0.363,30,-1,4,0
0,0.05,7,-1.0,1456,641,1680,0.44,0.406,30,-1,4,0
0,0.05,6,-1.0,1456,1035,1942,0.71,0.279,30,-1,4,0
0,0.05,5,-1.0,1456,3080,2064,2.114,-0.907,30,-1,4,0
0,0.05,9,-1.0,4980,2836,6146,0.569,0.458,105,-1,0,0
0,0.05,8,-1.0,4980,3228,7124,0.648,0.525,105,-1,0,0
0,0.05,7,-1.0,4980,4004,7989,0.804,0.51,105,-1,0,0
0,0.05,6,-1.0,4980,8777,8940,1.762,-0.284,105,-1,0,0
0,0.05,5,-1.0,4980,25716,8335,5.163,-3.584,105,-1,0,0
0,0.05,9,-1.0,3877,2095,4251,0.54,0.402,80,-1,0,0
0,0.05,8,-1.0,3877,2356,4933,0.608,0.455,80,-1,0,0
0,0.05,7,-1.0,3877,2990,5610,0.771,0.424,80,-1,0,0
0,0.05,6,-1.0,3877,7104,6225,1.832,-0.457,80,-1,0,0
0,0.05,5,-1.0,3877,21419,6003,5.523,-3.984,80,-1,0,0
0,0.05,9,-1.0,2657,1190,2272,0.448,0.343,55,-1,0,0
0,0.05,8,-1.0,2657,1380,2821,0.519,0.398,55,-1,0,0
0,0.05,7,-1.0,2657,1911,3307,0.719,0.326,55,-1,0,0
0,0.05,6,-1.0,2657,5261,3683,1.979,-0.742,55,-1,0,0
0,0.05,5,-1.0,2657,15931,3648,5.994,-4.503,55,-1,0,0
0,0.05,9,-1.0,1369,565,1050,0.412,0.355,30,-1,0,0
0,0.05,8,-1.0,1369,646,1182,0.472,0.393,30,-1,0,0
0,0.05,7,-1.0,1369,956,1356,0.698,0.297,30,-1,0,0
0,0.05,6,-1.0,1369,3261,1503,2.38,-1.233,30,-1,0,0
0,0.05,5,-1.0,1369,11819,1463,8.627,-7.301,30,-1,0,0
0,0.05,9,-1.0,5061,1624,4875,0.321,0.321,105,-1,28,0
0,0.05,8,-1.0,5061,1878,5635,0.371,0.371,105,-1,28,0
0,0.05,7,-1.0,5061,2126,6376,0.42,0.42,105,-1,28,0
0,0.05,6,-1.0,5061,2455,7299,0.485,0.476,105,-1,28,0
0,0.05,5,-1.0,5061,2842,7543,0.561,0.431,105,-1,28,0
0,0.05,9,-1.0,3869,1244,3733,0.321,0.322,80,-1,28,0
0,0.05,8,-1.0,3869,1417,4253,0.366,0.366,80,-1,28,0
0,0.05,7,-1.0,3869,1621,4855,0.419,0.418,80,-1,28,0
0,0.05,6,-1.0,3869,1862,5502,0.481,0.467,80,-1,28,0
0,0.05,5,-1.0,3869,2195,5774,0.567,0.428,80,-1,28,0
0,0.05,9,-1.0,2604,865,2596,0.332,0.332,55,-1,28,0
0,0.05,8,-1.0,2604,980,2944,0.376,0.377,55,-1,28,0
0,0.05,7,-1.0,2604,1128,3384,0.433,0.433,55,-1,28,0
0,0.05,6,-1.0,2604,1263,3751,0.485,0.476,55,-1,28,0
0,0.05,5,-1.0,2604,1481,3840,0.569,0.42,55,-1,28,0
0,0.05,9,-1.0,1428,475,1427,0.332,0.333,30,-1,28,0
0,0.05,8,-1.0,1428,541,1623,0.379,0.379,30,-1,28,0
0,0.05,7,-1.0,1428,611,1833,0.428,0.428,30,-1,28,0
0,0.05,6,-1.0,1428,706,2106,0.494,0.488,30,-1,28,0
0,0.05,5,-1.0,1428,815,2166,0.57,0.441,30,-1,28,0
0,0.05,9,-1.0,4993,1677,5021,0.336,0.336,105,-1,24,0
0,0.05,8,-1.0,4993,1894,5667,0.379,0.379,105,-1,24,0
0,0.05,7,-1.0,4993,2171,6485,0.435,0.434,105,-1,24,0
0,0.05,6,-1.0,4993,2550,7436,0.511,0.486,105,-1,24,0
0,0.05,5,-1.0,4993,3278,7814,0.656,0.407,105,-1,24,0
0,0.05,9,-1.0,3838,1251,3738,0.326,0.326,80,-1,24,0
0,0.05,8,-1.0,3838,1426,4262,0.371,0.372,80,-1,24,0
0,0.05,7,-1.0,3838,1636,4895,0.426,0.426,80,-1,24,0
0,0.05,6,-1.0,3838,1880,5536,0.49,0.477,80,-1,24,0
0,0.05,5,-1.0,3838,2438,5819,0.635,0.397,80,-1,24,0
0,0.05,9,-1.0,2606,884,2642,0.339,0.339,55,-1,24,0
0,0.05,8,-1.0,2606,988,2958,0.379,0.379,55,-1,24,0
0,0.05,7,-1.0,2606,1117,3342,0.428,0.428,55,-1,24,0
0,0.05,6,-1.0,2606,1290,3780,0.495,0.477,55,-1,24,0
0,0.05,5,-1.0,2606,1669,3972,0.64,0.398,55,-1,24,0
0,0.05,9,-1.0,1448,433,1297,0.299,0.3,30,-1,24,0
