InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,net Correction,Coverage Depth,Ratio,Alpha,DudeWin
0,0.05,6,-1.0,3815,1839,5426,0.482,0.466,80,-1,28,0
0,0.05,5,-1.0,3815,2191,5770,0.574,0.436,80,-1,28,0
0,0.05,9,-1.0,2592,870,2611,0.336,0.336,55,-1,28,0
0,0.05,8,-1.0,2592,984,2952,0.379,0.38,55,-1,28,0
0,0.05,7,-1.0,2592,1103,3309,0.425,0.426,55,-1,28,0
0,0.05,6,-1.0,2592,1274,3785,0.491,0.482,55,-1,28,0
0,0.05,5,-1.0,2592,1486,3909,0.573,0.433,55,-1,28,0
0,0.05,9,-1.0,1512,465,1395,0.307,0.308,30,-1,28,0
0,0.05,8,-1.0,1512,522,1566,0.345,0.346,30,-1,28,0
0,0.05,7,-1.0,1512,599,1794,0.396,0.395,30,-1,28,0
0,0.05,6,-1.0,1512,694,2064,0.459,0.451,30,-1,28,0
0,0.05,5,-1.0,1512,812,2104,0.537,0.393,30,-1,28,0
0,0.05,9,-1.0,5063,1618,4849,0.32,0.32,105,-1,24,0
0,0.05,8,-1.0,5063,1844,5527,0.364,0.364,105,-1,24,0
0,0.05,7,-1.0,5063,2149,6423,0.424,0.423,105,-1,24,0
0,0.05,6,-1.0,5063,2497,7294,0.493,0.471,105,-1,24,0
0,0.05,5,-1.0,5063,3208,7596,0.633,0.388,105,-1,24,0
0,0.05,9,-1.0,3685,1204,3602,0.327,0.327,80,-1,24,0
0,0.05,8,-1.0,3685,1364,4089,0.37,0.37,80,-1,24,0
0,0.05,7,-1.0,3685,1544,4622,0.419,0.418,80,-1,24,0
0,0.05,6,-1.0,3685,1813,5322,0.492,0.474,80,-1,24,0
0,0.05,5,-1.0,3685,2362,5638,0.641,0.401,80,-1,24,0
0,0.05,9,-1.0,2658,870,2601,0.327,0.328,55,-1,24,0
0,0.05,8,-1.0,2658,987,2958,0.371,0.372,55,-1,24,0
0,0.05,7,-1.0,2658,1114,3338,0.419,0.419,55,-1,24,0
0,0.05,6,-1.0,2658,1273,3739,0.479,0.461,55,-1,24,0
0,0.05,5,-1.0,2658,1658,3800,0.624,0.352,55,-1,24,0
0,0.05,9,-1.0,1458,459,1366,0.315,0.315,30,-1,24,0
0,0.05,8,-1.0,1458,537,1607,0.368,0.369,30,-1,24,0
0,0.05,7,-1.0,1458,618,1846,0.424,0.422,30,-1,24,0
0,0.05,6,-1.0,1458,716,2081,0.491,0.462,30,-1,24,0
0,0.05,5,-1.0,1458,921,2140,0.631,0.367,30,-1,24,0
0,0.05,9,-1.0,5031,1636,4894,0.325,0.325,105,-1,20,0
0,0.05,8,-1.0,5031,1833,5492,0.364,0.364,105,-1,20,0
0,0.05,7,-1.0,5031,2097,6246,0.417,0.413,105,-1,20,0
0,0.05,6,-1.0,5031,2527,7141,0.502,0.453,105,-1,20,0
0,0.05,5,-1.0,5031,3527,7503,0.701,0.339,105,-1,20,0
0,0.05,9,-1.0,3982,1257,3750,0.316,0.316,80,-1,20,0
0,0.05,8,-1.0,3982,1441,4309,0.362,0.362,80,-1,20,0
0,0.05,7,-1.0,3982,1649,4916,0.414,0.411,80,-1,20,0
0,0.05,6,-1.0,3982,1986,5649,0.499,0.455,80,-1,20,0
0,0.05,5,-1.0,3982,2818,6046,0.708,0.343,80,-1,20,0
0,0.05,9,-1.0,2765,824,2456,0.298,0.298,55,-1,20,0
0,0.05,8,-1.0,2765,945,2820,0.342,0.342,55,-1,20,0
0,0.05,7,-1.0,2765,1078,3215,0.39,0.388,55,-1,20,0
0,0.05,6,-1.0,2765,1303,3754,0.471,0.443,55,-1,20,0
0,0.05,5,-1.0,2765,1837,3913,0.664,0.322,55,-1,20,0
0,0.05,9,-1.0,1401,462,1378,0.33,0.33,30,-1,20,0
0,0.05,8,-1.0,1401,533,1593,0.38,0.381,30,-1,20,0
0,0.05,7,-1.0,1401,593,1768,0.423,0.422,30,-1,20,0
0,0.05,6,-1.0,1401,700,1979,0.499,0.452,30,-1,20,0
0,0.05,5,-1.0,1401,981,2076,0.7,0.33,30,-1,20,0
0,0.05,9,-1.0,5149,1612,4794,0.313,0.313,105,-1,16,0
0,0.05,8,-1.0,5149,1844,5492,0.358,0.358,105,-1,16,0
0,0.05,7,-1.0,5149,2147,6331,0.417,0.41,105,-1,16,0
0,0.05,6,-1.0,5149,2708,7274,0.526,0.435,105,-1,16,0
0,0.05,5,-1.0,5149,4040,7787,0.784,0.295,105,-1,16,0
0,0.05,9,-1.0,3893,1249,3723,0.321,0.321,80,-1,16,0
0,0.05,8,-1.0,3893,1423,4244,0.365,0.365,80,-1,16,0
0,0.05,7,-1.0,3893,1652,4870,0.424,0.414,80,-1,16,0
0,0.05,6,-1.0,3893,2028,5505,0.521,0.437,80,-1,16,0
0,0.05,5,-1.0,3893,2995,5858,0.769,0.294,80,-1,16,0
0,0.05,9,-1.0,2565,874,2595,0.341,0.341,55,-1,16,0
0,0.05,8,-1.0,2565,982,2915,0.383,0.383,55,-1,16,0
0,0.05,7,-1.0,2565,1098,3254,0.428,0.427,55,-1,16,0
0,0.05,6,-1.0,2565,1340,3701,0.522,0.456,55,-1,16,0
0,0.05,5,-1.0,2565,1962,3901,0.765,0.308,55,-1,16,0
0,0.05,9,-1.0,1361,464,1381,0.341,0.341,30,-1,16,0
0,0.05,8,-1.0,1361,524,1561,0.385,0.385,30,-1,16,0
0,0.05,7,-1.0,1361,614,1810,0.451,0.442,30,-1,16,0
0,0.05,6,-1.0,1361,741,2009,0.544,0.454,30,-1,16,0
0,0.05,5,-1.0,1361,1120,2116,0.822,0.275,30,-1,16,0
0,0.05,9,-1.0,5013,1618,4797,0.323,0.323,105,-1,12,0
0,0.05,8,-1.0,5013,1852,5468,0.369,0.369,105,-1,12,0
0,0.05,7,-1.0,5013,2195,6387,0.438,0.427,105,-1,12,0
0,0.05,6,-1.0,5013,2803,7323,0.559,0.444,105,-1,12,0
0,0.05,5,-1.0,5013,4399,7881,0.877,0.263,105,-1,12,0
0,0.05,9,-1.0,3940,1174,3463,0.298,0.298,80,-1,12,0
0,0.05,8,-1.0,3940,1367,4029,0.347,0.347,80,-1,12,0
0,0.05,7,-1.0,3940,1629,4729,0.413,0.402,80,-1,12,0
0,0.05,6,-1.0,3940,2176,5497,0.552,0.405,80,-1,12,0
0,0.05,5,-1.0,3940,3498,6022,0.888,0.227,80,-1,12,0
0,0.05,9,-1.0,2667,815,2391,0.305,0.306,55,-1,12,0
0,0.05,8,-1.0,2667,960,2827,0.36,0.359,55,-1,12,0
0,0.05,7,-1.0,2667,1102,3240,0.413,0.408,55,-1,12,0
0,0.05,6,-1.0,2667,1407,3649,0.527,0.406,55,-1,12,0
0,0.05,5,-1.0,2667,2276,3915,0.853,0.207,55,-1,12,0
0,0.05,9,-1.0,1375,454,1334,0.33,0.331,30,-1,12,0
0,0.05,8,-1.0,1375,501,1484,0.364,0.365,30,-1,12,0
0,0.05,7,-1.0,1375,577,1684,0.419,0.41,30,-1,12,0
0,0.05,6,-1.0,1375,768,1951,0.558,0.421,30,-1,12,0
0,0.05,5,-1.0,1375,1183,2095,0.86,0.249,30,-1,12,0
0,0.05,9,-1.0,5022,1622,4722,0.323,0.323,105,-1,8,0
0,0.05,8,-1.0,5022,1895,5482,0.377,0.376,105,-1,8,0
0,0.05,7,-1.0,5022,2231,6339,0.444,0.43,105,-1,8,0
0,0.05,6,-1.0,5022,3034,7393,0.604,0.432,105,-1,8,0
0,0.05,5,-1.0,5022,5575,7908,1.11,0.07,105,-1,8,0
0,0.05,9,-1.0,3736,1276,3683,0.341,0.342,80,-1,8,0
0,0.05,8,-1.0,3736,1466,4246,0.392,0.391,80,-1,8,0
0,0.05,7,-1.0,3736,1708,4878,0.457,0.442,80,-1,8,0
0,0.05,6,-1.0,3736,2311,5684,0.618,0.446,80,-1,8,0
0,0.05,5,-1.0,3736,4191,5956,1.121,0.081,80,-1,8,0
0,0.05,9,-1.0,2544,868,2498,0.341,0.341,55,-1,8,0
0,0.05,8,-1.0,2544,989,2865,0.389,0.388,55,-1,8,0
0,0.05,7,-1.0,2544,1145,3257,0.45,0.432,55,-1,8,0
0,0.05,6,-1.0,2544,1527,3768,0.6,0.428,55,-1,8,0
0,0.05,5,-1.0,2544,2830,4008,1.112,0.084,55,-1,8,0
0,0.05,9,-1.0,1457,447,1282,0.307,0.307,30,-1,8,0
0,0.05,8,-1.0,1457,525,1517,0.36,0.359,30,-1,8,0
0,0.05,7,-1.0,1457,607,1723,0.416,0.403,30,-1,8,0
0,0.05,6,-1.0,1457,833,2031,0.571,0.398,30,-1,8,0
0,0.05,5,-1.0,1457,1611,2189,1.105,0.038,30,-1,8,0
0,0.05,9,-1.0,4906,1853,5115,0.378,0.378,105,-1,4,0
0,0.05,8,-1.0,4906,2210,6074,0.45,0.447,105,-1,4,0
0,0.05,7,-1.0,4906,2609,7025,0.532,0.51,105,-1,4,0
0,0.05,6,-1.0,4906,3593,8000,0.732,0.463,105,-1,4,0
0,0.05,5,-1.0,4906,8419,7983,1.716,-0.404,105,-1,4,0
0,0.05,9,-1.0,3783,1279,3535,0.338,0.338,80,-1,4,0
0,0.05,8,-1.0,3783,1471,4066,0.389,0.387,80,-1,4,0
0,0.05,7,-1.0,3783,1800,4837,0.476,0.449,80,-1,4,0
0,0.05,6,-1.0,3783,2653,5573,0.701,0.376,80,-1,4,0
0,0.05,5,-1.0,3783,6980,5851,1.845,-0.577,80,-1,4,0
0,0.05,9,-1.0,2512,847,2292,0.337,0.337,55,-1,4,0
0,0.05,8,-1.0,2512,970,2649,0.386,0.384,55,-1,4,0
0,0.05,7,-1.0,2512,1146,3066,0.456,0.429,55,-1,4,0
0,0.05,6,-1.0,2512,1734,3615,0.69,0.361,55,-1,4,0
0,0.05,5,-1.0,2512,5185,3850,2.063,-0.775,55,-1,4,0
0,0.05,9,-1.0,1444,450,1205,0.311,0.312,30,-1,4,0
0,0.05,8,-1.0,1444,510,1379,0.353,0.349,30,-1,4,0
0,0.05,7,-1.0,1444,610,1590,0.422,0.39,30,-1,4,0
0,0.05,6,-1.0,1444,951,1871,0.658,0.306,30,-1,4,0
0,0.05,5,-1.0,1444,3168,2064,2.192,-0.967,30,-1,4,0
0,0.05,9,-1.0,4971,2907,6126,0.585,0.45,105,-1,0,0
0,0.05,8,-1.0,4971,3266,7087,0.657,0.519,105,-1,0,0
0,0.05,7,-1.0,4971,4004,7943,0.805,0.499,105,-1,0,0
0,0.05,6,-1.0,4971,8353,8905,1.68,-0.206,105,-1,0,0
0,0.05,5,-1.0,4971,25831,8318,5.195,-3.625,105,-1,0,0
0,0.05,9,-1.0,3814,1990,4017,0.522,0.387,80,-1,0,0
0,0.05,8,-1.0,3814,2235,4603,0.586,0.436,80,-1,0,0
0,0.05,7,-1.0,3814,2811,5310,0.737,0.422,80,-1,0,0
0,0.05,6,-1.0,3814,6702,6027,1.757,-0.397,80,-1,0,0
0,0.05,5,-1.0,3814,21075,5891,5.524,-3.994,80,-1,0,0
0,0.05,9,-1.0,2690,1232,2320,0.458,0.357,55,-1,0,0
0,0.05,8,-1.0,2690,1434,2802,0.533,0.404,55,-1,0,0
0,0.05,7,-1.0,2690,1906,3307,0.708,0.357,55,-1,0,0
0,0.05,6,-1.0,2690,5105,3734,1.897,-0.66,55,-1,0,0
0,0.05,5,-1.0,2690,15800,3711,5.871,-4.387,55,-1,0,0
0,0.05,9,-1.0,1362,536,998,0.393,0.34,30,-1,0,0
0,0.05,8,-1.0,1362,611,1116,0.448,0.371,30,-1,0,0
0,0.05,7,-1.0,1362,891,1274,0.654,0.286,30,-1,0,0
0,0.05,6,-1.0,1362,2921,1483,2.143,-1.004,30,-1,0,0
0,0.05,5,-1.0,1362,11104,1444,8.147,-6.827,30,-1,0,0
0,0.05,9,-1.0,4924,1633,4899,0.332,0.332,105,-1,28,0
0,0.05,8,-1.0,4924,1823,5470,0.37,0.37,105,-1,28,0
0,0.05,7,-1.0,4924,2087,6262,0.424,0.424,105,-1,28,0
0,0.05,6,-1.0,4924,2419,7145,0.491,0.476,105,-1,28,0
0,0.05,5,-1.0,4924,2769,7372,0.562,0.432,105,-1,28,0
0,0.05,9,-1.0,3737,1220,3661,0.326,0.326,80,-1,28,0
0,0.05,8,-1.0,3737,1398,4196,0.374,0.374,80,-1,28,0
0,0.05,7,-1.0,3737,1581,4738,0.423,0.422,80,-1,28,0
0,0.05,6,-1.0,3737,1806,5357,0.483,0.472,80,-1,28,0
0,0.05,5,-1.0,3737,2077,5568,0.556,0.436,80,-1,28,0
0,0.05,9,-1.0,2655,829,2487,0.312,0.312,55,-1,28,0
0,0.05,8,-1.0,2655,938,2814,0.353,0.354,55,-1,28,0
0,0.05,7,-1.0,2655,1078,3222,0.406,0.403,55,-1,28,0
0,0.05,6,-1.0,2655,1239,3674,0.466,0.457,55,-1,28,0
0,0.05,5,-1.0,2655,1482,3812,0.558,0.403,55,-1,28,0
0,0.05,9,-1.0,1455,452,1358,0.31,0.311,30,-1,28,0
0,0.05,8,-1.0,1455,517,1552,0.355,0.356,30,-1,28,0
0,0.05,7,-1.0,1455,613,1841,0.421,0.422,30,-1,28,0
0,0.05,6,-1.0,1455,702,2076,0.482,0.469,30,-1,28,0
0,0.05,5,-1.0,1455,851,2158,0.584,0.41,30,-1,28,0
0,0.05,9,-1.0,5050,1626,4859,0.322,0.322,105,-1,24,0
0,0.05,8,-1.0,5050,1795,5367,0.355,0.356,105,-1,24,0
0,0.05,7,-1.0,5050,2071,6193,0.41,0.41,105,-1,24,0
0,0.05,6,-1.0,5050,2389,6990,0.473,0.455,105,-1,24,0
0,0.05,5,-1.0,5050,3146,7467,0.623,0.391,105,-1,24,0
0,0.05,9,-1.0,3885,1187,3548,0.305,0.306,80,-1,24,0
0,0.05,8,-1.0,3885,1376,4118,0.354,0.354,80,-1,24,0
0,0.05,7,-1.0,3885,1565,4681,0.403,0.401,80,-1,24,0
0,0.05,6,-1.0,3885,1829,5355,0.471,0.452,80,-1,24,0
0,0.05,5,-1.0,3885,2368,5593,0.609,0.371,80,-1,24,0
0,0.05,9,-1.0,2476,837,2498,0.338,0.338,55,-1,24,0
0,0.05,8,-1.0,2476,937,2802,0.378,0.379,55,-1,24,0
0,0.05,7,-1.0,2476,1045,3131,0.422,0.422,55,-1,24,0
0,0.05,6,-1.0,2476,1201,3502,0.485,0.463,55,-1,24,0
0,0.05,5,-1.0,2476,1565,3639,0.632,0.368,55,-1,24,0
0,0.05,9,-1.0,1395,472,1414,0.338,0.339,30,-1,24,0
0,0.05,8,-1.0,1395,546,1636,0.391,0.392,30,-1,24,0
0,0.05,7,-1.0,1395,615,1844,0.441,0.441,30,-1,24,0
0,0.05,6,-1.0,1395,699,2036,0.501,0.477,30,-1,24,0
0,0.05,5,-1.0,1395,902,2141,0.646,0.397,30,-1,24,0
0,0.05,9,-1.0,5018,1629,4864,0.325,0.325,105,-1,20,0
0,0.05,8,-1.0,5018,1862,5569,0.371,0.371,105,-1,20,0
0,0.05,7,-1.0,5018,2156,6437,0.43,0.428,105,-1,20,0
0,0.05,6,-1.0,5018,2550,7302,0.508,0.471,105,-1,20,0
0,0.05,5,-1.0,5018,3626,7789,0.722,0.358,105,-1,20,0
0,0.05,9,-1.0,3791,1194,3561,0.315,0.315,80,-1,20,0
0,0.05,8,-1.0,3791,1365,4081,0.36,0.36,80,-1,20,0
0,0.05,7,-1.0,3791,1554,4640,0.41,0.407,80,-1,20,0
0,0.05,6,-1.0,3791,1881,5375,0.496,0.454,80,-1,20,0
0,0.05,5,-1.0,3791,2625,5705,0.692,0.354,80,-1,20,0
0,0.05,9,-1.0,2530,881,2627,0.348,0.348,55,-1,20,0
0,0.05,8,-1.0,2530,978,2917,0.386,0.387,55,-1,20,0
0,0.05,7,-1.0,2530,1138,3402,0.45,0.45,55,-1,20,0
0,0.05,6,-1.0,2530,1328,3823,0.525,0.488,55,-1,20,0
0,0.05,5,-1.0,2530,1872,3975,0.74,0.351,55,-1,20,0
0,0.05,9,-1.0,1486,452,1347,0.304,0.305,30,-1,20,0
0,0.05,8,-1.0,1486,529,1575,0.356,0.356,30,-1,20,0
0,0.05,7,-1.0,1486,597,1776,0.401,0.401,30,-1,20,0
0,0.05,6,-1.0,1486,739,2065,0.497,0.437,30,-1,20,0
0,0.05,5,-1.0,1486,1030,2159,0.693,0.315,30,-1,20,0
0,0.05,9,-1.0,5122,1532,4561,0.299,0.299,105,-1,16,0
0,0.05,8,-1.0,5122,1745,5193,0.341,0.34,105,-1,16,0
0,0.05,7,-1.0,5122,2053,6076,0.401,0.398,105,-1,16,0
0,0.05,6,-1.0,5122,2583,7082,0.504,0.433,105,-1,16,0
0,0.05,5,-1.0,5122,3932,7709,0.768,0.297,105,-1,16,0
0,0.05,9,-1.0,3810,1271,3783,0.334,0.334,80,-1,16,0
0,0.05,8,-1.0,3810,1429,4262,0.375,0.374,80,-1,16,0
0,0.05,7,-1.0,3810,1650,4897,0.433,0.428,80,-1,16,0
0,0.05,6,-1.0,3810,2016,5533,0.529,0.456,80,-1,16,0
0,0.05,5,-1.0,3810,2991,5886,0.785,0.309,80,-1,16,0
0,0.05,9,-1.0,2556,859,2551,0.336,0.336,55,-1,16,0
0,0.05,8,-1.0,2556,995,2947,0.389,0.388,55,-1,16,0
0,0.05,7,-1.0,2556,1145,3396,0.448,0.444,55,-1,16,0
0,0.05,6,-1.0,2556,1394,3835,0.545,0.465,55,-1,16,0
0,0.05,5,-1.0,2556,2046,4054,0.8,0.32,55,-1,16,0
0,0.05,9,-1.0,1435,454,1341,0.316,0.317,30,-1,16,0
0,0.05,8,-1.0,1435,527,1565,0.367,0.368,30,-1,16,0
0,0.05,7,-1.0,1435,602,1789,0.419,0.419,30,-1,16,0
0,0.05,6,-1.0,1435,778,2078,0.542,0.438,30,-1,16,0
0,0.05,5,-1.0,1435,1115,2228,0.776,0.325,30,-1,16,0
0,0.05,9,-1.0,4982,1637,4842,0.329,0.329,105,-1,12,0
0,0.05,8,-1.0,4982,1871,5529,0.375,0.376,105,-1,12,0
0,0.05,7,-1.0,4982,2184,6372,0.438,0.43,105,-1,12,0
0,0.05,6,-1.0,4982,2805,7298,0.563,0.447,105,-1,12,0
0,0.05,5,-1.0,4982,4437,7839,0.89,0.249,105,-1,12,0
0,0.05,9,-1.0,3847,1260,3716,0.327,0.328,80,-1,12,0
0,0.05,8,-1.0,3847,1437,4248,0.373,0.373,80,-1,12,0
0,0.05,7,-1.0,3847,1685,4938,0.438,0.43,80,-1,12,0
