InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,fraction of right changes,Coverage Depth,Ratio
100000,0.01,3,-1.0,940,183,96,0.195,0.102,1,0.27000000000000007
100000,0.01,2,-1.0,940,0,0,0.0,0.0,1,0.27000000000000007
100000,0.01,1,-1.0,940,0,0,0.0,0.0,1,0.27000000000000007
100000,0.01,0,-1.0,940,0,0,0.0,0.0,1,0.27000000000000007
100000,0.01,7,-1.0,1041,131,93,0.126,0.089,1,0.26000000000000006
100000,0.01,6,-1.0,1041,161,117,0.155,0.112,1,0.26000000000000006
100000,0.01,5,-1.0,1041,186,128,0.179,0.123,1,0.26000000000000006
100000,0.01,4,-1.0,1041,201,133,0.193,0.128,1,0.26000000000000006
100000,0.01,3,-1.0,1041,163,95,0.157,0.091,1,0.26000000000000006
100000,0.01,2,-1.0,1041,0,0,0.0,0.0,1,0.26000000000000006
100000,0.01,1,-1.0,1041,0,0,0.0,0.0,1,0.26000000000000006
100000,0.01,0,-1.0,1041,0,0,0.0,0.0,1,0.26000000000000006
100000,0.01,7,-1.0,1001,109,69,0.109,0.069,1,0.25000000000000006
100000,0.01,6,-1.0,1001,153,99,0.153,0.099,1,0.25000000000000006
100000,0.01,5,-1.0,1001,164,103,0.164,0.103,1,0.25000000000000006
100000,0.01,4,-1.0,1001,195,115,0.195,0.115,1,0.25000000000000006
100000,0.01,3,-1.0,1001,156,81,0.156,0.081,1,0.25000000000000006
100000,0.01,2,-1.0,1001,0,0,0.0,0.0,1,0.25000000000000006
100000,0.01,1,-1.0,1001,0,0,0.0,0.0,1,0.25000000000000006
100000,0.01,0,-1.0,1001,0,0,0.0,0.0,1,0.25000000000000006
100000,0.01,7,-1.0,995,105,72,0.106,0.072,1,0.24000000000000005
100000,0.01,6,-1.0,995,123,86,0.124,0.086,1,0.24000000000000005
100000,0.01,5,-1.0,995,160,105,0.161,0.105,1,0.24000000000000005
100000,0.01,4,-1.0,995,161,104,0.162,0.104,1,0.24000000000000005
100000,0.01,3,-1.0,995,115,65,0.116,0.065,1,0.24000000000000005
100000,0.01,2,-1.0,995,0,0,0.0,0.0,1,0.24000000000000005
100000,0.01,1,-1.0,995,0,0,0.0,0.0,1,0.24000000000000005
100000,0.01,0,-1.0,995,0,0,0.0,0.0,1,0.24000000000000005
100000,0.01,7,-1.0,998,86,69,0.086,0.069,1,0.23000000000000004
100000,0.01,6,-1.0,998,102,79,0.102,0.079,1,0.23000000000000004
100000,0.01,5,-1.0,998,110,88,0.11,0.088,1,0.23000000000000004
100000,0.01,4,-1.0,998,153,108,0.153,0.108,1,0.23000000000000004
100000,0.01,3,-1.0,998,147,84,0.147,0.084,1,0.23000000000000004
100000,0.01,2,-1.0,998,0,0,0.0,0.0,1,0.23000000000000004
100000,0.01,1,-1.0,998,0,0,0.0,0.0,1,0.23000000000000004
100000,0.01,0,-1.0,998,0,0,0.0,0.0,1,0.23000000000000004
100000,0.01,7,-1.0,932,51,35,0.055,0.038,1,0.22000000000000003
100000,0.01,6,-1.0,932,85,57,0.091,0.061,1,0.22000000000000003
100000,0.01,5,-1.0,932,125,85,0.134,0.091,1,0.22000000000000003
100000,0.01,4,-1.0,932,138,90,0.148,0.096,1,0.22000000000000003
100000,0.01,3,-1.0,932,117,67,0.126,0.072,1,0.22000000000000003
100000,0.01,2,-1.0,932,0,0,0.0,0.0,1,0.22000000000000003
100000,0.01,1,-1.0,932,0,0,0.0,0.0,1,0.22000000000000003
100000,0.01,0,-1.0,932,0,0,0.0,0.0,1,0.22000000000000003
100000,0.01,7,-1.0,1064,49,32,0.046,0.03,1,0.21000000000000002
100000,0.01,6,-1.0,1064,75,51,0.07,0.048,1,0.21000000000000002
100000,0.01,5,-1.0,1064,97,68,0.091,0.064,1,0.21000000000000002
100000,0.01,4,-1.0,1064,157,103,0.148,0.097,1,0.21000000000000002
100000,0.01,3,-1.0,1064,81,45,0.076,0.042,1,0.21000000000000002
100000,0.01,2,-1.0,1064,0,0,0.0,0.0,1,0.21000000000000002
100000,0.01,1,-1.0,1064,0,0,0.0,0.0,1,0.21000000000000002
100000,0.01,0,-1.0,1064,0,0,0.0,0.0,1,0.21000000000000002
100000,0.01,7,-1.0,964,39,22,0.04,0.023,1,0.20000000000000001
100000,0.01,6,-1.0,964,52,30,0.054,0.031,1,0.20000000000000001
100000,0.01,5,-1.0,964,79,46,0.082,0.048,1,0.20000000000000001
100000,0.01,4,-1.0,964,103,58,0.107,0.06,1,0.20000000000000001
100000,0.01,3,-1.0,964,109,44,0.113,0.046,1,0.20000000000000001
100000,0.01,2,-1.0,964,0,0,0.0,0.0,1,0.20000000000000001
100000,0.01,1,-1.0,964,0,0,0.0,0.0,1,0.20000000000000001
100000,0.01,0,-1.0,964,0,0,0.0,0.0,1,0.20000000000000001
100000,0.01,7,-1.0,1007,91,64,0.09,0.063,1,0.19
100000,0.01,6,-1.0,1007,99,70,0.098,0.069,1,0.19
100000,0.01,5,-1.0,1007,108,76,0.107,0.075,1,0.19
100000,0.01,4,-1.0,1007,108,75,0.107,0.074,1,0.19
100000,0.01,3,-1.0,1007,0,0,0.0,0.0,1,0.19
100000,0.01,2,-1.0,1007,0,0,0.0,0.0,1,0.19
100000,0.01,1,-1.0,1007,0,0,0.0,0.0,1,0.19
100000,0.01,0,-1.0,1007,0,0,0.0,0.0,1,0.19
100000,0.01,7,-1.0,989,67,46,0.068,0.046,1,0.17999999999999999
100000,0.01,6,-1.0,989,83,56,0.084,0.057,1,0.17999999999999999
100000,0.01,5,-1.0,989,100,70,0.101,0.071,1,0.17999999999999999
100000,0.01,4,-1.0,989,94,65,0.095,0.066,1,0.17999999999999999
100000,0.01,3,-1.0,989,0,0,0.0,0.0,1,0.17999999999999999
100000,0.01,2,-1.0,989,0,0,0.0,0.0,1,0.17999999999999999
100000,0.01,1,-1.0,989,0,0,0.0,0.0,1,0.17999999999999999
100000,0.01,0,-1.0,989,0,0,0.0,0.0,1,0.17999999999999999
100000,0.01,7,-1.0,1014,60,33,0.059,0.033,1,0.17000000000000001
100000,0.01,6,-1.0,1014,78,48,0.077,0.047,1,0.17000000000000001
100000,0.01,5,-1.0,1014,94,60,0.093,0.059,1,0.17000000000000001
100000,0.01,4,-1.0,1014,93,61,0.092,0.06,1,0.17000000000000001
100000,0.01,3,-1.0,1014,0,0,0.0,0.0,1,0.17000000000000001
100000,0.01,2,-1.0,1014,0,0,0.0,0.0,1,0.17000000000000001
100000,0.01,1,-1.0,1014,0,0,0.0,0.0,1,0.17000000000000001
100000,0.01,0,-1.0,1014,0,0,0.0,0.0,1,0.17000000000000001
100000,0.01,7,-1.0,983,66,42,0.067,0.043,1,0.16
100000,0.01,6,-1.0,983,94,62,0.096,0.063,1,0.16
100000,0.01,5,-1.0,983,91,55,0.093,0.056,1,0.16
100000,0.01,4,-1.0,983,89,54,0.091,0.055,1,0.16
100000,0.01,3,-1.0,983,0,0,0.0,0.0,1,0.16
100000,0.01,2,-1.0,983,0,0,0.0,0.0,1,0.16
100000,0.01,1,-1.0,983,0,0,0.0,0.0,1,0.16
100000,0.01,0,-1.0,983,0,0,0.0,0.0,1,0.16
100000,0.01,7,-1.0,974,50,30,0.051,0.031,1,0.14999999999999999
100000,0.01,6,-1.0,974,58,34,0.06,0.035,1,0.14999999999999999
100000,0.01,5,-1.0,974,73,43,0.075,0.044,1,0.14999999999999999
100000,0.01,4,-1.0,974,74,41,0.076,0.042,1,0.14999999999999999
100000,0.01,3,-1.0,974,0,0,0.0,0.0,1,0.14999999999999999
100000,0.01,2,-1.0,974,0,0,0.0,0.0,1,0.14999999999999999
100000,0.01,1,-1.0,974,0,0,0.0,0.0,1,0.14999999999999999
100000,0.01,0,-1.0,974,0,0,0.0,0.0,1,0.14999999999999999
100000,0.01,7,-1.0,958,73,45,0.076,0.047,1,0.14000000000000001
100000,0.01,6,-1.0,958,81,49,0.085,0.051,1,0.14000000000000001
100000,0.01,5,-1.0,958,104,68,0.109,0.071,1,0.14000000000000001
100000,0.01,4,-1.0,958,96,59,0.1,0.062,1,0.14000000000000001
100000,0.01,3,-1.0,958,0,0,0.0,0.0,1,0.14000000000000001
100000,0.01,2,-1.0,958,0,0,0.0,0.0,1,0.14000000000000001
100000,0.01,1,-1.0,958,0,0,0.0,0.0,1,0.14000000000000001
100000,0.01,0,-1.0,958,0,0,0.0,0.0,1,0.14000000000000001
100000,0.01,7,-1.0,975,55,42,0.056,0.043,1,0.13
100000,0.01,6,-1.0,975,56,43,0.057,0.044,1,0.13
100000,0.01,5,-1.0,975,62,49,0.064,0.05,1,0.13
100000,0.01,4,-1.0,975,61,49,0.063,0.05,1,0.13
100000,0.01,3,-1.0,975,0,0,0.0,0.0,1,0.13
100000,0.01,2,-1.0,975,0,0,0.0,0.0,1,0.13
100000,0.01,1,-1.0,975,0,0,0.0,0.0,1,0.13
100000,0.01,0,-1.0,975,0,0,0.0,0.0,1,0.13
100000,0.01,7,-1.0,991,35,22,0.035,0.022,1,0.12
100000,0.01,6,-1.0,991,55,34,0.055,0.034,1,0.12
100000,0.01,5,-1.0,991,53,35,0.053,0.035,1,0.12
100000,0.01,4,-1.0,991,53,36,0.053,0.036,1,0.12
100000,0.01,3,-1.0,991,0,0,0.0,0.0,1,0.12
100000,0.01,2,-1.0,991,0,0,0.0,0.0,1,0.12
100000,0.01,1,-1.0,991,0,0,0.0,0.0,1,0.12
100000,0.01,0,-1.0,991,0,0,0.0,0.0,1,0.12
100000,0.01,7,-1.0,1013,33,24,0.033,0.024,1,0.11
100000,0.01,6,-1.0,1013,58,42,0.057,0.041,1,0.11
100000,0.01,5,-1.0,1013,64,44,0.063,0.043,1,0.11
100000,0.01,4,-1.0,1013,60,37,0.059,0.036,1,0.11
100000,0.01,3,-1.0,1013,0,0,0.0,0.0,1,0.11
100000,0.01,2,-1.0,1013,0,0,0.0,0.0,1,0.11
100000,0.01,1,-1.0,1013,0,0,0.0,0.0,1,0.11
100000,0.01,0,-1.0,1013,0,0,0.0,0.0,1,0.11
100000,0.01,7,-1.0,1033,19,14,0.018,0.014,1,0.10000000000000001
100000,0.01,6,-1.0,1033,28,22,0.027,0.021,1,0.10000000000000001
100000,0.01,5,-1.0,1033,54,36,0.052,0.035,1,0.10000000000000001
100000,0.01,4,-1.0,1033,49,33,0.047,0.032,1,0.10000000000000001
100000,0.01,3,-1.0,1033,0,0,0.0,0.0,1,0.10000000000000001
100000,0.01,2,-1.0,1033,0,0,0.0,0.0,1,0.10000000000000001
100000,0.01,1,-1.0,1033,0,0,0.0,0.0,1,0.10000000000000001
100000,0.01,0,-1.0,1033,0,0,0.0,0.0,1,0.10000000000000001
100000,0.01,7,-1.0,1007,23,15,0.023,0.015,1,0.089999999999999997
100000,0.01,6,-1.0,1007,32,23,0.032,0.023,1,0.089999999999999997
100000,0.01,5,-1.0,1007,37,27,0.037,0.027,1,0.089999999999999997
100000,0.01,4,-1.0,1007,45,31,0.045,0.031,1,0.089999999999999997
100000,0.01,3,-1.0,1007,0,0,0.0,0.0,1,0.089999999999999997
100000,0.01,2,-1.0,1007,0,0,0.0,0.0,1,0.089999999999999997
100000,0.01,1,-1.0,1007,0,0,0.0,0.0,1,0.089999999999999997
100000,0.01,0,-1.0,1007,0,0,0.0,0.0,1,0.089999999999999997
100000,0.01,7,-1.0,1010,17,12,0.017,0.012,1,0.080000000000000002
100000,0.01,6,-1.0,1010,22,15,0.022,0.015,1,0.080000000000000002
100000,0.01,5,-1.0,1010,30,21,0.03,0.021,1,0.080000000000000002
100000,0.01,4,-1.0,1010,35,23,0.035,0.023,1,0.080000000000000002
100000,0.01,3,-1.0,1010,0,0,0.0,0.0,1,0.080000000000000002
100000,0.01,2,-1.0,1010,0,0,0.0,0.0,1,0.080000000000000002
100000,0.01,1,-1.0,1010,0,0,0.0,0.0,1,0.080000000000000002
100000,0.01,0,-1.0,1010,0,0,0.0,0.0,1,0.080000000000000002
100000,0.01,7,-1.0,1010,21,14,0.021,0.014,1,0.070000000000000007
100000,0.01,6,-1.0,1010,23,15,0.023,0.015,1,0.070000000000000007
100000,0.01,5,-1.0,1010,26,17,0.026,0.017,1,0.070000000000000007
100000,0.01,4,-1.0,1010,31,18,0.031,0.018,1,0.070000000000000007
100000,0.01,3,-1.0,1010,0,0,0.0,0.0,1,0.070000000000000007
100000,0.01,2,-1.0,1010,0,0,0.0,0.0,1,0.070000000000000007
100000,0.01,1,-1.0,1010,0,0,0.0,0.0,1,0.070000000000000007
100000,0.01,0,-1.0,1010,0,0,0.0,0.0,1,0.070000000000000007
100000,0.01,7,-1.0,971,22,13,0.023,0.013,1,0.059999999999999998
100000,0.01,6,-1.0,971,22,12,0.023,0.012,1,0.059999999999999998
100000,0.01,5,-1.0,971,26,16,0.027,0.016,1,0.059999999999999998
100000,0.01,4,-1.0,971,32,19,0.033,0.02,1,0.059999999999999998
100000,0.01,3,-1.0,971,0,0,0.0,0.0,1,0.059999999999999998
100000,0.01,2,-1.0,971,0,0,0.0,0.0,1,0.059999999999999998
100000,0.01,1,-1.0,971,0,0,0.0,0.0,1,0.059999999999999998
100000,0.01,0,-1.0,971,0,0,0.0,0.0,1,0.059999999999999998
100000,0.01,7,-1.0,1007,9,6,0.009,0.006,1,0.050000000000000003
100000,0.01,6,-1.0,1007,11,6,0.011,0.006,1,0.050000000000000003
100000,0.01,5,-1.0,1007,19,14,0.019,0.014,1,0.050000000000000003
100000,0.01,4,-1.0,1007,25,16,0.025,0.016,1,0.050000000000000003
100000,0.01,3,-1.0,1007,0,0,0.0,0.0,1,0.050000000000000003
100000,0.01,2,-1.0,1007,0,0,0.0,0.0,1,0.050000000000000003
100000,0.01,1,-1.0,1007,0,0,0.0,0.0,1,0.050000000000000003
100000,0.01,0,-1.0,1007,0,0,0.0,0.0,1,0.050000000000000003
100000,0.01,7,-1.0,972,7,3,0.007,0.003,1,0.040000000000000001
100000,0.01,6,-1.0,972,10,6,0.01,0.006,1,0.040000000000000001
100000,0.01,5,-1.0,972,18,12,0.019,0.012,1,0.040000000000000001
100000,0.01,4,-1.0,972,20,11,0.021,0.011,1,0.040000000000000001
100000,0.01,3,-1.0,972,0,0,0.0,0.0,1,0.040000000000000001
100000,0.01,2,-1.0,972,0,0,0.0,0.0,1,0.040000000000000001
100000,0.01,1,-1.0,972,0,0,0.0,0.0,1,0.040000000000000001
100000,0.01,0,-1.0,972,0,0,0.0,0.0,1,0.040000000000000001
100000,0.01,7,-1.0,997,5,4,0.005,0.004,1,0.029999999999999999
100000,0.01,6,-1.0,997,8,7,0.008,0.007,1,0.029999999999999999
100000,0.01,5,-1.0,997,12,11,0.012,0.011,1,0.029999999999999999
100000,0.01,4,-1.0,997,6,4,0.006,0.004,1,0.029999999999999999
100000,0.01,3,-1.0,997,0,0,0.0,0.0,1,0.029999999999999999
100000,0.01,2,-1.0,997,0,0,0.0,0.0,1,0.029999999999999999
100000,0.01,1,-1.0,997,0,0,0.0,0.0,1,0.029999999999999999
100000,0.01,0,-1.0,997,0,0,0.0,0.0,1,0.029999999999999999
100000,0.01,7,-1.0,1015,0,0,0.0,0.0,1,0.02
100000,0.01,6,-1.0,1015,1,0,0.001,0.0,1,0.02
100000,0.01,5,-1.0,1015,2,1,0.002,0.001,1,0.02
100000,0.01,4,-1.0,1015,3,1,0.003,0.001,1,0.02
100000,0.01,3,-1.0,1015,0,0,0.0,0.0,1,0.02
100000,0.01,2,-1.0,1015,0,0,0.0,0.0,1,0.02
100000,0.01,1,-1.0,1015,0,0,0.0,0.0,1,0.02
100000,0.01,0,-1.0,1015,0,0,0.0,0.0,1,0.02
100000,0.01,7,-1.0,1046,0,0,0.0,0.0,1,0.01
100000,0.01,6,-1.0,1046,0,0,0.0,0.0,1,0.01
100000,0.01,5,-1.0,1046,0,0,0.0,0.0,1,0.01
100000,0.01,4,-1.0,1046,0,0,0.0,0.0,1,0.01
100000,0.01,3,-1.0,1046,0,0,0.0,0.0,1,0.01
100000,0.01,2,-1.0,1046,0,0,0.0,0.0,1,0.01
100000,0.01,1,-1.0,1046,0,0,0.0,0.0,1,0.01
100000,0.01,0,-1.0,1046,0,0,0.0,0.0,1,0.01
100000,0.01,7,-1.0,1092,0,0,0.0,0.0,1,0.0
100000,0.01,6,-1.0,1092,0,0,0.0,0.0,1,0.0
100000,0.01,5,-1.0,1092,0,0,0.0,0.0,1,0.0
100000,0.01,4,-1.0,1092,0,0,0.0,0.0,1,0.0
100000,0.01,3,-1.0,1092,0,0,0.0,0.0,1,0.0
100000,0.01,2,-1.0,1092,0,0,0.0,0.0,1,0.0
100000,0.01,1,-1.0,1092,0,0,0.0,0.0,1,0.0
100000,0.01,0,-1.0,1092,0,0,0.0,0.0,1,0.0
