InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,fraction of right changes,net Correction,Coverage Depth,Ratio,Alpha,DudeWin
0,0.05,8,-1.0,2661,1061,2905,0.399,1.091,1.783,55,-1,4,0
0,0.05,7,-1.0,2661,1250,3432,0.47,1.289,2.1079999999999997,55,-1,4,0
0,0.05,6,-1.0,2661,1487,3981,0.559,1.495,2.431,55,-1,4,0
0,0.05,5,-1.0,2661,2089,4553,0.785,1.71,2.635,55,-1,4,0
0,0.05,9,-1.0,1428,505,1365,0.353,0.955,1.557,30,-1,4,0
0,0.05,8,-1.0,1428,569,1539,0.398,1.077,1.7559999999999998,30,-1,4,0
0,0.05,7,-1.0,1428,659,1785,0.461,1.249,2.0370000000000004,30,-1,4,0
0,0.05,6,-1.0,1428,776,2034,0.543,1.423,2.303,30,-1,4,0
0,0.05,5,-1.0,1428,1127,2370,0.789,1.659,2.529,30,-1,4,0
0,0.05,9,-1.0,4972,2972,6378,0.598,1.283,1.968,105,-1,0,0
0,0.05,8,-1.0,4972,3282,7279,0.66,1.464,2.268,105,-1,0,0
0,0.05,7,-1.0,4972,3596,8094,0.723,1.628,2.533,105,-1,0,0
0,0.05,6,-1.0,4972,4496,9079,0.904,1.826,2.748,105,-1,0,0
0,0.05,5,-1.0,4972,9262,9801,1.862,1.971,2.08,105,-1,0,0
0,0.05,9,-1.0,3830,1999,4020,0.522,1.049,1.5759999999999998,80,-1,0,0
0,0.05,8,-1.0,3830,2275,4760,0.594,1.242,1.8900000000000001,80,-1,0,0
0,0.05,7,-1.0,3830,2544,5491,0.664,1.433,2.202,80,-1,0,0
0,0.05,6,-1.0,3830,3266,6277,0.853,1.638,2.423,80,-1,0,0
0,0.05,5,-1.0,3830,7356,6936,1.92,1.81,1.7000000000000002,80,-1,0,0
0,0.05,9,-1.0,2606,1164,2220,0.446,0.852,1.258,55,-1,0,0
0,0.05,8,-1.0,2606,1314,2630,0.504,1.009,1.5139999999999998,55,-1,0,0
0,0.05,7,-1.0,2606,1505,3107,0.577,1.192,1.807,55,-1,0,0
0,0.05,6,-1.0,2606,2046,3584,0.785,1.375,1.9649999999999999,55,-1,0,0
0,0.05,5,-1.0,2606,5278,4018,2.025,1.541,1.057,55,-1,0,0
0,0.05,9,-1.0,1424,525,970,0.368,0.681,0.9940000000000001,30,-1,0,0
0,0.05,8,-1.0,1424,594,1090,0.417,0.765,1.113,30,-1,0,0
0,0.05,7,-1.0,1424,725,1268,0.509,0.89,1.271,30,-1,0,0
0,0.05,6,-1.0,1424,1039,1464,0.729,1.027,1.3249999999999997,30,-1,0,0
0,0.05,5,-1.0,1424,3035,1701,2.13,1.194,0.258,30,-1,0,0
0,0.05,9,-1.0,4950,1733,5020,0.35,1.014,1.678,105,-1,8,0
0,0.05,8,-1.0,4950,1999,5788,0.404,1.169,1.9340000000000002,105,-1,8,0
0,0.05,7,-1.0,4950,2298,6616,0.464,1.336,2.208,105,-1,8,0
0,0.05,6,-1.0,4950,2699,7636,0.545,1.542,2.539,105,-1,8,0
0,0.05,5,-1.0,4950,3459,8830,0.699,1.783,2.867,105,-1,8,0
0,0.05,9,-1.0,3815,1236,3601,0.324,0.944,1.5639999999999998,80,-1,8,0
0,0.05,8,-1.0,3815,1431,4154,0.375,1.089,1.803,80,-1,8,0
0,0.05,7,-1.0,3815,1624,4699,0.426,1.231,2.036,80,-1,8,0
0,0.05,6,-1.0,3815,1906,5471,0.499,1.434,2.3689999999999998,80,-1,8,0
0,0.05,5,-1.0,3815,2469,6392,0.647,1.675,2.7030000000000003,80,-1,8,0
0,0.05,9,-1.0,2540,865,2486,0.34,0.978,1.6159999999999999,55,-1,8,0
0,0.05,8,-1.0,2540,1012,2918,0.398,1.148,1.8979999999999997,55,-1,8,0
0,0.05,7,-1.0,2540,1152,3338,0.453,1.314,2.1750000000000003,55,-1,8,0
0,0.05,6,-1.0,2540,1325,3800,0.521,1.495,2.4690000000000003,55,-1,8,0
0,0.05,5,-1.0,2540,1652,4324,0.65,1.702,2.754,55,-1,8,0
0,0.05,9,-1.0,1406,449,1283,0.319,0.912,1.5050000000000001,30,-1,8,0
0,0.05,8,-1.0,1406,511,1466,0.363,1.042,1.721,30,-1,8,0
0,0.05,7,-1.0,1406,595,1725,0.423,1.226,2.029,30,-1,8,0
0,0.05,6,-1.0,1406,711,2043,0.505,1.452,2.399,30,-1,8,0
0,0.05,5,-1.0,1406,877,2295,0.623,1.631,2.6390000000000002,30,-1,8,0
0,0.05,9,-1.0,4965,1823,4992,0.367,1.005,1.6429999999999998,105,-1,4,0
0,0.05,8,-1.0,4965,2150,5893,0.433,1.187,1.941,105,-1,4,0
0,0.05,7,-1.0,4965,2514,6859,0.506,1.381,2.2560000000000002,105,-1,4,0
0,0.05,6,-1.0,4965,2946,7914,0.593,1.594,2.595,105,-1,4,0
0,0.05,5,-1.0,4965,3910,8924,0.787,1.797,2.807,105,-1,4,0
0,0.05,9,-1.0,3893,1313,3593,0.337,0.923,1.5090000000000001,80,-1,4,0
0,0.05,8,-1.0,3893,1545,4223,0.397,1.084,1.7710000000000001,80,-1,4,0
0,0.05,7,-1.0,3893,1843,5062,0.473,1.3,2.1270000000000002,80,-1,4,0
0,0.05,6,-1.0,3893,2183,5910,0.561,1.518,2.475,80,-1,4,0
0,0.05,5,-1.0,3893,2995,6779,0.769,1.741,2.713,80,-1,4,0
0,0.05,9,-1.0,2616,880,2376,0.336,0.908,1.48,55,-1,4,0
0,0.05,8,-1.0,2616,1020,2781,0.39,1.063,1.7359999999999998,55,-1,4,0
0,0.05,7,-1.0,2616,1180,3236,0.451,1.237,2.023,55,-1,4,0
0,0.05,6,-1.0,2616,1402,3796,0.536,1.451,2.366,55,-1,4,0
0,0.05,5,-1.0,2616,1887,4324,0.721,1.652,2.5829999999999997,55,-1,4,0
0,0.05,9,-1.0,1363,481,1317,0.353,0.966,1.579,30,-1,4,0
0,0.05,8,-1.0,1363,560,1522,0.411,1.116,1.8210000000000002,30,-1,4,0
0,0.05,7,-1.0,1363,629,1748,0.461,1.282,2.103,30,-1,4,0
0,0.05,6,-1.0,1363,726,1973,0.532,1.446,2.36,30,-1,4,0
0,0.05,5,-1.0,1363,1002,2248,0.735,1.648,2.561,30,-1,4,0
0,0.05,9,-1.0,4998,2882,6265,0.577,1.253,1.9289999999999998,105,-1,0,0
0,0.05,8,-1.0,4998,3204,7181,0.641,1.436,2.231,105,-1,0,0
0,0.05,7,-1.0,4998,3504,8013,0.701,1.603,2.505,105,-1,0,0
0,0.05,6,-1.0,4998,4179,9083,0.836,1.817,2.798,105,-1,0,0
0,0.05,5,-1.0,4998,7922,9915,1.585,1.983,2.3810000000000002,105,-1,0,0
0,0.05,9,-1.0,3884,1993,4118,0.513,1.06,1.6070000000000002,80,-1,0,0
0,0.05,8,-1.0,3884,2243,4788,0.577,1.232,1.887,80,-1,0,0
0,0.05,7,-1.0,3884,2561,5538,0.659,1.425,2.191,80,-1,0,0
0,0.05,6,-1.0,3884,3159,6273,0.813,1.615,2.417,80,-1,0,0
0,0.05,5,-1.0,3884,6382,6909,1.643,1.778,1.913,80,-1,0,0
0,0.05,9,-1.0,2542,1139,2215,0.448,0.871,1.294,55,-1,0,0
0,0.05,8,-1.0,2542,1281,2639,0.504,1.038,1.572,55,-1,0,0
0,0.05,7,-1.0,2542,1458,3134,0.573,1.232,1.891,55,-1,0,0
0,0.05,6,-1.0,2542,1855,3535,0.729,1.39,2.0509999999999997,55,-1,0,0
0,0.05,5,-1.0,2542,4230,3845,1.663,1.512,1.361,55,-1,0,0
0,0.05,9,-1.0,1402,543,1016,0.387,0.724,1.061,30,-1,0,0
0,0.05,8,-1.0,1402,611,1124,0.435,0.801,1.167,30,-1,0,0
0,0.05,7,-1.0,1402,709,1310,0.505,0.934,1.363,30,-1,0,0
0,0.05,6,-1.0,1402,920,1476,0.656,1.052,1.448,30,-1,0,0
0,0.05,5,-1.0,1402,2417,1737,1.723,1.238,0.7529999999999999,30,-1,0,0
0,0.05,9,-1.0,5049,1676,4859,0.332,0.962,1.5919999999999999,105,-1,8,0
0,0.05,8,-1.0,5049,1931,5591,0.382,1.107,1.8319999999999999,105,-1,8,0
0,0.05,7,-1.0,5049,2255,6494,0.447,1.286,2.125,105,-1,8,0
0,0.05,6,-1.0,5049,2678,7629,0.53,1.511,2.492,105,-1,8,0
0,0.05,5,-1.0,5049,3330,8853,0.659,1.753,2.8469999999999995,105,-1,8,0
0,0.05,9,-1.0,3741,1197,3448,0.32,0.921,1.522,80,-1,8,0
0,0.05,8,-1.0,3741,1399,4057,0.374,1.084,1.794,80,-1,8,0
0,0.05,7,-1.0,3741,1630,4745,0.436,1.268,2.1,80,-1,8,0
0,0.05,6,-1.0,3741,1918,5536,0.513,1.479,2.4450000000000003,80,-1,8,0
0,0.05,5,-1.0,3741,2362,6413,0.631,1.714,2.7969999999999997,80,-1,8,0
0,0.05,9,-1.0,2670,824,2377,0.308,0.89,1.472,55,-1,8,0
0,0.05,8,-1.0,2670,968,2801,0.362,1.049,1.7359999999999998,55,-1,8,0
0,0.05,7,-1.0,2670,1121,3253,0.42,1.218,2.016,55,-1,8,0
0,0.05,6,-1.0,2670,1303,3759,0.488,1.407,2.326,55,-1,8,0
0,0.05,5,-1.0,2670,1591,4369,0.596,1.636,2.6759999999999997,55,-1,8,0
0,0.05,9,-1.0,1496,481,1380,0.321,0.922,1.5230000000000001,30,-1,8,0
0,0.05,8,-1.0,1496,553,1596,0.369,1.066,1.7630000000000001,30,-1,8,0
0,0.05,7,-1.0,1496,630,1822,0.421,1.217,2.0130000000000003,30,-1,8,0
0,0.05,6,-1.0,1496,720,2092,0.481,1.397,2.313,30,-1,8,0
0,0.05,5,-1.0,1496,897,2431,0.599,1.624,2.649,30,-1,8,0
0,0.05,9,-1.0,5025,1826,5046,0.363,1.004,1.645,105,-1,4,0
0,0.05,8,-1.0,5025,2124,5850,0.423,1.164,1.9049999999999998,105,-1,4,0
0,0.05,7,-1.0,5025,2477,6787,0.493,1.35,2.2070000000000003,105,-1,4,0
0,0.05,6,-1.0,5025,2913,7889,0.58,1.57,2.56,105,-1,4,0
0,0.05,5,-1.0,5025,3729,9129,0.742,1.816,2.89,105,-1,4,0
0,0.05,9,-1.0,3808,1293,3546,0.339,0.931,1.5230000000000001,80,-1,4,0
0,0.05,8,-1.0,3808,1513,4130,0.397,1.084,1.7710000000000001,80,-1,4,0
0,0.05,7,-1.0,3808,1739,4766,0.457,1.251,2.045,80,-1,4,0
0,0.05,6,-1.0,3808,2063,5593,0.542,1.468,2.394,80,-1,4,0
0,0.05,5,-1.0,3808,2677,6577,0.703,1.727,2.7510000000000003,80,-1,4,0
0,0.05,9,-1.0,2580,831,2257,0.322,0.874,1.426,55,-1,4,0
0,0.05,8,-1.0,2580,933,2562,0.361,0.993,1.625,55,-1,4,0
0,0.05,7,-1.0,2580,1106,3078,0.429,1.193,1.957,55,-1,4,0
0,0.05,6,-1.0,2580,1306,3560,0.506,1.379,2.252,55,-1,4,0
0,0.05,5,-1.0,2580,1687,4147,0.654,1.607,2.56,55,-1,4,0
0,0.05,9,-1.0,1425,478,1286,0.335,0.902,1.469,30,-1,4,0
0,0.05,8,-1.0,1425,553,1507,0.388,1.057,1.726,30,-1,4,0
0,0.05,7,-1.0,1425,624,1700,0.438,1.192,1.946,30,-1,4,0
0,0.05,6,-1.0,1425,736,1985,0.516,1.392,2.268,30,-1,4,0
0,0.05,5,-1.0,1425,954,2320,0.669,1.627,2.585,30,-1,4,0
0,0.05,9,-1.0,4908,2927,6339,0.596,1.291,1.9859999999999998,105,-1,0,0
0,0.05,8,-1.0,4908,3247,7202,0.661,1.467,2.273,105,-1,0,0
0,0.05,7,-1.0,4908,3548,8100,0.723,1.65,2.577,105,-1,0,0
0,0.05,6,-1.0,4908,4019,9000,0.819,1.833,2.847,105,-1,0,0
0,0.05,5,-1.0,4908,6359,9854,1.295,2.007,2.7190000000000003,105,-1,0,0
0,0.05,9,-1.0,3814,1995,4118,0.523,1.079,1.6349999999999998,80,-1,0,0
0,0.05,8,-1.0,3814,2217,4711,0.581,1.235,1.8890000000000002,80,-1,0,0
0,0.05,7,-1.0,3814,2483,5396,0.651,1.414,2.1769999999999996,80,-1,0,0
0,0.05,6,-1.0,3814,2928,6152,0.767,1.613,2.459,80,-1,0,0
0,0.05,5,-1.0,3814,4772,6944,1.251,1.82,2.3890000000000002,80,-1,0,0
0,0.05,9,-1.0,2670,1194,2319,0.447,0.868,1.289,55,-1,0,0
0,0.05,8,-1.0,2670,1397,2828,0.523,1.059,1.5949999999999998,55,-1,0,0
0,0.05,7,-1.0,2670,1575,3287,0.59,1.231,1.8720000000000003,55,-1,0,0
0,0.05,6,-1.0,2670,1850,3747,0.693,1.403,2.113,55,-1,0,0
0,0.05,5,-1.0,2670,3212,4107,1.203,1.538,1.873,55,-1,0,0
0,0.05,9,-1.0,1403,542,1008,0.386,0.718,1.0499999999999998,30,-1,0,0
0,0.05,8,-1.0,1403,603,1114,0.429,0.793,1.157,30,-1,0,0
0,0.05,7,-1.0,1403,691,1262,0.492,0.899,1.306,30,-1,0,0
0,0.05,6,-1.0,1403,867,1456,0.618,1.037,1.456,30,-1,0,0
0,0.05,5,-1.0,1403,1647,1678,1.173,1.195,1.217,30,-1,0,0
0,0.05,9,-1.0,4983,1706,4950,0.342,0.993,1.644,105,-1,8,0
0,0.05,8,-1.0,4983,1997,5763,0.401,1.156,1.9109999999999998,105,-1,8,0
0,0.05,7,-1.0,4983,2328,6706,0.467,1.346,2.225,105,-1,8,0
0,0.05,6,-1.0,4983,2706,7751,0.543,1.555,2.5669999999999997,105,-1,8,0
0,0.05,5,-1.0,4983,3245,8950,0.651,1.796,2.941,105,-1,8,0
0,0.05,9,-1.0,3762,1260,3645,0.335,0.969,1.603,80,-1,8,0
0,0.05,8,-1.0,3762,1444,4204,0.384,1.117,1.85,80,-1,8,0
0,0.05,7,-1.0,3762,1675,4855,0.445,1.29,2.1350000000000002,80,-1,8,0
0,0.05,6,-1.0,3762,1955,5646,0.52,1.5,2.48,80,-1,8,0
0,0.05,5,-1.0,3762,2289,6406,0.608,1.702,2.796,80,-1,8,0
0,0.05,9,-1.0,2620,872,2507,0.333,0.957,1.581,55,-1,8,0
0,0.05,8,-1.0,2620,984,2846,0.375,1.086,1.7970000000000002,55,-1,8,0
0,0.05,7,-1.0,2620,1136,3296,0.433,1.258,2.083,55,-1,8,0
0,0.05,6,-1.0,2620,1327,3854,0.506,1.47,2.434,55,-1,8,0
0,0.05,5,-1.0,2620,1554,4410,0.593,1.683,2.773,55,-1,8,0
0,0.05,9,-1.0,1422,484,1388,0.34,0.975,1.6099999999999999,30,-1,8,0
0,0.05,8,-1.0,1422,560,1626,0.394,1.143,1.892,30,-1,8,0
0,0.05,7,-1.0,1422,632,1841,0.444,1.294,2.144,30,-1,8,0
0,0.05,6,-1.0,1422,707,2056,0.497,1.445,2.3930000000000002,30,-1,8,0
0,0.05,5,-1.0,1422,820,2347,0.576,1.649,2.722,30,-1,8,0
0,0.05,9,-1.0,5054,1885,5197,0.373,1.028,1.683,105,-1,4,0
0,0.05,8,-1.0,5054,2202,6046,0.436,1.196,1.956,105,-1,4,0
0,0.05,7,-1.0,5054,2552,7019,0.505,1.389,2.273,105,-1,4,0
0,0.05,6,-1.0,5054,2997,8161,0.593,1.614,2.6350000000000002,105,-1,4,0
0,0.05,5,-1.0,5054,3647,9466,0.721,1.873,3.025,105,-1,4,0
0,0.05,9,-1.0,3740,1377,3792,0.368,1.014,1.6600000000000001,80,-1,4,0
0,0.05,8,-1.0,3740,1587,4359,0.424,1.165,1.9060000000000001,80,-1,4,0
0,0.05,7,-1.0,3740,1828,5064,0.489,1.354,2.2190000000000003,80,-1,4,0
0,0.05,6,-1.0,3740,2112,5841,0.565,1.561,2.557,80,-1,4,0
0,0.05,5,-1.0,3740,2495,6698,0.667,1.79,2.9130000000000003,80,-1,4,0
0,0.05,9,-1.0,2722,913,2469,0.335,0.907,1.479,55,-1,4,0
0,0.05,8,-1.0,2722,1024,2785,0.376,1.023,1.67,55,-1,4,0
0,0.05,7,-1.0,2722,1187,3268,0.436,1.2,1.964,55,-1,4,0
0,0.05,6,-1.0,2722,1369,3790,0.503,1.392,2.2809999999999997,55,-1,4,0
0,0.05,5,-1.0,2722,1646,4429,0.604,1.627,2.65,55,-1,4,0
0,0.05,9,-1.0,1424,455,1232,0.319,0.865,1.411,30,-1,4,0
0,0.05,8,-1.0,1424,524,1428,0.368,1.002,1.6360000000000001,30,-1,4,0
0,0.05,7,-1.0,1424,595,1634,0.418,1.147,1.8760000000000001,30,-1,4,0
0,0.05,6,-1.0,1424,689,1895,0.484,1.33,2.176,30,-1,4,0
0,0.05,5,-1.0,1424,832,2236,0.584,1.569,2.554,30,-1,4,0
0,0.05,9,-1.0,5126,2902,6200,0.566,1.209,1.8520000000000003,105,-1,0,0
0,0.05,8,-1.0,5126,3226,7122,0.629,1.389,2.149,105,-1,0,0
0,0.05,7,-1.0,5126,3544,8055,0.691,1.571,2.451,105,-1,0,0
0,0.05,6,-1.0,5126,3971,9094,0.775,1.774,2.773,105,-1,0,0
0,0.05,5,-1.0,5126,5047,10156,0.984,1.981,2.978,105,-1,0,0
0,0.05,9,-1.0,3892,2036,4159,0.523,1.068,1.613,80,-1,0,0
0,0.05,8,-1.0,3892,2268,4799,0.583,1.233,1.8830000000000002,80,-1,0,0
0,0.05,7,-1.0,3892,2520,5549,0.647,1.425,2.2030000000000003,80,-1,0,0
0,0.05,6,-1.0,3892,2806,6212,0.721,1.596,2.471,80,-1,0,0
0,0.05,5,-1.0,3892,3534,6993,0.908,1.796,2.684,80,-1,0,0
0,0.05,9,-1.0,2607,1189,2286,0.456,0.877,1.298,55,-1,0,0
0,0.05,8,-1.0,2607,1335,2728,0.512,1.046,1.58,55,-1,0,0
0,0.05,7,-1.0,2607,1491,3171,0.572,1.216,1.8599999999999999,55,-1,0,0
0,0.05,6,-1.0,2607,1684,3583,0.646,1.374,2.1020000000000003,55,-1,0,0
0,0.05,5,-1.0,2607,2060,3997,0.79,1.533,2.276,55,-1,0,0
0,0.05,9,-1.0,1403,544,1016,0.387,0.724,1.061,30,-1,0,0
0,0.05,8,-1.0,1403,614,1158,0.437,0.825,1.2129999999999999,30,-1,0,0
0,0.05,7,-1.0,1403,696,1310,0.496,0.933,1.37,30,-1,0,0
0,0.05,6,-1.0,1403,776,1464,0.553,1.043,1.533,30,-1,0,0
0,0.05,5,-1.0,1403,913,1622,0.65,1.155,1.6600000000000001,30,-1,0,0
