InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,fraction of right changes,Coverage Depth,Ratio
100,0.1,5,0.97,8,1,1,0.125,0.111,0.65
100,0.1,4,0.97,8,2,2,0.25,0.222,0.65
100,0.1,3,0.97,8,3,3,0.375,0.333,0.65
100,0.1,2,0.97,8,2,2,0.25,0.222,0.65
100,0.1,1,0.97,8,3,1,0.375,0.111,0.65
100,0.1,5,0.97,6,0,0,0.0,0.0,0.625
100,0.1,4,0.97,6,0,0,0.0,0.0,0.625
100,0.1,3,0.97,6,2,2,0.333,0.286,0.625
100,0.1,2,0.97,6,2,2,0.333,0.286,0.625
100,0.1,1,0.97,6,3,1,0.5,0.143,0.625
100,0.1,5,0.97,7,1,1,0.143,0.125,0.6
100,0.1,4,0.97,7,0,0,0.0,0.0,0.6
100,0.1,3,0.97,7,1,1,0.143,0.125,0.6
100,0.1,2,0.97,7,0,0,0.0,0.0,0.6
100,0.1,1,0.97,7,2,0,0.286,0.0,0.6
100,0.1,5,0.97,10,0,0,0.0,0.0,0.575
100,0.1,4,0.97,10,0,0,0.0,0.0,0.575
100,0.1,3,0.97,10,1,1,0.1,0.091,0.575
100,0.1,2,0.97,10,2,2,0.2,0.182,0.575
100,0.1,1,0.97,10,6,4,0.6,0.364,0.575
100,0.1,5,0.97,7,0,0,0.0,0.0,0.55
100,0.1,4,0.97,7,0,0,0.0,0.0,0.55
100,0.1,3,0.97,7,4,4,0.571,0.5,0.55
100,0.1,2,0.97,7,4,4,0.571,0.5,0.55
100,0.1,1,0.97,7,5,4,0.714,0.5,0.55
100,0.1,5,0.97,9,0,0,0.0,0.0,0.525
100,0.1,4,0.97,9,2,2,0.222,0.2,0.525
100,0.1,3,0.97,9,2,2,0.222,0.2,0.525
100,0.1,2,0.97,9,1,1,0.111,0.1,0.525
100,0.1,1,0.97,9,0,0,0.0,0.0,0.525
100,0.1,5,0.97,8,0,0,0.0,0.0,0.5
100,0.1,4,0.97,8,0,0,0.0,0.0,0.5
100,0.1,3,0.97,8,0,0,0.0,0.0,0.5
100,0.1,2,0.97,8,2,2,0.25,0.222,0.5
100,0.1,1,0.97,8,2,0,0.25,0.0,0.5
100,0.1,5,0.97,10,1,1,0.1,0.091,0.475
100,0.1,4,0.97,10,1,1,0.1,0.091,0.475
100,0.1,3,0.97,10,4,4,0.4,0.364,0.475
100,0.1,2,0.97,10,4,4,0.4,0.364,0.475
100,0.1,1,0.97,10,2,2,0.2,0.182,0.475
100,0.1,5,0.97,8,1,1,0.125,0.111,0.45
100,0.1,4,0.97,8,1,1,0.125,0.111,0.45
100,0.1,3,0.97,8,1,1,0.125,0.111,0.45
100,0.1,2,0.97,8,1,1,0.125,0.111,0.45
100,0.1,1,0.97,8,2,1,0.25,0.111,0.45
100,0.1,5,0.97,7,0,0,0.0,0.0,0.425
100,0.1,4,0.97,7,0,0,0.0,0.0,0.425
100,0.1,3,0.97,7,0,0,0.0,0.0,0.425
100,0.1,2,0.97,7,2,2,0.286,0.25,0.425
100,0.1,1,0.97,7,0,0,0.0,0.0,0.425
100,0.1,5,0.97,9,0,0,0.0,0.0,0.4
100,0.1,4,0.97,9,0,0,0.0,0.0,0.4
100,0.1,3,0.97,9,0,0,0.0,0.0,0.4
100,0.1,2,0.97,9,0,0,0.0,0.0,0.4
100,0.1,1,0.97,9,0,0,0.0,0.0,0.4
100,0.1,5,0.9,15,1,1,0.067,0.062,1.0
100,0.1,4,0.9,15,1,1,0.067,0.062,1.0
100,0.1,3,0.9,15,3,3,0.2,0.188,1.0
100,0.1,2,0.9,15,6,5,0.4,0.312,1.0
100,0.1,1,0.9,15,3,2,0.2,0.125,1.0
100,0.1,5,0.9,13,2,2,0.154,0.143,0.975
100,0.1,4,0.9,13,2,2,0.154,0.143,0.975
100,0.1,3,0.9,13,2,2,0.154,0.143,0.975
100,0.1,2,0.9,13,4,4,0.308,0.286,0.975
100,0.1,1,0.9,13,5,5,0.385,0.357,0.975
100,0.1,5,0.9,14,0,0,0.0,0.0,0.95
100,0.1,4,0.9,14,0,0,0.0,0.0,0.95
100,0.1,3,0.9,14,0,0,0.0,0.0,0.95
100,0.1,2,0.9,14,4,4,0.286,0.267,0.95
100,0.1,1,0.9,14,4,2,0.286,0.133,0.95
100,0.1,5,0.9,9,1,1,0.111,0.1,0.925
100,0.1,4,0.9,9,1,1,0.111,0.1,0.925
100,0.1,3,0.9,9,2,2,0.222,0.2,0.925
100,0.1,2,0.9,9,2,2,0.222,0.2,0.925
100,0.1,1,0.9,9,1,0,0.111,0.0,0.925
100,0.1,5,0.9,11,1,1,0.091,0.083,0.9
100,0.1,4,0.9,11,1,1,0.091,0.083,0.9
100,0.1,3,0.9,11,2,2,0.182,0.167,0.9
100,0.1,2,0.9,11,3,2,0.273,0.167,0.9
100,0.1,1,0.9,11,2,0,0.182,0.0,0.9
100,0.1,5,0.9,10,1,1,0.1,0.091,0.875
100,0.1,4,0.9,10,2,2,0.2,0.182,0.875
100,0.1,3,0.9,10,2,2,0.2,0.182,0.875
100,0.1,2,0.9,10,3,3,0.3,0.273,0.875
100,0.1,1,0.9,10,2,1,0.2,0.091,0.875
100,0.1,5,0.9,10,0,0,0.0,0.0,0.85
100,0.1,4,0.9,10,0,0,0.0,0.0,0.85
