InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,net Correction,Coverage Depth,Ratio,Alpha,DudeWin
0,0.05,6,-1.0,465,220,601,0.472,0.466,10,-1,16,0
0,0.05,5,-1.0,465,262,613,0.562,0.41,10,-1,16,0
0,0.05,9,-1.0,1178,375,984,0.318,0.319,26,-1,12,0
0,0.05,8,-1.0,1178,428,1122,0.363,0.364,26,-1,12,0
0,0.05,7,-1.0,1178,475,1253,0.403,0.402,26,-1,12,0
0,0.05,6,-1.0,1178,545,1444,0.462,0.448,26,-1,12,0
0,0.05,5,-1.0,1178,723,1562,0.613,0.405,26,-1,12,0
0,0.05,9,-1.0,796,257,680,0.322,0.324,18,-1,12,0
0,0.05,8,-1.0,796,292,785,0.366,0.368,18,-1,12,0
0,0.05,7,-1.0,796,329,892,0.413,0.414,18,-1,12,0
0,0.05,6,-1.0,796,396,1051,0.497,0.498,18,-1,12,0
0,0.05,5,-1.0,796,499,1130,0.626,0.438,18,-1,12,0
0,0.05,9,-1.0,464,146,364,0.314,0.316,10,-1,12,0
0,0.05,8,-1.0,464,164,423,0.353,0.355,10,-1,12,0
0,0.05,7,-1.0,464,179,471,0.385,0.387,10,-1,12,0
0,0.05,6,-1.0,464,200,519,0.43,0.428,10,-1,12,0
0,0.05,5,-1.0,464,238,525,0.512,0.359,10,-1,12,0
0,0.05,9,-1.0,1215,412,1013,0.339,0.34,26,-1,8,0
0,0.05,8,-1.0,1215,468,1191,0.385,0.386,26,-1,8,0
0,0.05,7,-1.0,1215,523,1381,0.43,0.431,26,-1,8,0
0,0.05,6,-1.0,1215,596,1535,0.49,0.462,26,-1,8,0
0,0.05,5,-1.0,1215,823,1595,0.677,0.353,26,-1,8,0
0,0.05,9,-1.0,834,269,663,0.322,0.323,18,-1,8,0
0,0.05,8,-1.0,834,314,774,0.376,0.377,18,-1,8,0
0,0.05,7,-1.0,834,353,892,0.423,0.424,18,-1,8,0
0,0.05,6,-1.0,834,420,1071,0.503,0.486,18,-1,8,0
0,0.05,5,-1.0,834,601,1125,0.72,0.341,18,-1,8,0
0,0.05,9,-1.0,483,149,371,0.308,0.31,10,-1,8,0
0,0.05,8,-1.0,483,171,422,0.353,0.355,10,-1,8,0
0,0.05,7,-1.0,483,208,513,0.43,0.432,10,-1,8,0
0,0.05,6,-1.0,483,243,592,0.502,0.488,10,-1,8,0
0,0.05,5,-1.0,483,374,660,0.773,0.353,10,-1,8,0
0,0.05,9,-1.0,1213,427,1029,0.352,0.353,26,-1,4,0
0,0.05,8,-1.0,1213,467,1141,0.385,0.386,26,-1,4,0
0,0.05,7,-1.0,1213,532,1279,0.438,0.434,26,-1,4,0
0,0.05,6,-1.0,1213,656,1397,0.54,0.428,26,-1,4,0
0,0.05,5,-1.0,1213,1471,1568,1.212,-0.068,26,-1,4,0
0,0.05,9,-1.0,858,268,573,0.312,0.313,18,-1,4,0
0,0.05,8,-1.0,858,297,669,0.346,0.347,18,-1,4,0
0,0.05,7,-1.0,858,347,823,0.404,0.4,18,-1,4,0
0,0.05,6,-1.0,858,444,992,0.517,0.426,18,-1,4,0
0,0.05,5,-1.0,858,1118,1057,1.302,-0.208,18,-1,4,0
0,0.05,9,-1.0,470,157,320,0.333,0.335,10,-1,4,0
0,0.05,8,-1.0,470,185,381,0.393,0.395,10,-1,4,0
0,0.05,7,-1.0,470,218,465,0.463,0.456,10,-1,4,0
0,0.05,6,-1.0,470,276,567,0.586,0.478,10,-1,4,0
0,0.05,5,-1.0,470,630,624,1.338,-0.163,10,-1,4,0
0,0.05,9,-1.0,1237,473,854,0.382,0.308,26,-1,0,0
0,0.05,8,-1.0,1237,557,1021,0.45,0.365,26,-1,0,0
0,0.05,7,-1.0,1237,714,1206,0.577,0.379,26,-1,0,0
0,0.05,6,-1.0,1237,1282,1395,1.036,0.059,26,-1,0,0
0,0.05,5,-1.0,1237,4810,1721,3.885,-2.496,26,-1,0,0
0,0.05,9,-1.0,854,313,588,0.366,0.324,18,-1,0,0
0,0.05,8,-1.0,854,372,694,0.435,0.379,18,-1,0,0
0,0.05,7,-1.0,854,437,766,0.511,0.387,18,-1,0,0
0,0.05,6,-1.0,854,855,870,1.0,0.03,18,-1,0,0
0,0.05,5,-1.0,854,3544,998,4.145,-2.832,18,-1,0,0
0,0.05,9,-1.0,467,160,276,0.342,0.25,10,-1,0,0
0,0.05,8,-1.0,467,199,338,0.425,0.301,10,-1,0,0
0,0.05,7,-1.0,467,247,406,0.528,0.346,10,-1,0,0
0,0.05,6,-1.0,467,519,480,1.109,-0.073,10,-1,0,0
0,0.05,5,-1.0,467,2447,505,5.229,-4.011,10,-1,0,0
0,0.05,9,-1.0,1258,200,762,0.159,0.16,26,-1,44,0
0,0.05,8,-1.0,1258,236,890,0.187,0.188,26,-1,44,0
0,0.05,7,-1.0,1258,281,1061,0.223,0.224,26,-1,44,0
0,0.05,6,-1.0,1258,345,1264,0.274,0.273,26,-1,44,0
0,0.05,5,-1.0,1258,381,1341,0.303,0.272,26,-1,44,0
0,0.05,9,-1.0,821,148,548,0.18,0.181,18,-1,44,0
0,0.05,8,-1.0,821,177,657,0.215,0.217,18,-1,44,0
0,0.05,7,-1.0,821,198,734,0.241,0.24,18,-1,44,0
0,0.05,6,-1.0,821,251,882,0.305,0.299,18,-1,44,0
0,0.05,5,-1.0,821,272,926,0.331,0.291,18,-1,44,0
0,0.05,9,-1.0,448,87,315,0.194,0.196,10,-1,44,0
0,0.05,8,-1.0,448,107,385,0.238,0.241,10,-1,44,0
0,0.05,7,-1.0,448,128,451,0.285,0.283,10,-1,44,0
0,0.05,6,-1.0,448,133,488,0.296,0.292,10,-1,44,0
0,0.05,5,-1.0,448,153,521,0.341,0.294,10,-1,44,0
0,0.05,9,-1.0,1216,244,840,0.2,0.201,26,-1,40,0
0,0.05,8,-1.0,1216,298,1011,0.245,0.246,26,-1,40,0
0,0.05,7,-1.0,1216,340,1157,0.279,0.28,26,-1,40,0
0,0.05,6,-1.0,1216,399,1338,0.328,0.327,26,-1,40,0
0,0.05,5,-1.0,1216,455,1455,0.374,0.336,26,-1,40,0
0,0.05,9,-1.0,835,163,564,0.195,0.196,18,-1,40,0
0,0.05,8,-1.0,835,197,674,0.236,0.237,18,-1,40,0
0,0.05,7,-1.0,835,236,808,0.282,0.283,18,-1,40,0
0,0.05,6,-1.0,835,277,944,0.331,0.333,18,-1,40,0
0,0.05,5,-1.0,835,294,972,0.352,0.311,18,-1,40,0
0,0.05,9,-1.0,456,82,301,0.179,0.182,10,-1,40,0
0,0.05,8,-1.0,456,96,345,0.21,0.212,10,-1,40,0
0,0.05,7,-1.0,456,120,418,0.263,0.265,10,-1,40,0
0,0.05,6,-1.0,456,149,496,0.326,0.319,10,-1,40,0
0,0.05,5,-1.0,456,155,512,0.339,0.298,10,-1,40,0
0,0.05,9,-1.0,1250,271,887,0.217,0.217,26,-1,36,0
0,0.05,8,-1.0,1250,315,1026,0.252,0.253,26,-1,36,0
0,0.05,7,-1.0,1250,370,1206,0.296,0.297,26,-1,36,0
0,0.05,6,-1.0,1250,455,1460,0.364,0.361,26,-1,36,0
0,0.05,5,-1.0,1250,523,1566,0.418,0.365,26,-1,36,0
0,0.05,9,-1.0,841,190,624,0.226,0.227,18,-1,36,0
0,0.05,8,-1.0,841,223,730,0.265,0.266,18,-1,36,0
0,0.05,7,-1.0,841,259,857,0.308,0.309,18,-1,36,0
0,0.05,6,-1.0,841,300,970,0.356,0.35,18,-1,36,0
0,0.05,5,-1.0,841,339,1044,0.403,0.361,18,-1,36,0
0,0.05,9,-1.0,488,112,364,0.229,0.231,10,-1,36,0
0,0.05,8,-1.0,488,114,391,0.233,0.235,10,-1,36,0
0,0.05,7,-1.0,488,152,499,0.311,0.313,10,-1,36,0
0,0.05,6,-1.0,488,183,593,0.374,0.376,10,-1,36,0
0,0.05,5,-1.0,488,219,654,0.448,0.397,10,-1,36,0
0,0.05,9,-1.0,1213,292,919,0.241,0.241,26,-1,32,0
0,0.05,8,-1.0,1213,344,1073,0.283,0.284,26,-1,32,0
0,0.05,7,-1.0,1213,409,1290,0.337,0.338,26,-1,32,0
0,0.05,6,-1.0,1213,475,1476,0.391,0.392,26,-1,32,0
0,0.05,5,-1.0,1213,562,1628,0.463,0.4,26,-1,32,0
0,0.05,9,-1.0,863,204,652,0.236,0.237,18,-1,32,0
0,0.05,8,-1.0,863,247,776,0.286,0.287,18,-1,32,0
0,0.05,7,-1.0,863,285,900,0.33,0.331,18,-1,32,0
0,0.05,6,-1.0,863,346,1066,0.4,0.397,18,-1,32,0
0,0.05,5,-1.0,863,380,1073,0.44,0.362,18,-1,32,0
0,0.05,9,-1.0,496,112,363,0.225,0.227,10,-1,32,0
0,0.05,8,-1.0,496,140,432,0.282,0.284,10,-1,32,0
0,0.05,7,-1.0,496,163,504,0.328,0.33,10,-1,32,0
0,0.05,6,-1.0,496,183,572,0.368,0.37,10,-1,32,0
0,0.05,5,-1.0,496,197,583,0.396,0.36,10,-1,32,0
0,0.05,9,-1.0,1213,336,1009,0.277,0.278,26,-1,28,0
0,0.05,8,-1.0,1213,389,1172,0.32,0.321,26,-1,28,0
0,0.05,7,-1.0,1213,464,1393,0.382,0.383,26,-1,28,0
0,0.05,6,-1.0,1213,534,1585,0.44,0.426,26,-1,28,0
0,0.05,5,-1.0,1213,609,1633,0.502,0.397,26,-1,28,0
0,0.05,9,-1.0,818,228,686,0.278,0.28,18,-1,28,0
0,0.05,8,-1.0,818,273,827,0.333,0.335,18,-1,28,0
0,0.05,7,-1.0,818,320,962,0.391,0.392,18,-1,28,0
0,0.05,6,-1.0,818,366,1095,0.447,0.441,18,-1,28,0
0,0.05,5,-1.0,818,432,1147,0.527,0.407,18,-1,28,0
0,0.05,9,-1.0,445,121,365,0.271,0.274,10,-1,28,0
0,0.05,8,-1.0,445,141,424,0.316,0.318,10,-1,28,0
0,0.05,7,-1.0,445,169,509,0.379,0.381,10,-1,28,0
0,0.05,6,-1.0,445,196,579,0.439,0.428,10,-1,28,0
0,0.05,5,-1.0,445,216,606,0.484,0.422,10,-1,28,0
0,0.05,9,-1.0,1278,308,898,0.241,0.242,26,-1,24,0
0,0.05,8,-1.0,1278,372,1084,0.291,0.292,26,-1,24,0
0,0.05,7,-1.0,1278,453,1321,0.354,0.352,26,-1,24,0
0,0.05,6,-1.0,1278,540,1568,0.422,0.41,26,-1,24,0
0,0.05,5,-1.0,1278,638,1682,0.499,0.401,26,-1,24,0
0,0.05,9,-1.0,838,224,657,0.267,0.268,18,-1,24,0
0,0.05,8,-1.0,838,267,772,0.318,0.319,18,-1,24,0
0,0.05,7,-1.0,838,291,848,0.347,0.348,18,-1,24,0
0,0.05,6,-1.0,838,350,1031,0.417,0.418,18,-1,24,0
0,0.05,5,-1.0,838,422,1106,0.503,0.399,18,-1,24,0
0,0.05,9,-1.0,500,127,366,0.253,0.255,10,-1,24,0
0,0.05,8,-1.0,500,141,410,0.281,0.283,10,-1,24,0
0,0.05,7,-1.0,500,180,517,0.359,0.361,10,-1,24,0
0,0.05,6,-1.0,500,210,610,0.419,0.413,10,-1,24,0
0,0.05,5,-1.0,500,245,626,0.489,0.369,10,-1,24,0
0,0.05,9,-1.0,1214,357,1000,0.294,0.295,26,-1,20,0
0,0.05,8,-1.0,1214,410,1162,0.337,0.338,26,-1,20,0
0,0.05,7,-1.0,1214,479,1367,0.394,0.395,26,-1,20,0
0,0.05,6,-1.0,1214,547,1548,0.45,0.444,26,-1,20,0
0,0.05,5,-1.0,1214,644,1651,0.53,0.432,26,-1,20,0
0,0.05,9,-1.0,864,248,692,0.287,0.288,18,-1,20,0
0,0.05,8,-1.0,864,309,859,0.357,0.358,18,-1,20,0
0,0.05,7,-1.0,864,360,1013,0.416,0.417,18,-1,20,0
0,0.05,6,-1.0,864,412,1157,0.476,0.461,18,-1,20,0
0,0.05,5,-1.0,864,472,1158,0.546,0.399,18,-1,20,0
0,0.05,9,-1.0,424,127,356,0.299,0.301,10,-1,20,0
0,0.05,8,-1.0,424,141,401,0.332,0.334,10,-1,20,0
0,0.05,7,-1.0,424,165,469,0.388,0.391,10,-1,20,0
0,0.05,6,-1.0,424,199,559,0.468,0.456,10,-1,20,0
0,0.05,5,-1.0,424,244,597,0.574,0.428,10,-1,20,0
0,0.05,9,-1.0,1210,404,1108,0.334,0.334,26,-1,16,0
0,0.05,8,-1.0,1210,458,1274,0.378,0.379,26,-1,16,0
0,0.05,7,-1.0,1210,506,1413,0.418,0.419,26,-1,16,0
0,0.05,6,-1.0,1210,565,1578,0.467,0.457,26,-1,16,0
0,0.05,5,-1.0,1210,720,1686,0.595,0.417,26,-1,16,0
0,0.05,9,-1.0,793,284,761,0.358,0.359,18,-1,16,0
0,0.05,8,-1.0,793,310,844,0.39,0.392,18,-1,16,0
0,0.05,7,-1.0,793,342,955,0.431,0.432,18,-1,16,0
0,0.05,6,-1.0,793,408,1121,0.514,0.503,18,-1,16,0
0,0.05,5,-1.0,793,477,1161,0.601,0.466,18,-1,16,0
0,0.05,9,-1.0,440,142,376,0.322,0.324,10,-1,16,0
0,0.05,8,-1.0,440,163,436,0.37,0.372,10,-1,16,0
0,0.05,7,-1.0,440,183,510,0.415,0.417,10,-1,16,0
0,0.05,6,-1.0,440,199,554,0.451,0.449,10,-1,16,0
0,0.05,5,-1.0,440,253,631,0.574,0.454,10,-1,16,0
0,0.05,9,-1.0,1284,410,1087,0.319,0.32,26,-1,12,0
0,0.05,8,-1.0,1284,468,1229,0.364,0.365,26,-1,12,0
0,0.05,7,-1.0,1284,535,1425,0.416,0.417,26,-1,12,0
0,0.05,6,-1.0,1284,623,1678,0.485,0.479,26,-1,12,0
0,0.05,5,-1.0,1284,752,1738,0.585,0.438,26,-1,12,0
0,0.05,9,-1.0,861,258,685,0.299,0.3,18,-1,12,0
0,0.05,8,-1.0,861,293,795,0.34,0.341,18,-1,12,0
0,0.05,7,-1.0,861,332,896,0.385,0.386,18,-1,12,0
0,0.05,6,-1.0,861,379,1015,0.44,0.427,18,-1,12,0
0,0.05,5,-1.0,861,493,1112,0.572,0.398,18,-1,12,0
0,0.05,9,-1.0,464,146,369,0.314,0.316,10,-1,12,0
0,0.05,8,-1.0,464,161,420,0.346,0.348,10,-1,12,0
0,0.05,7,-1.0,464,191,498,0.411,0.413,10,-1,12,0
0,0.05,6,-1.0,464,219,569,0.471,0.465,10,-1,12,0
0,0.05,5,-1.0,464,282,646,0.606,0.445,10,-1,12,0
0,0.05,9,-1.0,1254,397,1000,0.316,0.317,26,-1,8,0
0,0.05,8,-1.0,1254,451,1165,0.359,0.36,26,-1,8,0
0,0.05,7,-1.0,1254,513,1350,0.409,0.408,26,-1,8,0
0,0.05,6,-1.0,1254,594,1538,0.473,0.455,26,-1,8,0
0,0.05,5,-1.0,1254,870,1660,0.693,0.347,26,-1,8,0
0,0.05,9,-1.0,849,286,711,0.336,0.338,18,-1,8,0
0,0.05,8,-1.0,849,332,823,0.391,0.392,18,-1,8,0
0,0.05,7,-1.0,849,378,972,0.445,0.444,18,-1,8,0
0,0.05,6,-1.0,849,430,1097,0.506,0.484,18,-1,8,0
0,0.05,5,-1.0,849,624,1207,0.734,0.387,18,-1,8,0
0,0.05,9,-1.0,481,142,354,0.295,0.297,10,-1,8,0
0,0.05,8,-1.0,481,162,404,0.336,0.338,10,-1,8,0
0,0.05,7,-1.0,481,187,466,0.388,0.386,10,-1,8,0
0,0.05,6,-1.0,481,212,525,0.44,0.429,10,-1,8,0
0,0.05,5,-1.0,481,323,595,0.67,0.311,10,-1,8,0
0,0.05,9,-1.0,1228,409,997,0.333,0.334,26,-1,4,0
0,0.05,8,-1.0,1228,479,1178,0.39,0.391,26,-1,4,0
0,0.05,7,-1.0,1228,528,1279,0.43,0.426,26,-1,4,0
0,0.05,6,-1.0,1228,652,1441,0.531,0.43,26,-1,4,0
0,0.05,5,-1.0,1228,1393,1633,1.133,-0.015,26,-1,4,0
0,0.05,9,-1.0,834,261,598,0.313,0.314,18,-1,4,0
0,0.05,8,-1.0,834,310,743,0.371,0.372,18,-1,4,0
0,0.05,7,-1.0,834,357,877,0.428,0.429,18,-1,4,0
0,0.05,6,-1.0,834,443,971,0.531,0.423,18,-1,4,0
0,0.05,5,-1.0,834,1019,1065,1.22,-0.11,18,-1,4,0
0,0.05,9,-1.0,457,160,326,0.349,0.352,10,-1,4,0
0,0.05,8,-1.0,457,189,393,0.413,0.41,10,-1,4,0
0,0.05,7,-1.0,457,213,469,0.465,0.459,10,-1,4,0
0,0.05,6,-1.0,457,249,532,0.544,0.465,10,-1,4,0
0,0.05,5,-1.0,457,553,547,1.207,-0.148,10,-1,4,0
0,0.05,9,-1.0,1226,514,946,0.419,0.356,26,-1,0,0
0,0.05,8,-1.0,1226,592,1082,0.482,0.4,26,-1,0,0
0,0.05,7,-1.0,1226,708,1254,0.577,0.427,26,-1,0,0
0,0.05,6,-1.0,1226,1221,1474,0.995,0.143,26,-1,0,0
0,0.05,5,-1.0,1226,4420,1751,3.602,-2.2,26,-1,0,0
0,0.05,9,-1.0,865,324,610,0.374,0.334,18,-1,0,0
0,0.05,8,-1.0,865,359,668,0.415,0.36,18,-1,0,0
0,0.05,7,-1.0,865,428,750,0.494,0.378,18,-1,0,0
0,0.05,6,-1.0,865,794,856,0.917,0.097,18,-1,0,0
0,0.05,5,-1.0,865,3300,1039,3.811,-2.499,18,-1,0,0
0,0.05,9,-1.0,429,136,242,0.316,0.249,10,-1,0,0
0,0.05,8,-1.0,429,161,296,0.374,0.319,10,-1,0,0
0,0.05,7,-1.0,429,206,344,0.479,0.326,10,-1,0,0
0,0.05,6,-1.0,429,429,406,0.998,-0.042,10,-1,0,0
0,0.05,5,-1.0,429,2085,430,4.849,-3.698,10,-1,0,0
0,0.05,9,-1.0,1254,244,861,0.194,0.195,26,-1,44,0
0,0.05,8,-1.0,1254,275,989,0.219,0.22,26,-1,44,0
0,0.05,7,-1.0,1254,314,1118,0.25,0.251,26,-1,44,0
0,0.05,6,-1.0,1254,390,1344,0.311,0.305,26,-1,44,0
0,0.05,5,-1.0,1254,410,1391,0.327,0.295,26,-1,44,0
0,0.05,9,-1.0,824,164,585,0.199,0.2,18,-1,44,0
0,0.05,8,-1.0,824,189,682,0.229,0.23,18,-1,44,0
0,0.05,7,-1.0,824,215,766,0.261,0.262,18,-1,44,0
0,0.05,6,-1.0,824,248,883,0.301,0.299,18,-1,44,0
0,0.05,5,-1.0,824,272,933,0.33,0.304,18,-1,44,0
0,0.05,9,-1.0,457,85,300,0.186,0.188,10,-1,44,0
0,0.05,8,-1.0,457,99,359,0.216,0.218,10,-1,44,0
0,0.05,7,-1.0,457,121,433,0.264,0.266,10,-1,44,0
0,0.05,6,-1.0,457,138,495,0.301,0.303,10,-1,44,0
0,0.05,5,-1.0,457,156,533,0.341,0.312,10,-1,44,0
0,0.05,9,-1.0,1282,253,870,0.197,0.198,26,-1,40,0
0,0.05,8,-1.0,1282,301,1031,0.235,0.235,26,-1,40,0
0,0.05,7,-1.0,1282,333,1161,0.26,0.26,26,-1,40,0
0,0.05,6,-1.0,1282,410,1412,0.32,0.319,26,-1,40,0
0,0.05,5,-1.0,1282,464,1527,0.362,0.341,26,-1,40,0
0,0.05,9,-1.0,848,166,542,0.196,0.197,18,-1,40,0
0,0.05,8,-1.0,848,181,618,0.213,0.214,18,-1,40,0
0,0.05,7,-1.0,848,209,716,0.246,0.247,18,-1,40,0
0,0.05,6,-1.0,848,261,877,0.307,0.304,18,-1,40,0
0,0.05,5,-1.0,848,278,890,0.327,0.29,18,-1,40,0
0,0.05,9,-1.0,469,92,313,0.196,0.198,10,-1,40,0
0,0.05,8,-1.0,469,110,372,0.234,0.236,10,-1,40,0
0,0.05,7,-1.0,469,125,424,0.266,0.268,10,-1,40,0
0,0.05,6,-1.0,469,140,475,0.298,0.291,10,-1,40,0
0,0.05,5,-1.0,469,156,501,0.332,0.279,10,-1,40,0
0,0.05,9,-1.0,1198,256,852,0.214,0.214,26,-1,36,0
0,0.05,8,-1.0,1198,293,993,0.244,0.245,26,-1,36,0
0,0.05,7,-1.0,1198,354,1177,0.295,0.296,26,-1,36,0
0,0.05,6,-1.0,1198,444,1436,0.37,0.368,26,-1,36,0
0,0.05,5,-1.0,1198,474,1496,0.395,0.373,26,-1,36,0
0,0.05,9,-1.0,887,166,536,0.187,0.188,18,-1,36,0
0,0.05,8,-1.0,887,191,631,0.215,0.216,18,-1,36,0
0,0.05,7,-1.0,887,242,784,0.273,0.274,18,-1,36,0
0,0.05,6,-1.0,887,280,908,0.315,0.316,18,-1,36,0
0,0.05,5,-1.0,887,330,1008,0.372,0.332,18,-1,36,0
0,0.05,9,-1.0,459,88,287,0.191,0.193,10,-1,36,0
0,0.05,8,-1.0,459,98,324,0.213,0.215,10,-1,36,0
0,0.05,7,-1.0,459,124,408,0.27,0.272,10,-1,36,0
0,0.05,6,-1.0,459,144,474,0.313,0.311,10,-1,36,0
0,0.05,5,-1.0,459,170,536,0.37,0.343,10,-1,36,0
0,0.05,9,-1.0,1259,277,865,0.22,0.221,26,-1,32,0
0,0.05,8,-1.0,1259,334,1051,0.265,0.266,26,-1,32,0
0,0.05,7,-1.0,1259,402,1262,0.319,0.32,26,-1,32,0
0,0.05,6,-1.0,1259,473,1460,0.375,0.37,26,-1,32,0
0,0.05,5,-1.0,1259,519,1507,0.412,0.355,26,-1,32,0
0,0.05,9,-1.0,882,184,583,0.208,0.21,18,-1,32,0
0,0.05,8,-1.0,882,216,688,0.245,0.246,18,-1,32,0
0,0.05,7,-1.0,882,270,842,0.306,0.307,18,-1,32,0
0,0.05,6,-1.0,882,316,978,0.358,0.354,18,-1,32,0
0,0.05,5,-1.0,882,374,1080,0.424,0.36,18,-1,32,0
0,0.05,9,-1.0,480,113,352,0.235,0.237,10,-1,32,0
0,0.05,8,-1.0,480,133,414,0.277,0.279,10,-1,32,0
0,0.05,7,-1.0,480,153,472,0.318,0.32,10,-1,32,0
0,0.05,6,-1.0,480,168,515,0.349,0.341,10,-1,32,0
0,0.05,5,-1.0,480,197,563,0.41,0.351,10,-1,32,0
0,0.05,9,-1.0,1209,311,937,0.257,0.258,26,-1,28,0
0,0.05,8,-1.0,1209,364,1096,0.301,0.302,26,-1,28,0
0,0.05,7,-1.0,1209,431,1297,0.356,0.357,26,-1,28,0
0,0.05,6,-1.0,1209,508,1512,0.42,0.413,26,-1,28,0
0,0.05,5,-1.0,1209,583,1601,0.482,0.4,26,-1,28,0
0,0.05,9,-1.0,884,218,654,0.246,0.247,18,-1,28,0
0,0.05,8,-1.0,884,247,742,0.279,0.28,18,-1,28,0
0,0.05,7,-1.0,884,287,863,0.324,0.325,18,-1,28,0
0,0.05,6,-1.0,884,344,1036,0.389,0.385,18,-1,28,0
0,0.05,5,-1.0,884,406,1135,0.459,0.392,18,-1,28,0
0,0.05,9,-1.0,479,122,370,0.254,0.256,10,-1,28,0
0,0.05,8,-1.0,479,144,434,0.3,0.302,10,-1,28,0
0,0.05,7,-1.0,479,165,497,0.344,0.346,10,-1,28,0
0,0.05,6,-1.0,479,184,551,0.383,0.381,10,-1,28,0
0,0.05,5,-1.0,479,223,591,0.465,0.354,10,-1,28,0
0,0.05,9,-1.0,1233,345,1002,0.28,0.28,26,-1,24,0
0,0.05,8,-1.0,1233,416,1212,0.337,0.338,26,-1,24,0
0,0.05,7,-1.0,1233,490,1437,0.397,0.398,26,-1,24,0
0,0.05,6,-1.0,1233,559,1618,0.453,0.449,26,-1,24,0
0,0.05,5,-1.0,1233,661,1714,0.536,0.422,26,-1,24,0
0,0.05,9,-1.0,828,212,609,0.256,0.257,18,-1,24,0
0,0.05,8,-1.0,828,248,719,0.299,0.3,18,-1,24,0
0,0.05,7,-1.0,828,299,862,0.361,0.362,18,-1,24,0
