InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,fraction of right changes,net Correction,Coverage Depth,Ratio,Alpha,DudeWin
0,0.05,9,-1.0,2605,858,2517,0.329,0.966,1.603,55,-1,12,0
0,0.05,8,-1.0,2605,973,2861,0.373,1.098,1.8230000000000002,55,-1,12,0
0,0.05,7,-1.0,2605,1117,3278,0.429,1.258,2.087,55,-1,12,0
0,0.05,6,-1.0,2605,1326,3877,0.509,1.488,2.467,55,-1,12,0
0,0.05,5,-1.0,2605,1642,4366,0.63,1.675,2.72,55,-1,12,0
0,0.05,9,-1.0,1476,493,1438,0.334,0.974,1.6139999999999999,30,-1,12,0
0,0.05,8,-1.0,1476,560,1650,0.379,1.117,1.855,30,-1,12,0
0,0.05,7,-1.0,1476,645,1904,0.437,1.289,2.141,30,-1,12,0
0,0.05,6,-1.0,1476,737,2172,0.499,1.471,2.443,30,-1,12,0
0,0.05,5,-1.0,1476,917,2459,0.621,1.665,2.709,30,-1,12,0
0,0.05,9,-1.0,5013,1656,4811,0.33,0.96,1.5899999999999999,105,-1,8,0
0,0.05,8,-1.0,5013,1931,5605,0.385,1.118,1.8510000000000002,105,-1,8,0
0,0.05,7,-1.0,5013,2281,6556,0.455,1.308,2.161,105,-1,8,0
0,0.05,6,-1.0,5013,2660,7546,0.531,1.505,2.4789999999999996,105,-1,8,0
0,0.05,5,-1.0,5013,3450,8704,0.688,1.736,2.784,105,-1,8,0
0,0.05,9,-1.0,3969,1300,3775,0.327,0.951,1.575,80,-1,8,0
0,0.05,8,-1.0,3969,1473,4289,0.371,1.08,1.7890000000000001,80,-1,8,0
0,0.05,7,-1.0,3969,1697,4904,0.427,1.235,2.043,80,-1,8,0
0,0.05,6,-1.0,3969,2018,5720,0.508,1.441,2.374,80,-1,8,0
0,0.05,5,-1.0,3969,2620,6565,0.66,1.654,2.6479999999999997,80,-1,8,0
0,0.05,9,-1.0,2609,857,2468,0.328,0.946,1.5639999999999998,55,-1,8,0
0,0.05,8,-1.0,2609,993,2887,0.38,1.106,1.8320000000000003,55,-1,8,0
0,0.05,7,-1.0,2609,1126,3261,0.431,1.249,2.067,55,-1,8,0
0,0.05,6,-1.0,2609,1325,3795,0.508,1.454,2.4,55,-1,8,0
0,0.05,5,-1.0,2609,1700,4329,0.651,1.659,2.667,55,-1,8,0
0,0.05,9,-1.0,1456,482,1384,0.331,0.95,1.569,30,-1,8,0
0,0.05,8,-1.0,1456,543,1571,0.373,1.078,1.7830000000000001,30,-1,8,0
0,0.05,7,-1.0,1456,624,1824,0.428,1.252,2.076,30,-1,8,0
0,0.05,6,-1.0,1456,723,2069,0.496,1.42,2.344,30,-1,8,0
0,0.05,5,-1.0,1456,942,2390,0.647,1.64,2.633,30,-1,8,0
0,0.05,9,-1.0,4980,1838,5079,0.369,1.02,1.671,105,-1,4,0
0,0.05,8,-1.0,4980,2196,6054,0.441,1.215,1.989,105,-1,4,0
0,0.05,7,-1.0,4980,2593,7113,0.521,1.428,2.335,105,-1,4,0
0,0.05,6,-1.0,4980,3012,8144,0.605,1.635,2.665,105,-1,4,0
0,0.05,5,-1.0,4980,3983,9224,0.8,1.852,2.904,105,-1,4,0
0,0.05,9,-1.0,3732,1292,3562,0.346,0.954,1.5619999999999998,80,-1,4,0
0,0.05,8,-1.0,3732,1502,4195,0.402,1.124,1.846,80,-1,4,0
0,0.05,7,-1.0,3732,1732,4834,0.464,1.295,2.126,80,-1,4,0
0,0.05,6,-1.0,3732,2080,5647,0.557,1.513,2.469,80,-1,4,0
0,0.05,5,-1.0,3732,2849,6452,0.763,1.728,2.693,80,-1,4,0
0,0.05,9,-1.0,2633,854,2320,0.324,0.881,1.438,55,-1,4,0
0,0.05,8,-1.0,2633,1009,2776,0.383,1.054,1.725,55,-1,4,0
0,0.05,7,-1.0,2633,1194,3278,0.453,1.244,2.035,55,-1,4,0
0,0.05,6,-1.0,2633,1405,3799,0.533,1.442,2.351,55,-1,4,0
0,0.05,5,-1.0,2633,1948,4346,0.74,1.65,2.5599999999999996,55,-1,4,0
0,0.05,9,-1.0,1468,454,1208,0.309,0.822,1.335,30,-1,4,0
0,0.05,8,-1.0,1468,519,1384,0.353,0.942,1.531,30,-1,4,0
0,0.05,7,-1.0,1468,601,1626,0.409,1.107,1.805,30,-1,4,0
0,0.05,6,-1.0,1468,719,1902,0.489,1.295,2.101,30,-1,4,0
0,0.05,5,-1.0,1468,1026,2211,0.698,1.505,2.312,30,-1,4,0
0,0.05,9,-1.0,4983,2885,6198,0.579,1.244,1.909,105,-1,0,0
0,0.05,8,-1.0,4983,3200,7090,0.642,1.423,2.204,105,-1,0,0
0,0.05,7,-1.0,4983,3572,8026,0.717,1.61,2.503,105,-1,0,0
0,0.05,6,-1.0,4983,4198,9000,0.842,1.806,2.77,105,-1,0,0
0,0.05,5,-1.0,4983,7689,9855,1.543,1.977,2.4110000000000005,105,-1,0,0
0,0.05,9,-1.0,3849,2012,4066,0.523,1.056,1.589,80,-1,0,0
0,0.05,8,-1.0,3849,2282,4768,0.593,1.238,1.883,80,-1,0,0
0,0.05,7,-1.0,3849,2560,5571,0.665,1.447,2.229,80,-1,0,0
0,0.05,6,-1.0,3849,3104,6247,0.806,1.623,2.44,80,-1,0,0
0,0.05,5,-1.0,3849,5887,6844,1.529,1.778,2.027,80,-1,0,0
0,0.05,9,-1.0,2638,1145,2142,0.434,0.812,1.1900000000000002,55,-1,0,0
0,0.05,8,-1.0,2638,1325,2705,0.502,1.025,1.5479999999999998,55,-1,0,0
0,0.05,7,-1.0,2638,1533,3209,0.581,1.216,1.851,55,-1,0,0
0,0.05,6,-1.0,2638,1940,3729,0.735,1.413,2.091,55,-1,0,0
0,0.05,5,-1.0,2638,4175,4060,1.582,1.538,1.494,55,-1,0,0
0,0.05,9,-1.0,1453,525,974,0.361,0.67,0.9790000000000001,30,-1,0,0
0,0.05,8,-1.0,1453,598,1102,0.411,0.758,1.105,30,-1,0,0
0,0.05,7,-1.0,1453,690,1272,0.475,0.875,1.275,30,-1,0,0
0,0.05,6,-1.0,1453,917,1430,0.631,0.983,1.335,30,-1,0,0
0,0.05,5,-1.0,1453,2544,1673,1.75,1.151,0.552,30,-1,0,0
0,0.05,9,-1.0,5131,1693,5080,0.33,0.99,1.65,105,-1,28,0
0,0.05,8,-1.0,5131,1918,5754,0.374,1.121,1.8679999999999999,105,-1,28,0
0,0.05,7,-1.0,5131,2190,6567,0.427,1.28,2.133,105,-1,28,0
0,0.05,6,-1.0,5131,2452,7354,0.478,1.433,2.388,105,-1,28,0
0,0.05,5,-1.0,5131,2843,8477,0.554,1.652,2.75,105,-1,28,0
0,0.05,9,-1.0,3762,1197,3591,0.318,0.954,1.5899999999999999,80,-1,28,0
0,0.05,8,-1.0,3762,1355,4065,0.36,1.08,1.8000000000000003,80,-1,28,0
0,0.05,7,-1.0,3762,1532,4601,0.407,1.223,2.039,80,-1,28,0
0,0.05,6,-1.0,3762,1742,5226,0.463,1.389,2.315,80,-1,28,0
0,0.05,5,-1.0,3762,2035,6080,0.541,1.616,2.6910000000000003,80,-1,28,0
0,0.05,9,-1.0,2653,816,2448,0.307,0.922,1.5370000000000001,55,-1,28,0
0,0.05,8,-1.0,2653,913,2739,0.344,1.032,1.7200000000000002,55,-1,28,0
0,0.05,7,-1.0,2653,1030,3092,0.388,1.165,1.9420000000000002,55,-1,28,0
0,0.05,6,-1.0,2653,1170,3508,0.441,1.322,2.2030000000000003,55,-1,28,0
0,0.05,5,-1.0,2653,1367,4072,0.515,1.534,2.553,55,-1,28,0
0,0.05,9,-1.0,1427,472,1417,0.331,0.992,1.653,30,-1,28,0
0,0.05,8,-1.0,1427,526,1578,0.368,1.105,1.842,30,-1,28,0
0,0.05,7,-1.0,1427,595,1786,0.417,1.251,2.085,30,-1,28,0
0,0.05,6,-1.0,1427,673,2019,0.471,1.414,2.3569999999999998,30,-1,28,0
0,0.05,5,-1.0,1427,761,2258,0.533,1.581,2.629,30,-1,28,0
0,0.05,9,-1.0,4907,1619,4847,0.33,0.988,1.646,105,-1,24,0
0,0.05,8,-1.0,4907,1834,5500,0.374,1.121,1.8679999999999999,105,-1,24,0
0,0.05,7,-1.0,4907,2083,6240,0.424,1.271,2.118,105,-1,24,0
0,0.05,6,-1.0,4907,2404,7176,0.49,1.462,2.434,105,-1,24,0
0,0.05,5,-1.0,4907,2791,8228,0.569,1.676,2.783,105,-1,24,0
0,0.05,9,-1.0,3825,1215,3639,0.318,0.951,1.5839999999999999,80,-1,24,0
0,0.05,8,-1.0,3825,1391,4164,0.364,1.088,1.8120000000000003,80,-1,24,0
0,0.05,7,-1.0,3825,1564,4685,0.409,1.225,2.0410000000000004,80,-1,24,0
0,0.05,6,-1.0,3825,1776,5314,0.464,1.389,2.314,80,-1,24,0
0,0.05,5,-1.0,3825,2079,6127,0.543,1.601,2.659,80,-1,24,0
0,0.05,9,-1.0,2628,837,2505,0.318,0.953,1.5879999999999999,55,-1,24,0
0,0.05,8,-1.0,2628,947,2832,0.36,1.077,1.794,55,-1,24,0
0,0.05,7,-1.0,2628,1105,3311,0.42,1.259,2.098,55,-1,24,0
0,0.05,6,-1.0,2628,1272,3806,0.484,1.448,2.412,55,-1,24,0
0,0.05,5,-1.0,2628,1450,4305,0.552,1.638,2.7239999999999998,55,-1,24,0
0,0.05,9,-1.0,1460,467,1397,0.32,0.956,1.5919999999999999,30,-1,24,0
0,0.05,8,-1.0,1460,526,1576,0.36,1.079,1.798,30,-1,24,0
0,0.05,7,-1.0,1460,596,1787,0.408,1.223,2.0380000000000003,30,-1,24,0
0,0.05,6,-1.0,1460,678,2026,0.464,1.387,2.31,30,-1,24,0
0,0.05,5,-1.0,1460,778,2318,0.533,1.587,2.641,30,-1,24,0
0,0.05,9,-1.0,4983,1659,4958,0.333,0.995,1.657,105,-1,20,0
0,0.05,8,-1.0,4983,1880,5630,0.377,1.13,1.8829999999999998,105,-1,20,0
0,0.05,7,-1.0,4983,2137,6386,0.429,1.281,2.133,105,-1,20,0
0,0.05,6,-1.0,4983,2459,7298,0.493,1.464,2.435,105,-1,20,0
0,0.05,5,-1.0,4983,2883,8369,0.578,1.679,2.7800000000000002,105,-1,20,0
0,0.05,9,-1.0,3752,1214,3623,0.323,0.965,1.607,80,-1,20,0
0,0.05,8,-1.0,3752,1384,4135,0.369,1.102,1.8350000000000002,80,-1,20,0
0,0.05,7,-1.0,3752,1576,4711,0.42,1.255,2.09,80,-1,20,0
0,0.05,6,-1.0,3752,1803,5378,0.48,1.433,2.386,80,-1,20,0
0,0.05,5,-1.0,3752,2088,6120,0.556,1.631,2.706,80,-1,20,0
0,0.05,9,-1.0,2577,817,2437,0.317,0.945,1.573,55,-1,20,0
0,0.05,8,-1.0,2577,939,2807,0.364,1.089,1.814,55,-1,20,0
0,0.05,7,-1.0,2577,1077,3223,0.418,1.25,2.082,55,-1,20,0
0,0.05,6,-1.0,2577,1231,3680,0.478,1.427,2.3760000000000003,55,-1,20,0
0,0.05,5,-1.0,2577,1440,4217,0.559,1.636,2.7129999999999996,55,-1,20,0
0,0.05,9,-1.0,1479,475,1414,0.321,0.955,1.589,30,-1,20,0
0,0.05,8,-1.0,1479,544,1626,0.368,1.099,1.83,30,-1,20,0
0,0.05,7,-1.0,1479,613,1838,0.414,1.242,2.07,30,-1,20,0
0,0.05,6,-1.0,1479,689,2061,0.466,1.393,2.32,30,-1,20,0
0,0.05,5,-1.0,1479,801,2366,0.541,1.599,2.657,30,-1,20,0
0,0.05,9,-1.0,4791,1638,4883,0.342,1.019,1.6959999999999997,105,-1,16,0
0,0.05,8,-1.0,4791,1854,5517,0.387,1.151,1.915,105,-1,16,0
0,0.05,7,-1.0,4791,2102,6257,0.439,1.306,2.173,105,-1,16,0
0,0.05,6,-1.0,4791,2447,7241,0.511,1.511,2.5109999999999997,105,-1,16,0
0,0.05,5,-1.0,4791,2860,8244,0.597,1.72,2.843,105,-1,16,0
0,0.05,9,-1.0,3858,1224,3636,0.317,0.942,1.567,80,-1,16,0
0,0.05,8,-1.0,3858,1429,4252,0.37,1.102,1.834,80,-1,16,0
0,0.05,7,-1.0,3858,1643,4896,0.426,1.269,2.1119999999999997,80,-1,16,0
0,0.05,6,-1.0,3858,1853,5514,0.48,1.429,2.378,80,-1,16,0
0,0.05,5,-1.0,3858,2204,6431,0.571,1.666,2.761,80,-1,16,0
0,0.05,9,-1.0,2595,832,2471,0.32,0.952,1.5839999999999999,55,-1,16,0
0,0.05,8,-1.0,2595,955,2849,0.368,1.097,1.826,55,-1,16,0
0,0.05,7,-1.0,2595,1104,3288,0.425,1.267,2.109,55,-1,16,0
0,0.05,6,-1.0,2595,1273,3794,0.49,1.461,2.4320000000000004,55,-1,16,0
0,0.05,5,-1.0,2595,1475,4290,0.568,1.653,2.738,55,-1,16,0
0,0.05,9,-1.0,1397,462,1366,0.33,0.977,1.6239999999999999,30,-1,16,0
0,0.05,8,-1.0,1397,515,1523,0.368,1.089,1.81,30,-1,16,0
0,0.05,7,-1.0,1397,593,1753,0.424,1.254,2.084,30,-1,16,0
0,0.05,6,-1.0,1397,666,1974,0.476,1.412,2.348,30,-1,16,0
0,0.05,5,-1.0,1397,777,2258,0.556,1.615,2.674,30,-1,16,0
0,0.05,9,-1.0,4994,1634,4838,0.327,0.969,1.611,105,-1,12,0
0,0.05,8,-1.0,4994,1859,5514,0.372,1.104,1.8360000000000003,105,-1,12,0
0,0.05,7,-1.0,4994,2153,6351,0.431,1.271,2.1109999999999998,105,-1,12,0
0,0.05,6,-1.0,4994,2530,7398,0.507,1.481,2.455,105,-1,12,0
0,0.05,5,-1.0,4994,3039,8601,0.608,1.722,2.836,105,-1,12,0
0,0.05,9,-1.0,3769,1260,3714,0.334,0.985,1.636,80,-1,12,0
0,0.05,8,-1.0,3769,1416,4189,0.376,1.111,1.846,80,-1,12,0
0,0.05,7,-1.0,3769,1675,4964,0.444,1.317,2.19,80,-1,12,0
0,0.05,6,-1.0,3769,1913,5646,0.507,1.498,2.489,80,-1,12,0
0,0.05,5,-1.0,3769,2253,6481,0.598,1.719,2.8400000000000003,80,-1,12,0
0,0.05,9,-1.0,2564,822,2403,0.32,0.937,1.554,55,-1,12,0
0,0.05,8,-1.0,2564,936,2754,0.365,1.074,1.7830000000000001,55,-1,12,0
0,0.05,7,-1.0,2564,1083,3187,0.422,1.242,2.062,55,-1,12,0
0,0.05,6,-1.0,2564,1241,3652,0.484,1.424,2.364,55,-1,12,0
0,0.05,5,-1.0,2564,1468,4213,0.572,1.642,2.7119999999999997,55,-1,12,0
0,0.05,9,-1.0,1388,434,1278,0.312,0.92,1.528,30,-1,12,0
0,0.05,8,-1.0,1388,513,1513,0.369,1.089,1.809,30,-1,12,0
0,0.05,7,-1.0,1388,586,1734,0.422,1.248,2.074,30,-1,12,0
0,0.05,6,-1.0,1388,665,1981,0.479,1.426,2.3729999999999998,30,-1,12,0
0,0.05,5,-1.0,1388,781,2274,0.562,1.637,2.7119999999999997,30,-1,12,0
0,0.05,9,-1.0,4962,1728,5004,0.348,1.008,1.6680000000000001,105,-1,8,0
0,0.05,8,-1.0,4962,1984,5726,0.4,1.154,1.908,105,-1,8,0
0,0.05,7,-1.0,4962,2313,6657,0.466,1.341,2.2159999999999997,105,-1,8,0
0,0.05,6,-1.0,4962,2710,7784,0.546,1.568,2.59,105,-1,8,0
0,0.05,5,-1.0,4962,3260,9004,0.657,1.814,2.971,105,-1,8,0
0,0.05,9,-1.0,3867,1244,3578,0.322,0.925,1.528,80,-1,8,0
0,0.05,8,-1.0,3867,1420,4102,0.367,1.06,1.7530000000000001,80,-1,8,0
0,0.05,7,-1.0,3867,1650,4768,0.427,1.233,2.039,80,-1,8,0
0,0.05,6,-1.0,3867,1926,5586,0.498,1.444,2.3899999999999997,80,-1,8,0
0,0.05,5,-1.0,3867,2353,6564,0.608,1.697,2.786,80,-1,8,0
0,0.05,9,-1.0,2626,813,2339,0.309,0.89,1.471,55,-1,8,0
0,0.05,8,-1.0,2626,923,2663,0.351,1.014,1.677,55,-1,8,0
0,0.05,7,-1.0,2626,1070,3098,0.407,1.179,1.951,55,-1,8,0
0,0.05,6,-1.0,2626,1236,3585,0.47,1.365,2.26,55,-1,8,0
0,0.05,5,-1.0,2626,1485,4177,0.565,1.59,2.615,55,-1,8,0
0,0.05,9,-1.0,1456,456,1305,0.313,0.896,1.479,30,-1,8,0
0,0.05,8,-1.0,1456,524,1508,0.36,1.035,1.71,30,-1,8,0
0,0.05,7,-1.0,1456,610,1764,0.419,1.211,2.003,30,-1,8,0
0,0.05,6,-1.0,1456,699,2026,0.48,1.391,2.302,30,-1,8,0
0,0.05,5,-1.0,1456,821,2317,0.563,1.59,2.617,30,-1,8,0
0,0.05,9,-1.0,5044,1880,5124,0.373,1.016,1.659,105,-1,4,0
0,0.05,8,-1.0,5044,2209,6031,0.438,1.195,1.9520000000000002,105,-1,4,0
0,0.05,7,-1.0,5044,2503,6864,0.496,1.361,2.226,105,-1,4,0
0,0.05,6,-1.0,5044,2920,8027,0.579,1.591,2.6029999999999998,105,-1,4,0
0,0.05,5,-1.0,5044,3523,9295,0.698,1.842,2.986,105,-1,4,0
0,0.05,9,-1.0,3775,1343,3661,0.356,0.97,1.584,80,-1,4,0
0,0.05,8,-1.0,3775,1562,4280,0.414,1.133,1.852,80,-1,4,0
0,0.05,7,-1.0,3775,1793,4939,0.475,1.308,2.141,80,-1,4,0
0,0.05,6,-1.0,3775,2129,5850,0.564,1.549,2.534,80,-1,4,0
0,0.05,5,-1.0,3775,2537,6800,0.672,1.801,2.9299999999999997,80,-1,4,0
0,0.05,9,-1.0,2612,910,2446,0.348,0.936,1.524,55,-1,4,0
0,0.05,8,-1.0,2612,1044,2874,0.4,1.1,1.8000000000000003,55,-1,4,0
0,0.05,7,-1.0,2612,1235,3401,0.473,1.302,2.1310000000000002,55,-1,4,0
0,0.05,6,-1.0,2612,1443,3993,0.552,1.528,2.504,55,-1,4,0
0,0.05,5,-1.0,2612,1702,4615,0.651,1.766,2.8810000000000002,55,-1,4,0
0,0.05,9,-1.0,1540,470,1265,0.305,0.821,1.337,30,-1,4,0
0,0.05,8,-1.0,1540,545,1485,0.354,0.964,1.5739999999999998,30,-1,4,0
0,0.05,7,-1.0,1540,617,1700,0.4,1.103,1.806,30,-1,4,0
0,0.05,6,-1.0,1540,733,2009,0.476,1.304,2.132,30,-1,4,0
0,0.05,5,-1.0,1540,881,2355,0.572,1.528,2.484,30,-1,4,0
0,0.05,9,-1.0,4947,2917,6283,0.59,1.27,1.9500000000000002,105,-1,0,0
0,0.05,8,-1.0,4947,3263,7239,0.659,1.463,2.2670000000000003,105,-1,0,0
0,0.05,7,-1.0,4947,3550,8014,0.717,1.62,2.523,105,-1,0,0
0,0.05,6,-1.0,4947,3925,9028,0.793,1.825,2.8569999999999998,105,-1,0,0
0,0.05,5,-1.0,4947,4871,10004,0.984,2.022,3.0599999999999996,105,-1,0,0
0,0.05,9,-1.0,3726,1943,3939,0.521,1.057,1.593,80,-1,0,0
0,0.05,8,-1.0,3726,2155,4552,0.578,1.221,1.8640000000000003,80,-1,0,0
0,0.05,7,-1.0,3726,2405,5178,0.645,1.389,2.133,80,-1,0,0
0,0.05,6,-1.0,3726,2718,5956,0.729,1.598,2.467,80,-1,0,0
0,0.05,5,-1.0,3726,3380,6740,0.907,1.808,2.709,80,-1,0,0
0,0.05,9,-1.0,2633,1179,2243,0.448,0.852,1.256,55,-1,0,0
0,0.05,8,-1.0,2633,1334,2692,0.506,1.022,1.538,55,-1,0,0
0,0.05,7,-1.0,2633,1491,3157,0.566,1.199,1.8320000000000003,55,-1,0,0
0,0.05,6,-1.0,2633,1688,3626,0.641,1.377,2.113,55,-1,0,0
0,0.05,5,-1.0,2633,2068,4056,0.785,1.54,2.295,55,-1,0,0
0,0.05,9,-1.0,1471,574,1070,0.39,0.727,1.064,30,-1,0,0
0,0.05,8,-1.0,1471,656,1230,0.446,0.836,1.226,30,-1,0,0
0,0.05,7,-1.0,1471,731,1382,0.497,0.939,1.3809999999999998,30,-1,0,0
0,0.05,6,-1.0,1471,810,1528,0.55,1.038,1.526,30,-1,0,0
0,0.05,5,-1.0,1471,951,1700,0.646,1.155,1.6640000000000001,30,-1,0,0
