InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,fraction of right changes,net Correction,Coverage Depth,Ratio,Alpha
0,0.05,11,-1.0,4310,2480,2480,0.575,0.575,0.575,95,-1,11
0,0.05,10,-1.0,4310,2709,2709,0.628,0.628,0.628,95,-1,11
0,0.05,5,-1.0,8749,8060,7381,0.921,0.844,0.7669999999999999,185,-1,10
0,0.05,10,-1.0,3114,1843,1843,0.592,0.592,0.592,65,-1,10
0,0.05,9,-1.0,4310,2914,2914,0.676,0.676,0.676,95,-1,11
0,0.05,4,-1.0,8749,10759,7163,1.23,0.819,0.4079999999999999,185,-1,10
0,0.05,9,-1.0,3114,2005,2005,0.644,0.644,0.644,65,-1,10
0,0.05,8,-1.0,4310,3106,3106,0.72,0.72,0.72,95,-1,11
0,0.05,3,-1.0,8749,13391,5483,1.53,0.627,-0.276,185,-1,10
0,0.05,7,-1.0,4310,3338,3335,0.774,0.774,0.774,95,-1,11
0,0.05,8,-1.0,3114,2161,2161,0.694,0.694,0.694,65,-1,10
0,0.05,11,-1.0,8371,4526,4526,0.541,0.541,0.541,170,-1,10
0,0.05,6,-1.0,4310,3574,3535,0.829,0.82,0.8109999999999999,95,-1,11
0,0.05,7,-1.0,3114,2323,2322,0.746,0.745,0.744,65,-1,10
0,0.05,10,-1.0,8371,4951,4951,0.591,0.591,0.591,170,-1,10
0,0.05,5,-1.0,4310,3988,3696,0.925,0.857,0.7889999999999999,95,-1,11
0,0.05,4,-1.0,4310,5135,3564,1.191,0.827,0.46299999999999986,95,-1,11
0,0.05,6,-1.0,3114,2499,2478,0.802,0.796,0.79,65,-1,10
0,0.05,8,-1.0,8371,5758,5756,0.688,0.688,0.688,170,-1,10
0,0.05,3,-1.0,4310,6353,2716,1.474,0.63,-0.21399999999999997,95,-1,11
0,0.05,5,-1.0,3114,2825,2602,0.907,0.835,0.7629999999999999,65,-1,10
0,0.05,11,-1.0,3834,2171,2171,0.566,0.566,0.566,80,-1,11
0,0.05,7,-1.0,8371,6160,6146,0.736,0.734,0.732,170,-1,10
0,0.05,10,-1.0,3834,2358,2358,0.615,0.615,0.615,80,-1,11
0,0.05,4,-1.0,3114,3707,2496,1.19,0.801,0.41200000000000014,65,-1,10
0,0.05,6,-1.0,8371,6649,6568,0.794,0.785,0.776,170,-1,10
0,0.05,9,-1.0,3834,2509,2509,0.654,0.654,0.654,80,-1,11
0,0.05,3,-1.0,3114,4687,1900,1.505,0.61,-0.2849999999999999,65,-1,10
0,0.05,5,-1.0,8371,7600,6963,0.908,0.832,0.7559999999999999,170,-1,10
0,0.05,8,-1.0,3834,2705,2704,0.705,0.705,0.705,80,-1,11
0,0.05,4,-1.0,8371,10218,6758,1.22,0.807,0.39400000000000013,170,-1,10
0,0.05,7,-1.0,3834,2915,2910,0.76,0.759,0.758,80,-1,11
0,0.05,11,-1.0,2409,1285,1285,0.533,0.533,0.533,50,-1,10
0,0.05,3,-1.0,8371,12444,5167,1.486,0.617,-0.252,170,-1,10
0,0.05,6,-1.0,3834,3108,3084,0.81,0.804,0.798,80,-1,11
0,0.05,10,-1.0,2409,1397,1397,0.58,0.58,0.58,50,-1,10
0,0.05,5,-1.0,3834,3484,3268,0.908,0.852,0.7959999999999999,80,-1,11
0,0.05,11,-1.0,7336,4096,4096,0.558,0.558,0.558,155,-1,10
0,0.05,4,-1.0,3834,4511,3158,1.176,0.823,0.47,80,-1,11
0,0.05,9,-1.0,2409,1523,1523,0.632,0.632,0.632,50,-1,10
0,0.05,10,-1.0,7336,4447,4447,0.606,0.606,0.606,155,-1,10
0,0.05,3,-1.0,3834,5457,2373,1.423,0.619,-0.18500000000000005,80,-1,11
0,0.05,9,-1.0,7336,4796,4796,0.654,0.654,0.654,155,-1,10
0,0.05,8,-1.0,2409,1660,1660,0.689,0.689,0.689,50,-1,10
0,0.05,11,-1.0,3099,1771,1771,0.571,0.571,0.571,65,-1,11
0,0.05,8,-1.0,7336,5184,5183,0.707,0.706,0.705,155,-1,10
0,0.05,10,-1.0,3099,1900,1900,0.613,0.613,0.613,65,-1,11
0,0.05,7,-1.0,2409,1777,1774,0.737,0.736,0.735,50,-1,10
0,0.05,7,-1.0,7336,5553,5545,0.757,0.756,0.755,155,-1,10
0,0.05,9,-1.0,3099,2048,2048,0.661,0.661,0.661,65,-1,11
0,0.05,6,-1.0,7336,5972,5901,0.814,0.804,0.7940000000000002,155,-1,10
0,0.05,8,-1.0,3099,2188,2187,0.706,0.705,0.704,65,-1,11
0,0.05,6,-1.0,2409,1922,1902,0.798,0.789,0.78,50,-1,10
0,0.05,5,-1.0,7336,6729,6204,0.917,0.846,0.7749999999999999,155,-1,10
0,0.05,7,-1.0,3099,2330,2328,0.752,0.751,0.75,65,-1,11
0,0.05,5,-1.0,2409,2203,2035,0.914,0.844,0.7739999999999999,50,-1,10
0,0.05,4,-1.0,7336,8931,6025,1.217,0.821,0.4249999999999998,155,-1,10
0,0.05,5,-1.0,3099,2777,2592,0.896,0.836,0.7759999999999999,65,-1,11
0,0.05,3,-1.0,7336,11125,4656,1.516,0.635,-0.246,155,-1,10
0,0.05,4,-1.0,2409,2934,1947,1.217,0.808,0.399,50,-1,10
0,0.05,4,-1.0,3099,3614,2534,1.166,0.817,0.46799999999999997,65,-1,11
0,0.05,11,-1.0,6744,3643,3643,0.54,0.54,0.54,140,-1,10
0,0.05,3,-1.0,3099,4459,1920,1.438,0.619,-0.19999999999999996,65,-1,11
0,0.05,3,-1.0,2409,3659,1489,1.518,0.618,-0.28200000000000003,50,-1,10
0,0.05,10,-1.0,6744,3962,3962,0.587,0.587,0.587,140,-1,10
0,0.05,11,-1.0,2313,1280,1280,0.553,0.553,0.553,50,-1,11
0,0.05,9,-1.0,6744,4301,4299,0.638,0.637,0.636,140,-1,10
0,0.05,11,-1.0,1563,868,868,0.555,0.555,0.555,35,-1,10
0,0.05,10,-1.0,2313,1393,1393,0.602,0.602,0.602,50,-1,11
0,0.05,8,-1.0,6744,4647,4645,0.689,0.689,0.689,140,-1,10
0,0.05,9,-1.0,2313,1506,1506,0.651,0.651,0.651,50,-1,11
0,0.05,10,-1.0,1563,943,943,0.603,0.603,0.603,35,-1,10
0,0.05,8,-1.0,2313,1632,1632,0.705,0.705,0.705,50,-1,11
0,0.05,7,-1.0,6744,5022,5013,0.745,0.743,0.741,140,-1,10
0,0.05,7,-1.0,2313,1782,1782,0.77,0.77,0.77,50,-1,11
0,0.05,6,-1.0,6744,5386,5327,0.799,0.79,0.781,140,-1,10
0,0.05,9,-1.0,1563,1008,1008,0.645,0.645,0.645,35,-1,10
0,0.05,6,-1.0,2313,1892,1883,0.818,0.814,0.8099999999999999,50,-1,11
0,0.05,5,-1.0,6744,6196,5648,0.919,0.837,0.7549999999999999,140,-1,10
0,0.05,5,-1.0,2313,2109,1974,0.911,0.853,0.7949999999999999,50,-1,11
0,0.05,8,-1.0,1563,1084,1084,0.693,0.693,0.693,35,-1,10
0,0.05,4,-1.0,6744,8263,5471,1.225,0.811,0.397,140,-1,10
0,0.05,4,-1.0,2313,2761,1923,1.193,0.831,0.46899999999999986,50,-1,11
0,0.05,7,-1.0,1563,1153,1153,0.737,0.737,0.737,35,-1,10
0,0.05,3,-1.0,6744,10210,4221,1.514,0.626,-0.262,140,-1,10
0,0.05,3,-1.0,2313,3349,1442,1.447,0.623,-0.20100000000000007,50,-1,11
0,0.05,11,-1.0,5873,3244,3244,0.552,0.552,0.552,125,-1,10
0,0.05,6,-1.0,1563,1232,1221,0.788,0.781,0.774,35,-1,10
0,0.05,11,-1.0,1654,954,954,0.576,0.576,0.576,35,-1,11
0,0.05,10,-1.0,5873,3488,3488,0.594,0.594,0.594,125,-1,10
0,0.05,5,-1.0,1563,1392,1292,0.89,0.826,0.7619999999999999,35,-1,10
0,0.05,10,-1.0,1654,1038,1037,0.627,0.627,0.627,35,-1,11
0,0.05,9,-1.0,5873,3767,3766,0.641,0.641,0.641,125,-1,10
0,0.05,9,-1.0,1654,1103,1102,0.666,0.666,0.666,35,-1,11
0,0.05,4,-1.0,1563,1867,1256,1.194,0.803,0.41200000000000014,35,-1,10
0,0.05,8,-1.0,5873,4056,4054,0.691,0.69,0.689,125,-1,10
0,0.05,3,-1.0,1563,2399,978,1.534,0.625,-0.28400000000000003,35,-1,10
0,0.05,7,-1.0,5873,4349,4337,0.74,0.738,0.736,125,-1,10
0,0.05,6,-1.0,5873,4708,4665,0.801,0.794,0.787,125,-1,10
0,0.05,4,-1.0,5922,7276,4912,1.228,0.829,0.42999999999999994,125,-1,10
0,0.05,11,-1.0,943,512,512,0.542,0.542,0.542,20,-1,10
0,0.05,8,-1.0,1654,1173,1172,0.709,0.708,0.707,35,-1,11
0,0.05,5,-1.0,5873,5366,4968,0.914,0.846,0.7779999999999999,125,-1,10
0,0.05,11,-1.0,3820,2093,2093,0.548,0.548,0.548,80,-1,11
0,0.05,3,-1.0,5922,8834,3714,1.491,0.627,-0.2370000000000001,125,-1,10
0,0.05,4,-1.0,5873,7126,4778,1.213,0.813,0.4129999999999998,125,-1,10
0,0.05,10,-1.0,3820,2302,2301,0.602,0.602,0.602,80,-1,11
0,0.05,3,-1.0,5873,8878,3688,1.511,0.628,-0.2549999999999999,125,-1,10
0,0.05,10,-1.0,943,567,567,0.601,0.601,0.601,20,-1,10
0,0.05,11,-1.0,5217,2829,2829,0.542,0.542,0.542,110,-1,10
0,0.05,9,-1.0,943,619,619,0.656,0.656,0.656,20,-1,10
0,0.05,9,-1.0,3820,2480,2479,0.649,0.649,0.649,80,-1,11
0,0.05,7,-1.0,1654,1263,1261,0.763,0.762,0.761,35,-1,11
0,0.05,10,-1.0,5217,3081,3081,0.59,0.59,0.59,110,-1,10
0,0.05,11,-1.0,5166,2907,2907,0.563,0.563,0.563,110,-1,10
0,0.05,10,-1.0,6005,3620,3620,0.603,0.603,0.603,125,-1,11
0,0.05,9,-1.0,5217,3377,3377,0.647,0.647,0.647,110,-1,10
0,0.05,8,-1.0,3820,2670,2669,0.699,0.699,0.699,80,-1,11
0,0.05,6,-1.0,1654,1347,1336,0.814,0.807,0.8000000000000002,35,-1,11
0,0.05,10,-1.0,5166,3109,3109,0.602,0.602,0.602,110,-1,10
0,0.05,9,-1.0,6005,3909,3908,0.651,0.651,0.651,125,-1,11
0,0.05,8,-1.0,943,670,670,0.71,0.71,0.71,20,-1,10
0,0.05,5,-1.0,1654,1526,1414,0.922,0.854,0.7859999999999999,35,-1,11
0,0.05,8,-1.0,5217,3657,3657,0.701,0.701,0.701,110,-1,10
0,0.05,7,-1.0,3820,2872,2870,0.752,0.751,0.75,80,-1,11
0,0.05,9,-1.0,5166,3360,3360,0.65,0.65,0.65,110,-1,10
0,0.05,8,-1.0,6005,4207,4205,0.7,0.7,0.7,125,-1,11
0,0.05,7,-1.0,943,710,710,0.752,0.752,0.752,20,-1,10
0,0.05,4,-1.0,1654,2019,1375,1.22,0.831,0.44199999999999995,35,-1,11
0,0.05,7,-1.0,5217,3918,3913,0.751,0.75,0.749,110,-1,10
0,0.05,6,-1.0,3820,3066,3038,0.802,0.795,0.788,80,-1,11
0,0.05,8,-1.0,5166,3596,3595,0.696,0.696,0.696,110,-1,10
0,0.05,7,-1.0,6005,4518,4511,0.752,0.751,0.75,125,-1,11
0,0.05,3,-1.0,1654,2389,1056,1.444,0.638,-0.16799999999999993,35,-1,11
0,0.05,6,-1.0,5217,4225,4183,0.81,0.802,0.794,110,-1,10
0,0.05,5,-1.0,3820,3480,3205,0.911,0.839,0.7669999999999999,80,-1,11
0,0.05,6,-1.0,943,752,749,0.797,0.793,0.789,20,-1,10
0,0.05,7,-1.0,5166,3871,3866,0.749,0.748,0.747,110,-1,10
0,0.05,6,-1.0,6005,4817,4777,0.802,0.795,0.788,125,-1,11
0,0.05,11,-1.0,916,519,519,0.566,0.566,0.566,20,-1,11
0,0.05,5,-1.0,5217,4782,4409,0.916,0.845,0.7739999999999999,110,-1,10
0,0.05,4,-1.0,3820,4541,3037,1.188,0.795,0.40200000000000014,80,-1,11
0,0.05,5,-1.0,6005,5518,5053,0.919,0.841,0.7629999999999999,125,-1,11
0,0.05,6,-1.0,5166,4151,4103,0.803,0.794,0.785,110,-1,10
0,0.05,5,-1.0,943,855,797,0.906,0.844,0.7819999999999999,20,-1,10
0,0.05,10,-1.0,916,563,563,0.614,0.614,0.614,20,-1,11
0,0.05,4,-1.0,5217,6434,4297,1.233,0.823,0.4129999999999998,110,-1,10
0,0.05,3,-1.0,3820,5277,2193,1.381,0.574,-0.2330000000000001,80,-1,11
0,0.05,4,-1.0,6005,7127,4848,1.187,0.807,0.42700000000000005,125,-1,11
0,0.05,5,-1.0,5166,4686,4333,0.907,0.839,0.7709999999999999,110,-1,10
0,0.05,9,-1.0,916,610,610,0.665,0.665,0.665,20,-1,11
0,0.05,3,-1.0,5217,7822,3225,1.499,0.618,-0.2630000000000001,110,-1,10
0,0.05,4,-1.0,943,1139,779,1.207,0.825,0.44299999999999984,20,-1,10
0,0.05,11,-1.0,3036,1646,1646,0.542,0.542,0.542,65,-1,11
0,0.05,4,-1.0,5166,6267,4223,1.213,0.817,0.4209999999999998,110,-1,10
0,0.05,8,-1.0,916,661,661,0.721,0.721,0.721,20,-1,11
0,0.05,3,-1.0,6005,8599,3684,1.432,0.613,-0.20599999999999996,125,-1,11
0,0.05,11,-1.0,4418,2478,2478,0.561,0.561,0.561,95,-1,10
0,0.05,10,-1.0,3036,1767,1767,0.582,0.582,0.582,65,-1,11
0,0.05,7,-1.0,916,705,705,0.769,0.769,0.769,20,-1,11
0,0.05,11,-1.0,5157,2887,2887,0.56,0.56,0.56,110,-1,11
0,0.05,3,-1.0,5166,7866,3276,1.522,0.634,-0.254,110,-1,10
0,0.05,10,-1.0,4418,2686,2686,0.608,0.608,0.608,95,-1,10
0,0.05,9,-1.0,3036,1946,1946,0.641,0.641,0.641,65,-1,11
0,0.05,6,-1.0,916,754,751,0.822,0.819,0.816,20,-1,11
0,0.05,10,-1.0,5157,3126,3126,0.606,0.606,0.606,110,-1,11
0,0.05,11,-1.0,4545,2537,2537,0.558,0.558,0.558,95,-1,10
0,0.05,9,-1.0,4418,2905,2904,0.657,0.657,0.657,95,-1,10
0,0.05,11,-1.0,8745,4882,4882,0.558,0.558,0.558,185,-1,9
0,0.05,8,-1.0,3036,2108,2107,0.694,0.694,0.694,65,-1,11
0,0.05,5,-1.0,916,865,798,0.943,0.87,0.797,20,-1,11
0,0.05,9,-1.0,5157,3361,3361,0.652,0.652,0.652,110,-1,11
0,0.05,10,-1.0,4545,2725,2725,0.599,0.599,0.599,95,-1,10
0,0.05,8,-1.0,4418,3120,3118,0.706,0.706,0.706,95,-1,10
0,0.05,4,-1.0,916,1102,758,1.202,0.827,0.45199999999999996,20,-1,11
0,0.05,8,-1.0,5157,3607,3606,0.699,0.699,0.699,110,-1,11
0,0.05,7,-1.0,4418,3334,3329,0.754,0.753,0.752,95,-1,10
0,0.05,10,-1.0,8745,5305,5305,0.607,0.607,0.607,185,-1,9
0,0.05,9,-1.0,4545,2929,2929,0.644,0.644,0.644,95,-1,10
0,0.05,6,-1.0,3036,2444,2414,0.805,0.795,0.785,65,-1,11
0,0.05,3,-1.0,916,1293,578,1.41,0.63,-0.1499999999999999,20,-1,11
0,0.05,7,-1.0,5157,3854,3844,0.747,0.745,0.743,110,-1,11
0,0.05,6,-1.0,4418,3576,3546,0.809,0.802,0.795,95,-1,10
0,0.05,8,-1.0,4545,3182,3180,0.7,0.7,0.7,95,-1,10
0,0.05,11,-1.0,8696,5026,5026,0.578,0.578,0.578,185,-1,10
0,0.05,5,-1.0,3036,2757,2543,0.908,0.837,0.7659999999999999,65,-1,11
0,0.05,9,-1.0,8745,5710,5710,0.653,0.653,0.653,185,-1,9
0,0.05,6,-1.0,5157,4127,4084,0.8,0.792,0.784,110,-1,11
0,0.05,5,-1.0,4418,4049,3732,0.916,0.845,0.7739999999999999,95,-1,10
0,0.05,7,-1.0,4545,3455,3450,0.76,0.759,0.758,95,-1,10
0,0.05,10,-1.0,8696,5415,5415,0.623,0.623,0.623,185,-1,10
0,0.05,4,-1.0,3036,3555,2449,1.171,0.806,0.44100000000000006,65,-1,11
0,0.05,4,-1.0,4418,5439,3629,1.231,0.821,0.4109999999999998,95,-1,10
0,0.05,5,-1.0,5157,4687,4313,0.909,0.836,0.7629999999999999,110,-1,11
0,0.05,9,-1.0,8696,5815,5815,0.669,0.669,0.669,185,-1,10
0,0.05,6,-1.0,4545,3694,3659,0.813,0.805,0.7970000000000002,95,-1,10
0,0.05,3,-1.0,3036,4248,1799,1.399,0.592,-0.21500000000000008,65,-1,11
0,0.05,8,-1.0,8745,6166,6166,0.705,0.705,0.705,185,-1,9
0,0.05,4,-1.0,5157,6132,4147,1.189,0.804,0.41900000000000004,110,-1,11
0,0.05,5,-1.0,4545,4217,3858,0.928,0.849,0.7699999999999999,95,-1,10
0,0.05,8,-1.0,8696,6204,6203,0.713,0.713,0.713,185,-1,10
0,0.05,11,-1.0,2342,1298,1298,0.554,0.554,0.554,50,-1,11
0,0.05,7,-1.0,8745,6592,6585,0.754,0.753,0.752,185,-1,9
0,0.05,11,-1.0,3731,2042,2042,0.547,0.547,0.547,80,-1,10
0,0.05,3,-1.0,5157,7351,3057,1.425,0.593,-0.2390000000000001,110,-1,11
0,0.05,7,-1.0,8696,6605,6600,0.759,0.759,0.759,185,-1,10
0,0.05,10,-1.0,2342,1408,1408,0.601,0.601,0.601,50,-1,11
0,0.05,4,-1.0,4545,5585,3737,1.229,0.822,0.4149999999999998,95,-1,10
0,0.05,10,-1.0,3731,2241,2240,0.6,0.6,0.6,80,-1,10
0,0.05,11,-1.0,4522,2430,2430,0.537,0.537,0.537,95,-1,11
0,0.05,9,-1.0,2342,1521,1521,0.649,0.649,0.649,50,-1,11
0,0.05,6,-1.0,8696,7046,6987,0.81,0.803,0.796,185,-1,10
0,0.05,3,-1.0,4545,6967,2890,1.533,0.636,-0.2609999999999999,95,-1,10
0,0.05,9,-1.0,3731,2405,2404,0.644,0.644,0.644,80,-1,10
0,0.05,10,-1.0,4522,2646,2646,0.585,0.585,0.585,95,-1,11
0,0.05,8,-1.0,2342,1620,1620,0.691,0.691,0.691,50,-1,11
0,0.05,11,-1.0,3708,2025,2025,0.546,0.546,0.546,80,-1,10
0,0.05,5,-1.0,8696,7934,7362,0.912,0.846,0.7799999999999999,185,-1,10
0,0.05,8,-1.0,3731,2579,2578,0.691,0.691,0.691,80,-1,10
0,0.05,5,-1.0,8745,8047,7417,0.92,0.848,0.7759999999999999,185,-1,9
0,0.05,9,-1.0,4522,2866,2865,0.634,0.633,0.632,95,-1,11
0,0.05,7,-1.0,2342,1743,1743,0.744,0.744,0.744,50,-1,11
0,0.05,10,-1.0,3708,2186,2186,0.589,0.589,0.589,80,-1,10
0,0.05,4,-1.0,8696,10573,7243,1.216,0.833,0.44999999999999996,185,-1,10
0,0.05,7,-1.0,3731,2749,2744,0.737,0.735,0.733,80,-1,10
0,0.05,8,-1.0,4522,3100,3099,0.685,0.685,0.685,95,-1,11
0,0.05,6,-1.0,2342,1885,1868,0.805,0.797,0.789,50,-1,11
0,0.05,3,-1.0,8696,13032,5504,1.498,0.633,-0.23199999999999998,185,-1,10
0,0.05,4,-1.0,8745,10876,7228,1.244,0.826,0.4079999999999999,185,-1,9
0,0.05,9,-1.0,3708,2363,2363,0.637,0.637,0.637,80,-1,10
0,0.05,6,-1.0,3731,2966,2918,0.795,0.782,0.769,80,-1,10
0,0.05,7,-1.0,4522,3335,3330,0.737,0.736,0.735,95,-1,11
0,0.05,5,-1.0,2342,2123,1956,0.906,0.835,0.7639999999999999,50,-1,11
0,0.05,8,-1.0,3708,2547,2547,0.687,0.687,0.687,80,-1,10
0,0.05,5,-1.0,3731,3387,3094,0.908,0.829,0.7499999999999999,80,-1,10
0,0.05,3,-1.0,8745,14150,5646,1.618,0.646,-0.32600000000000007,185,-1,9
0,0.05,6,-1.0,4522,3607,3565,0.797,0.788,0.779,95,-1,11
0,0.05,4,-1.0,2342,2730,1852,1.165,0.79,0.41500000000000004,50,-1,11
0,0.05,4,-1.0,3731,4501,2973,1.206,0.797,0.3880000000000001,80,-1,10
0,0.05,10,-1.0,7900,4908,4907,0.621,0.621,0.621,170,-1,10
0,0.05,5,-1.0,4522,4123,3774,0.912,0.834,0.7559999999999999,95,-1,11
0,0.05,3,-1.0,2342,3292,1365,1.405,0.583,-0.2390000000000001,50,-1,11
0,0.05,3,-1.0,3731,5483,2259,1.469,0.605,-0.2590000000000001,80,-1,10
0,0.05,11,-1.0,8100,4451,4451,0.549,0.549,0.549,170,-1,9
0,0.05,6,-1.0,3708,2949,2927,0.795,0.789,0.783,80,-1,10
0,0.05,4,-1.0,4522,5339,3609,1.18,0.798,0.41600000000000015,95,-1,11
0,0.05,11,-1.0,1679,874,874,0.52,0.52,0.52,35,-1,11
0,0.05,11,-1.0,3054,1682,1682,0.551,0.551,0.551,65,-1,10
0,0.05,8,-1.0,7900,5612,5608,0.71,0.71,0.71,170,-1,10
0,0.05,5,-1.0,3708,3386,3109,0.913,0.838,0.7629999999999999,80,-1,10
0,0.05,10,-1.0,8100,4828,4828,0.596,0.596,0.596,170,-1,9
0,0.05,3,-1.0,4522,6411,2661,1.417,0.588,-0.2410000000000001,95,-1,11
0,0.05,10,-1.0,1679,952,952,0.567,0.567,0.567,35,-1,11
0,0.05,10,-1.0,3054,1813,1813,0.593,0.593,0.593,65,-1,10
0,0.05,7,-1.0,7900,6010,6000,0.761,0.759,0.757,170,-1,10
0,0.05,4,-1.0,3708,4521,3019,1.219,0.814,0.4089999999999998,80,-1,10
0,0.05,11,-1.0,3790,2085,2085,0.55,0.55,0.55,80,-1,11
0,0.05,9,-1.0,1679,1026,1026,0.611,0.611,0.611,35,-1,11
0,0.05,9,-1.0,3054,1986,1985,0.65,0.65,0.65,65,-1,10
0,0.05,9,-1.0,8100,5222,5222,0.645,0.645,0.645,170,-1,9
0,0.05,6,-1.0,7900,6382,6317,0.808,0.8,0.792,170,-1,10
0,0.05,3,-1.0,3708,5612,2310,1.513,0.623,-0.2669999999999999,80,-1,10
0,0.05,10,-1.0,3790,2288,2288,0.604,0.604,0.604,80,-1,11
0,0.05,8,-1.0,1679,1118,1118,0.665,0.665,0.665,35,-1,11
0,0.05,8,-1.0,3054,2122,2120,0.695,0.694,0.693,65,-1,10
0,0.05,5,-1.0,7900,7192,6691,0.91,0.847,0.7839999999999999,170,-1,10
0,0.05,11,-1.0,3103,1707,1707,0.55,0.55,0.55,65,-1,10
0,0.05,9,-1.0,3790,2464,2464,0.65,0.65,0.65,80,-1,11
0,0.05,7,-1.0,1679,1207,1207,0.718,0.718,0.718,35,-1,11
0,0.05,8,-1.0,8100,5644,5643,0.697,0.697,0.697,170,-1,9
0,0.05,7,-1.0,3054,2272,2267,0.744,0.742,0.74,65,-1,10
0,0.05,4,-1.0,7900,9584,6605,1.213,0.836,0.45899999999999985,170,-1,10
0,0.05,10,-1.0,3103,1847,1847,0.595,0.595,0.595,65,-1,10
0,0.05,8,-1.0,3790,2657,2657,0.701,0.701,0.701,80,-1,11
0,0.05,6,-1.0,1679,1318,1305,0.785,0.777,0.769,35,-1,11
0,0.05,6,-1.0,3054,2430,2408,0.795,0.788,0.781,65,-1,10
0,0.05,7,-1.0,8100,6068,6063,0.749,0.748,0.747,170,-1,9
0,0.05,3,-1.0,7900,11690,4897,1.48,0.62,-0.24,170,-1,10
0,0.05,9,-1.0,3103,1997,1997,0.643,0.643,0.643,65,-1,10
0,0.05,5,-1.0,1679,1500,1388,0.893,0.826,0.7589999999999999,35,-1,11
0,0.05,7,-1.0,3790,2856,2852,0.753,0.752,0.751,80,-1,11
0,0.05,5,-1.0,3054,2745,2542,0.899,0.832,0.7649999999999999,65,-1,10
0,0.05,11,-1.0,7321,4186,4186,0.572,0.572,0.572,155,-1,10
0,0.05,8,-1.0,3103,2162,2160,0.697,0.696,0.695,65,-1,10
