InputSequence Length,Channel Flip Prob,Context Length,Markov Transition Probabilities,No. of Errors,No of changes by DUDE,Number of right changes,fraction of changes,fraction of right changes,Ratio
100000,0.1,8,0.8,19090,269,205,0.014,0.011,0.94999999999999984
100000,0.1,7,0.8,19090,702,516,0.037,0.027,0.94999999999999984
100000,0.1,6,0.8,19090,1642,1206,0.086,0.063,0.94999999999999984
100000,0.1,5,0.8,19090,3210,2286,0.168,0.12,0.94999999999999984
100000,0.1,4,0.8,19090,4878,3113,0.256,0.163,0.94999999999999984
100000,0.1,3,0.8,19090,4536,2976,0.238,0.156,0.94999999999999984
100000,0.1,2,0.8,19090,4392,2699,0.23,0.141,0.94999999999999984
100000,0.1,1,0.8,19090,0,0,0.0,0.0,0.94999999999999984
100000,0.1,11,0.8,18813,7,5,0.0,0.0,0.93749999999999989
100000,0.1,10,0.8,18813,36,27,0.002,0.001,0.93749999999999989
100000,0.1,9,0.8,18813,94,78,0.005,0.004,0.93749999999999989
100000,0.1,8,0.8,18813,262,208,0.014,0.011,0.93749999999999989
100000,0.1,7,0.8,18813,620,482,0.033,0.026,0.93749999999999989
100000,0.1,6,0.8,18813,1476,1145,0.078,0.061,0.93749999999999989
100000,0.1,5,0.8,18813,2899,2118,0.154,0.113,0.93749999999999989
100000,0.1,4,0.8,18813,4615,2974,0.245,0.158,0.93749999999999989
100000,0.1,3,0.8,18813,4352,2875,0.231,0.153,0.93749999999999989
100000,0.1,2,0.8,18813,4303,2649,0.229,0.141,0.93749999999999989
100000,0.1,1,0.8,18813,0,0,0.0,0.0,0.93749999999999989
100000,0.1,11,0.8,18489,8,8,0.0,0.0,0.92499999999999993
100000,0.1,10,0.8,18489,22,20,0.001,0.001,0.92499999999999993
100000,0.1,9,0.8,18489,88,69,0.005,0.004,0.92499999999999993
100000,0.1,8,0.8,18489,213,172,0.012,0.009,0.92499999999999993
100000,0.1,7,0.8,18489,505,398,0.027,0.022,0.92499999999999993
100000,0.1,6,0.8,18489,1195,923,0.065,0.05,0.92499999999999993
100000,0.1,5,0.8,18489,2591,1884,0.14,0.102,0.92499999999999993
100000,0.1,4,0.8,18489,4331,2836,0.234,0.153,0.92499999999999993
100000,0.1,3,0.8,18489,4254,2796,0.23,0.151,0.92499999999999993
100000,0.1,2,0.8,18489,4151,2563,0.225,0.139,0.92499999999999993
100000,0.1,1,0.8,18489,0,0,0.0,0.0,0.92499999999999993
100000,0.1,11,0.8,18039,6,5,0.0,0.0,0.91249999999999998
100000,0.1,10,0.8,18039,16,12,0.001,0.001,0.91249999999999998
100000,0.1,9,0.8,18039,58,37,0.003,0.002,0.91249999999999998
100000,0.1,8,0.8,18039,201,152,0.011,0.008,0.91249999999999998
100000,0.1,7,0.8,18039,433,335,0.024,0.019,0.91249999999999998
100000,0.1,6,0.8,18039,973,743,0.054,0.041,0.91249999999999998
100000,0.1,5,0.8,18039,2211,1615,0.123,0.09,0.91249999999999998
100000,0.1,4,0.8,18039,4051,2679,0.225,0.149,0.91249999999999998
100000,0.1,3,0.8,18039,4264,2728,0.236,0.151,0.91249999999999998
100000,0.1,2,0.8,18039,4193,2568,0.232,0.142,0.91249999999999998
100000,0.1,1,0.8,18039,0,0,0.0,0.0,0.91249999999999998
100000,0.1,11,0.8,17880,3,3,0.0,0.0,0.90000000000000002
100000,0.1,10,0.8,17880,10,9,0.001,0.001,0.90000000000000002
100000,0.1,9,0.8,17880,26,23,0.001,0.001,0.90000000000000002
100000,0.1,8,0.8,17880,79,69,0.004,0.004,0.90000000000000002
100000,0.1,7,0.8,17880,270,215,0.015,0.012,0.90000000000000002
100000,0.1,6,0.8,17880,732,576,0.041,0.032,0.90000000000000002
100000,0.1,5,0.8,17880,1632,1233,0.091,0.069,0.90000000000000002
100000,0.1,4,0.8,17880,3456,2371,0.193,0.133,0.90000000000000002
100000,0.1,3,0.8,17880,4252,2617,0.238,0.146,0.90000000000000002
100000,0.1,2,0.8,17880,4139,2498,0.231,0.14,0.90000000000000002
100000,0.1,1,0.8,17880,0,0,0.0,0.0,0.90000000000000002
100000,0.1,8,0.8,17528,508,390,0.029,0.022,0.87500000000000044
100000,0.1,7,0.8,17528,1180,876,0.067,0.05,0.87500000000000044
100000,0.1,6,0.8,17528,2219,1630,0.127,0.093,0.87500000000000044
100000,0.1,5,0.8,17528,3802,2679,0.217,0.153,0.87500000000000044
100000,0.1,4,0.8,17528,4617,3000,0.263,0.171,0.87500000000000044
100000,0.1,3,0.8,17528,4166,2770,0.238,0.158,0.87500000000000044
100000,0.1,2,0.8,17528,3974,2470,0.227,0.141,0.87500000000000044
100000,0.1,1,0.8,17528,0,0,0.0,0.0,0.87500000000000044
100000,0.1,11,0.8,16817,29,22,0.002,0.001,0.85000000000000031
100000,0.1,10,0.8,16817,77,59,0.005,0.004,0.85000000000000031
100000,0.1,9,0.8,16817,203,164,0.012,0.01,0.85000000000000031
100000,0.1,8,0.8,16817,476,361,0.028,0.021,0.85000000000000031
100000,0.1,7,0.8,16817,1113,823,0.066,0.049,0.85000000000000031
100000,0.1,6,0.8,16817,2056,1506,0.122,0.09,0.85000000000000031
100000,0.1,5,0.8,16817,3512,2447,0.209,0.145,0.85000000000000031
100000,0.1,4,0.8,16817,4376,2781,0.26,0.165,0.85000000000000031
100000,0.1,3,0.8,16817,3923,2569,0.233,0.153,0.85000000000000031
100000,0.1,2,0.8,16817,3816,2332,0.227,0.139,0.85000000000000031
100000,0.1,1,0.8,16817,0,0,0.0,0.0,0.85000000000000031
100000,0.1,11,0.8,16389,27,21,0.002,0.001,0.8250000000000004
100000,0.1,10,0.8,16389,87,68,0.005,0.004,0.8250000000000004
100000,0.1,9,0.8,16389,153,118,0.009,0.007,0.8250000000000004
100000,0.1,8,0.8,16389,384,296,0.023,0.018,0.8250000000000004
100000,0.1,7,0.8,16389,948,699,0.058,0.043,0.8250000000000004
100000,0.1,6,0.8,16389,1917,1415,0.117,0.086,0.8250000000000004
100000,0.1,5,0.8,16389,3388,2336,0.207,0.143,0.8250000000000004
100000,0.1,4,0.8,16389,4213,2689,0.257,0.164,0.8250000000000004
100000,0.1,3,0.8,16389,3833,2500,0.234,0.153,0.8250000000000004
100000,0.1,2,0.8,16389,3682,2224,0.225,0.136,0.8250000000000004
100000,0.1,1,0.8,16389,0,0,0.0,0.0,0.8250000000000004
100000,0.1,11,0.8,16090,31,25,0.002,0.002,0.80000000000000027
100000,0.1,10,0.8,16090,74,63,0.005,0.004,0.80000000000000027
100000,0.1,9,0.8,16090,154,129,0.01,0.008,0.80000000000000027
100000,0.1,8,0.8,16090,426,335,0.026,0.021,0.80000000000000027
100000,0.1,7,0.8,16090,979,750,0.061,0.047,0.80000000000000027
100000,0.1,6,0.8,16090,1939,1455,0.121,0.09,0.80000000000000027
100000,0.1,5,0.8,16090,3261,2334,0.203,0.145,0.80000000000000027
100000,0.1,4,0.8,16090,4151,2726,0.258,0.169,0.80000000000000027
100000,0.1,3,0.8,16090,3715,2476,0.231,0.154,0.80000000000000027
100000,0.1,2,0.8,16090,3668,2246,0.228,0.14,0.80000000000000027
100000,0.1,1,0.8,16090,0,0,0.0,0.0,0.80000000000000027
100000,0.1,11,0.8,15668,12,9,0.001,0.001,0.77500000000000036
100000,0.1,10,0.8,15668,43,35,0.003,0.002,0.77500000000000036
100000,0.1,9,0.8,15668,124,97,0.008,0.006,0.77500000000000036
100000,0.1,8,0.8,15668,335,251,0.021,0.016,0.77500000000000036
100000,0.1,7,0.8,15668,841,642,0.054,0.041,0.77500000000000036
100000,0.1,6,0.8,15668,1732,1252,0.111,0.08,0.77500000000000036
100000,0.1,5,0.8,15668,2954,2079,0.189,0.133,0.77500000000000036
100000,0.1,4,0.8,15668,3848,2461,0.246,0.157,0.77500000000000036
100000,0.1,3,0.8,15668,3520,2311,0.225,0.147,0.77500000000000036
100000,0.1,2,0.8,15668,3458,2057,0.221,0.131,0.77500000000000036
100000,0.1,1,0.8,15668,0,0,0.0,0.0,0.77500000000000036
100000,0.1,11,0.8,14925,10,9,0.001,0.001,0.75000000000000022
100000,0.1,10,0.8,14925,45,35,0.003,0.002,0.75000000000000022
100000,0.1,9,0.8,14925,129,101,0.009,0.007,0.75000000000000022
100000,0.1,8,0.8,14925,322,249,0.022,0.017,0.75000000000000022
100000,0.1,7,0.8,14925,838,638,0.056,0.043,0.75000000000000022
100000,0.1,6,0.8,14925,1678,1260,0.112,0.084,0.75000000000000022
100000,0.1,5,0.8,14925,2934,2084,0.197,0.14,0.75000000000000022
100000,0.1,4,0.8,14925,3870,2496,0.259,0.167,0.75000000000000022
100000,0.1,3,0.8,14925,3517,2359,0.236,0.158,0.75000000000000022
100000,0.1,2,0.8,14925,3461,2131,0.232,0.143,0.75000000000000022
100000,0.1,1,0.8,14925,0,0,0.0,0.0,0.75000000000000022
100000,0.1,11,0.8,14556,14,10,0.001,0.001,0.72500000000000031
100000,0.1,10,0.8,14556,50,42,0.003,0.003,0.72500000000000031
100000,0.1,9,0.8,14556,129,107,0.009,0.007,0.72500000000000031
100000,0.1,8,0.8,14556,288,225,0.02,0.015,0.72500000000000031
100000,0.1,7,0.8,14556,723,534,0.05,0.037,0.72500000000000031
100000,0.1,6,0.8,14556,1502,1106,0.103,0.076,0.72500000000000031
100000,0.1,5,0.8,14556,2716,1924,0.187,0.132,0.72500000000000031
100000,0.1,4,0.8,14556,3685,2354,0.253,0.162,0.72500000000000031
100000,0.1,3,0.8,14556,3366,2213,0.231,0.152,0.72500000000000031
100000,0.1,2,0.8,14556,3294,1996,0.226,0.137,0.72500000000000031
100000,0.1,1,0.8,14556,0,0,0.0,0.0,0.72500000000000031
100000,0.1,11,0.8,14001,8,7,0.001,0.0,0.70000000000000018
100000,0.1,10,0.8,14001,37,27,0.003,0.002,0.70000000000000018
100000,0.1,9,0.8,14001,107,86,0.008,0.006,0.70000000000000018
100000,0.1,8,0.8,14001,256,205,0.018,0.015,0.70000000000000018
100000,0.1,7,0.8,14001,636,484,0.045,0.035,0.70000000000000018
100000,0.1,6,0.8,14001,1417,1028,0.101,0.073,0.70000000000000018
100000,0.1,5,0.8,14001,2548,1797,0.182,0.128,0.70000000000000018
100000,0.1,4,0.8,14001,3597,2266,0.257,0.162,0.70000000000000018
100000,0.1,3,0.8,14001,3210,2112,0.229,0.151,0.70000000000000018
100000,0.1,2,0.8,14001,3211,1940,0.229,0.139,0.70000000000000018
100000,0.1,1,0.8,14001,0,0,0.0,0.0,0.70000000000000018
100000,0.1,11,0.8,13506,11,10,0.001,0.001,0.67500000000000027
100000,0.1,10,0.8,13506,44,33,0.003,0.002,0.67500000000000027
100000,0.1,9,0.8,13506,113,88,0.008,0.007,0.67500000000000027
100000,0.1,8,0.8,13506,249,191,0.018,0.014,0.67500000000000027
100000,0.1,7,0.8,13506,622,473,0.046,0.035,0.67500000000000027
100000,0.1,6,0.8,13506,1289,962,0.095,0.071,0.67500000000000027
100000,0.1,5,0.8,13506,2326,1670,0.172,0.124,0.67500000000000027
100000,0.1,4,0.8,13506,3311,2162,0.245,0.16,0.67500000000000027
100000,0.1,3,0.8,13506,3076,2075,0.228,0.154,0.67500000000000027
100000,0.1,2,0.8,13506,3035,1871,0.225,0.139,0.67500000000000027
100000,0.1,1,0.8,13506,0,0,0.0,0.0,0.67500000000000027
100000,0.1,11,0.8,13123,2,0,0.0,0.0,0.65000000000000013
100000,0.1,10,0.8,13123,22,16,0.002,0.001,0.65000000000000013
100000,0.1,9,0.8,13123,89,68,0.007,0.005,0.65000000000000013
100000,0.1,8,0.8,13123,184,140,0.014,0.011,0.65000000000000013
100000,0.1,7,0.8,13123,478,348,0.036,0.027,0.65000000000000013
100000,0.1,6,0.8,13123,1199,884,0.091,0.067,0.65000000000000013
100000,0.1,5,0.8,13123,2233,1596,0.17,0.122,0.65000000000000013
100000,0.1,4,0.8,13123,3290,2113,0.251,0.161,0.65000000000000013
100000,0.1,3,0.8,13123,3049,2005,0.232,0.153,0.65000000000000013
100000,0.1,2,0.8,13123,3038,1855,0.232,0.141,0.65000000000000013
100000,0.1,1,0.8,13123,0,0,0.0,0.0,0.65000000000000013
100000,0.1,11,0.8,12620,1,1,0.0,0.0,0.62500000000000022
100000,0.1,10,0.8,12620,21,18,0.002,0.001,0.62500000000000022
100000,0.1,9,0.8,12620,65,49,0.005,0.004,0.62500000000000022
100000,0.1,8,0.8,12620,166,127,0.013,0.01,0.62500000000000022
100000,0.1,7,0.8,12620,430,314,0.034,0.025,0.62500000000000022
100000,0.1,6,0.8,12620,1096,801,0.087,0.063,0.62500000000000022
100000,0.1,5,0.8,12620,2107,1492,0.167,0.118,0.62500000000000022
100000,0.1,4,0.8,12620,3134,2040,0.248,0.162,0.62500000000000022
100000,0.1,3,0.8,12620,2917,1940,0.231,0.154,0.62500000000000022
100000,0.1,2,0.8,12620,2873,1775,0.228,0.141,0.62500000000000022
100000,0.1,1,0.8,12620,0,0,0.0,0.0,0.62500000000000022
100000,0.1,11,0.8,12134,3,2,0.0,0.0,0.60000000000000009
100000,0.1,10,0.8,12134,21,16,0.002,0.001,0.60000000000000009
100000,0.1,9,0.8,12134,67,50,0.006,0.004,0.60000000000000009
100000,0.1,8,0.8,12134,167,130,0.014,0.011,0.60000000000000009
100000,0.1,7,0.8,12134,389,297,0.032,0.024,0.60000000000000009
100000,0.1,6,0.8,12134,939,713,0.077,0.059,0.60000000000000009
100000,0.1,5,0.8,12134,1898,1400,0.156,0.115,0.60000000000000009
100000,0.1,4,0.8,12134,2980,1924,0.246,0.159,0.60000000000000009
100000,0.1,3,0.8,12134,2760,1804,0.227,0.149,0.60000000000000009
100000,0.1,2,0.8,12134,2774,1699,0.229,0.14,0.60000000000000009
100000,0.1,1,0.8,12134,0,0,0.0,0.0,0.60000000000000009
100000,0.1,11,0.8,11438,3,2,0.0,0.0,0.57500000000000018
100000,0.1,10,0.8,11438,18,14,0.002,0.001,0.57500000000000018
100000,0.1,9,0.8,11438,72,58,0.006,0.005,0.57500000000000018
100000,0.1,8,0.8,11438,162,133,0.014,0.012,0.57500000000000018
100000,0.1,7,0.8,11438,373,301,0.033,0.026,0.57500000000000018
100000,0.1,6,0.8,11438,895,705,0.078,0.062,0.57500000000000018
100000,0.1,5,0.8,11438,1808,1340,0.158,0.117,0.57500000000000018
100000,0.1,4,0.8,11438,2886,1853,0.252,0.162,0.57500000000000018
100000,0.1,3,0.8,11438,2713,1784,0.237,0.156,0.57500000000000018
100000,0.1,2,0.8,11438,2714,1664,0.237,0.145,0.57500000000000018
100000,0.1,1,0.8,11438,0,0,0.0,0.0,0.57500000000000018
100000,0.1,11,0.8,11064,6,5,0.001,0.0,0.55000000000000004
100000,0.1,10,0.8,11064,14,11,0.001,0.001,0.55000000000000004
100000,0.1,9,0.8,11064,39,30,0.004,0.003,0.55000000000000004
100000,0.1,8,0.8,11064,121,92,0.011,0.008,0.55000000000000004
100000,0.1,7,0.8,11064,294,222,0.027,0.02,0.55000000000000004
100000,0.1,6,0.8,11064,730,544,0.066,0.049,0.55000000000000004
100000,0.1,5,0.8,11064,1547,1128,0.14,0.102,0.55000000000000004
100000,0.1,4,0.8,11064,2590,1692,0.234,0.153,0.55000000000000004
100000,0.1,3,0.8,11064,2526,1651,0.228,0.149,0.55000000000000004
100000,0.1,2,0.8,11064,2514,1529,0.227,0.138,0.55000000000000004
100000,0.1,1,0.8,11064,0,0,0.0,0.0,0.55000000000000004
100000,0.1,11,0.8,10326,0,0,0.0,0.0,0.52500000000000013
100000,0.1,10,0.8,10326,6,4,0.001,0.0,0.52500000000000013
100000,0.1,9,0.8,10326,26,20,0.003,0.002,0.52500000000000013
100000,0.1,8,0.8,10326,85,62,0.008,0.006,0.52500000000000013
100000,0.1,7,0.8,10326,250,186,0.024,0.018,0.52500000000000013
100000,0.1,6,0.8,10326,577,414,0.056,0.04,0.52500000000000013
100000,0.1,5,0.8,10326,1283,912,0.124,0.088,0.52500000000000013
100000,0.1,4,0.8,10326,2324,1513,0.225,0.147,0.52500000000000013
100000,0.1,3,0.8,10326,2319,1495,0.225,0.145,0.52500000000000013
100000,0.1,2,0.8,10326,2385,1444,0.231,0.14,0.52500000000000013
100000,0.1,1,0.8,10326,0,0,0.0,0.0,0.52500000000000013
100000,0.1,11,0.8,9865,2,2,0.0,0.0,0.5
100000,0.1,10,0.8,9865,6,4,0.001,0.0,0.5
100000,0.1,9,0.8,9865,23,19,0.002,0.002,0.5
100000,0.1,8,0.8,9865,75,55,0.008,0.006,0.5
100000,0.1,7,0.8,9865,207,153,0.021,0.016,0.5
100000,0.1,6,0.8,9865,450,325,0.046,0.033,0.5
100000,0.1,5,0.8,9865,1144,822,0.116,0.083,0.5
100000,0.1,4,0.8,9865,2036,1342,0.206,0.136,0.5
100000,0.1,3,0.8,9865,2177,1400,0.221,0.142,0.5
100000,0.1,2,0.8,9865,2264,1345,0.229,0.136,0.5
100000,0.1,1,0.8,9865,0,0,0.0,0.0,0.5
100000,0.1,11,0.8,9633,0,0,0.0,0.0,0.47500000000000003
100000,0.1,10,0.8,9633,5,4,0.001,0.0,0.47500000000000003
100000,0.1,9,0.8,9633,13,10,0.001,0.001,0.47500000000000003
100000,0.1,8,0.8,9633,39,33,0.004,0.003,0.47500000000000003
100000,0.1,7,0.8,9633,162,123,0.017,0.013,0.47500000000000003
100000,0.1,6,0.8,9633,380,276,0.039,0.029,0.47500000000000003
100000,0.1,5,0.8,9633,858,629,0.089,0.065,0.47500000000000003
100000,0.1,4,0.8,9633,1792,1243,0.186,0.129,0.47500000000000003
100000,0.1,3,0.8,9633,2153,1341,0.224,0.139,0.47500000000000003
100000,0.1,2,0.8,9633,2186,1362,0.227,0.141,0.47500000000000003
100000,0.1,1,0.8,9633,0,0,0.0,0.0,0.47500000000000003
100000,0.1,11,0.8,9023,0,0,0.0,0.0,0.45000000000000001
100000,0.1,10,0.8,9023,2,1,0.0,0.0,0.45000000000000001
100000,0.1,9,0.8,9023,8,5,0.001,0.001,0.45000000000000001
100000,0.1,8,0.8,9023,19,16,0.002,0.002,0.45000000000000001
100000,0.1,7,0.8,9023,72,52,0.008,0.006,0.45000000000000001
100000,0.1,6,0.8,9023,254,191,0.028,0.021,0.45000000000000001
100000,0.1,5,0.8,9023,608,461,0.067,0.051,0.45000000000000001
100000,0.1,4,0.8,9023,1383,970,0.153,0.107,0.45000000000000001
100000,0.1,3,0.8,9023,2052,1247,0.227,0.138,0.45000000000000001
100000,0.1,2,0.8,9023,1995,1215,0.221,0.135,0.45000000000000001
100000,0.1,1,0.8,9023,0,0,0.0,0.0,0.45000000000000001
10000,0.1,14,0.8,1910,0,0,0.0,0.0,0.95000000000000007
10000,0.1,13,0.8,1910,0,0,0.0,0.0,0.95000000000000007
10000,0.1,12,0.8,1910,0,0,0.0,0.0,0.95000000000000007
10000,0.1,11,0.8,1910,0,0,0.0,0.0,0.95000000000000007
10000,0.1,10,0.8,1910,0,0,0.0,0.0,0.95000000000000007
10000,0.1,9,0.8,1910,0,0,0.0,0.0,0.95000000000000007
10000,0.1,8,0.8,1910,7,4,0.004,0.002,0.95000000000000007
10000,0.1,7,0.8,1910,27,19,0.014,0.01,0.95000000000000007
10000,0.1,6,0.8,1910,67,56,0.035,0.029,0.95000000000000007
10000,0.1,5,0.8,1910,164,123,0.086,0.064,0.95000000000000007
10000,0.1,4,0.8,1910,351,231,0.184,0.121,0.95000000000000007
10000,0.1,3,0.8,1910,424,272,0.222,0.142,0.95000000000000007
10000,0.1,2,0.8,1910,399,259,0.209,0.136,0.95000000000000007
10000,0.1,1,0.8,1910,0,0,0.0,0.0,0.95000000000000007
10000,0.1,14,0.8,1821,0,0,0.0,0.0,0.90000000000000013
10000,0.1,13,0.8,1821,0,0,0.0,0.0,0.90000000000000013
10000,0.1,12,0.8,1821,0,0,0.0,0.0,0.90000000000000013
10000,0.1,11,0.8,1821,0,0,0.0,0.0,0.90000000000000013
10000,0.1,10,0.8,1821,0,0,0.0,0.0,0.90000000000000013
10000,0.1,9,0.8,1821,2,2,0.001,0.001,0.90000000000000013
10000,0.1,8,0.8,1821,13,10,0.007,0.005,0.90000000000000013
10000,0.1,7,0.8,1821,27,23,0.015,0.013,0.90000000000000013
10000,0.1,6,0.8,1821,74,56,0.041,0.031,0.90000000000000013
10000,0.1,5,0.8,1821,145,121,0.08,0.066,0.90000000000000013
10000,0.1,4,0.8,1821,319,227,0.175,0.125,0.90000000000000013
10000,0.1,3,0.8,1821,418,273,0.23,0.15,0.90000000000000013
10000,0.1,2,0.8,1821,389,255,0.214,0.14,0.90000000000000013
10000,0.1,1,0.8,1821,0,0,0.0,0.0,0.90000000000000013
10000,0.1,14,0.8,1714,0,0,0.0,0.0,0.85000000000000009
10000,0.1,13,0.8,1714,0,0,0.0,0.0,0.85000000000000009
10000,0.1,12,0.8,1714,0,0,0.0,0.0,0.85000000000000009
10000,0.1,11,0.8,1714,2,2,0.001,0.001,0.85000000000000009
10000,0.1,10,0.8,1714,1,1,0.001,0.001,0.85000000000000009
10000,0.1,9,0.8,1714,4,4,0.002,0.002,0.85000000000000009
10000,0.1,8,0.8,1714,6,6,0.004,0.003,0.85000000000000009
10000,0.1,7,0.8,1714,26,22,0.015,0.013,0.85000000000000009
10000,0.1,6,0.8,1714,72,54,0.042,0.031,0.85000000000000009
10000,0.1,5,0.8,1714,141,99,0.082,0.058,0.85000000000000009
10000,0.1,4,0.8,1714,276,188,0.161,0.11,0.85000000000000009
10000,0.1,3,0.8,1714,388,219,0.226,0.128,0.85000000000000009
10000,0.1,2,0.8,1714,341,197,0.199,0.115,0.85000000000000009
10000,0.1,1,0.8,1714,0,0,0.0,0.0,0.85000000000000009
10000,0.1,14,0.8,1648,0,0,0.0,0.0,0.80000000000000004
10000,0.1,13,0.8,1648,0,0,0.0,0.0,0.80000000000000004
10000,0.1,12,0.8,1648,1,1,0.001,0.001,0.80000000000000004
10000,0.1,11,0.8,1648,1,1,0.001,0.001,0.80000000000000004
10000,0.1,10,0.8,1648,2,2,0.001,0.001,0.80000000000000004
10000,0.1,9,0.8,1648,3,3,0.002,0.002,0.80000000000000004
10000,0.1,8,0.8,1648,6,6,0.004,0.004,0.80000000000000004
10000,0.1,7,0.8,1648,24,22,0.015,0.013,0.80000000000000004
10000,0.1,6,0.8,1648,58,48,0.035,0.029,0.80000000000000004
10000,0.1,5,0.8,1648,122,104,0.074,0.063,0.80000000000000004
10000,0.1,4,0.8,1648,254,198,0.154,0.12,0.80000000000000004
10000,0.1,3,0.8,1648,379,250,0.23,0.152,0.80000000000000004
10000,0.1,2,0.8,1648,334,218,0.203,0.132,0.80000000000000004
10000,0.1,1,0.8,1648,0,0,0.0,0.0,0.80000000000000004
10000,0.1,14,0.8,1481,0,0,0.0,0.0,0.75000000000000011
10000,0.1,13,0.8,1481,0,0,0.0,0.0,0.75000000000000011
10000,0.1,12,0.8,1481,0,0,0.0,0.0,0.75000000000000011
10000,0.1,11,0.8,1481,0,0,0.0,0.0,0.75000000000000011
10000,0.1,10,0.8,1481,1,1,0.001,0.001,0.75000000000000011
10000,0.1,9,0.8,1481,2,2,0.001,0.001,0.75000000000000011
10000,0.1,8,0.8,1481,6,5,0.004,0.003,0.75000000000000011
10000,0.1,7,0.8,1481,18,17,0.012,0.011,0.75000000000000011
10000,0.1,6,0.8,1481,55,47,0.037,0.032,0.75000000000000011
10000,0.1,5,0.8,1481,125,97,0.084,0.065,0.75000000000000011
10000,0.1,4,0.8,1481,250,182,0.169,0.123,0.75000000000000011
10000,0.1,3,0.8,1481,391,242,0.264,0.163,0.75000000000000011
10000,0.1,2,0.8,1481,356,219,0.24,0.148,0.75000000000000011
10000,0.1,1,0.8,1481,0,0,0.0,0.0,0.75000000000000011
10000,0.1,14,0.8,1374,0,0,0.0,0.0,0.70000000000000007
10000,0.1,13,0.8,1374,0,0,0.0,0.0,0.70000000000000007
10000,0.1,12,0.8,1374,0,0,0.0,0.0,0.70000000000000007
10000,0.1,11,0.8,1374,0,0,0.0,0.0,0.70000000000000007
